model,dataset,method,missing_ratio,mse_change_pct,class
TimesFM-2.0,Port_Activity_D,gp_rbf,0.3,-6.320096409875187,strictly decreasing
TimesFM-2.0,Port_Activity_D,kalman_arima,0.1,-1.168101180594033,strictly decreasing
TimesFM-2.0,Port_Activity_D,kalman_arima,0.2,-4.703016330625866,strictly decreasing
TimesFM-2.0,Port_Activity_D,kalman_arima,0.3,-6.566836132921231,strictly decreasing
TimesFM-2.0,Port_Activity_D,kalman_struct,0.1,-0.5287813582449326,non-monotonic
TimesFM-2.0,Port_Activity_D,kalman_struct,0.2,-4.174713596710906,non-monotonic
TimesFM-2.0,Port_Activity_D,kalman_struct,0.3,27.066470521951057,non-monotonic
TimesFM-2.0,Port_Activity_D,linear,0.1,-0.006126113795785329,non-monotonic
TimesFM-2.0,Port_Activity_D,linear,0.2,-1.8803412226202731,non-monotonic
TimesFM-2.0,Port_Activity_D,linear,0.3,0.040882423868163605,non-monotonic
TimesFM-2.0,Port_Activity_D,mean,0.1,-1.1692115663245763,strictly decreasing
TimesFM-2.0,Port_Activity_D,mean,0.2,-4.04229331538758,strictly decreasing
TimesFM-2.0,Port_Activity_D,mean,0.3,-5.3261497791456325,strictly decreasing
TimesFM-2.0,Port_Activity_D,saits,0.1,-0.307857535558544,non-monotonic
TimesFM-2.0,Port_Activity_D,saits,0.2,1.2928829696936122,non-monotonic
TimesFM-2.0,Port_Activity_D,saits,0.3,1.1023313957690124,non-monotonic
TimesFM-2.0,Supply_Chain_Customer_D,backward,0.1,80.8666204448279,non-monotonic
TimesFM-2.0,Supply_Chain_Customer_D,backward,0.2,72.48275770737878,non-monotonic
TimesFM-2.0,Supply_Chain_Customer_D,backward,0.3,78.69594863508608,non-monotonic
TimesFM-2.0,Supply_Chain_Customer_D,forward,0.1,52.37053311384814,non-monotonic
TimesFM-2.0,Supply_Chain_Customer_D,forward,0.2,82.30920773339157,non-monotonic
TimesFM-2.0,Supply_Chain_Customer_D,forward,0.3,64.31505233569898,non-monotonic
TimesFM-2.0,Supply_Chain_Customer_D,gp_rbf,0.1,33.94235986107668,non-monotonic
TimesFM-2.0,Supply_Chain_Customer_D,gp_rbf,0.2,26.648701044058615,non-monotonic
TimesFM-2.0,Supply_Chain_Customer_D,gp_rbf,0.3,42.26014790166348,non-monotonic
TimesFM-2.0,Supply_Chain_Customer_D,kalman_arima,0.1,57.65903072611981,non-monotonic
TimesFM-2.0,Supply_Chain_Customer_D,kalman_arima,0.2,40.022214595920424,non-monotonic
TimesFM-2.0,Supply_Chain_Customer_D,kalman_arima,0.3,70.26323042715217,non-monotonic
TimesFM-2.0,Supply_Chain_Customer_D,kalman_struct,0.1,78.22475610219185,non-monotonic
TimesFM-2.0,Supply_Chain_Customer_D,kalman_struct,0.2,49.629924955081165,non-monotonic
TimesFM-2.0,Supply_Chain_Customer_D,kalman_struct,0.3,54.43012093163267,non-monotonic
TimesFM-2.0,Supply_Chain_Customer_D,linear,0.1,59.569349068952434,non-monotonic
TimesFM-2.0,Supply_Chain_Customer_D,linear,0.2,45.79870633549527,non-monotonic
TimesFM-2.0,Supply_Chain_Customer_D,linear,0.3,56.93541848874624,non-monotonic
TimesFM-2.0,Supply_Chain_Customer_D,mean,0.1,57.9640970712877,non-monotonic
TimesFM-2.0,Supply_Chain_Customer_D,mean,0.2,43.0492083879465,non-monotonic
TimesFM-2.0,Supply_Chain_Customer_D,mean,0.3,83.91380034789941,non-monotonic
TimesFM-2.0,Supply_Chain_Customer_D,saits,0.1,40.203988514120816,non-monotonic
TimesFM-2.0,Supply_Chain_Customer_D,saits,0.2,39.83817708981441,non-monotonic
TimesFM-2.0,Supply_Chain_Customer_D,saits,0.3,77.25615246358944,non-monotonic
TimesFM-2.0,Supply_Chain_Location_D,backward,0.1,28.653295124904883,non-monotonic
TimesFM-2.0,Supply_Chain_Location_D,backward,0.2,139.0633221636688,non-monotonic
TimesFM-2.0,Supply_Chain_Location_D,backward,0.3,66.41723627133528,non-monotonic
TimesFM-2.0,Supply_Chain_Location_D,forward,0.1,122.76797945904576,non-monotonic
TimesFM-2.0,Supply_Chain_Location_D,forward,0.2,52.19941331847928,non-monotonic
TimesFM-2.0,Supply_Chain_Location_D,forward,0.3,52.81497363421745,non-monotonic
TimesFM-2.0,Supply_Chain_Location_D,gp_rbf,0.1,19.88381050287401,strictly increasing
TimesFM-2.0,Supply_Chain_Location_D,gp_rbf,0.2,20.64924212360056,strictly increasing
TimesFM-2.0,Supply_Chain_Location_D,gp_rbf,0.3,52.7256922082991,strictly increasing
TimesFM-2.0,Supply_Chain_Location_D,kalman_arima,0.1,44.09645812096248,strictly increasing
TimesFM-2.0,Supply_Chain_Location_D,kalman_arima,0.2,44.96614021111773,strictly increasing
TimesFM-2.0,Supply_Chain_Location_D,kalman_arima,0.3,64.48676299065592,strictly increasing
TimesFM-2.0,Supply_Chain_Location_D,kalman_struct,0.1,30.02091644045522,strictly increasing
TimesFM-2.0,Supply_Chain_Location_D,kalman_struct,0.2,49.50889686518962,strictly increasing
TimesFM-2.0,Supply_Chain_Location_D,kalman_struct,0.3,63.6061532034319,strictly increasing
TimesFM-2.0,Supply_Chain_Location_D,linear,0.1,15.306018850903877,strictly increasing
TimesFM-2.0,Supply_Chain_Location_D,linear,0.2,37.180138550763665,strictly increasing
TimesFM-2.0,Supply_Chain_Location_D,linear,0.3,40.60279086871488,strictly increasing
TimesFM-2.0,Supply_Chain_Location_D,mean,0.1,46.98732245202516,non-monotonic
TimesFM-2.0,Supply_Chain_Location_D,mean,0.2,44.65877725094792,non-monotonic
TimesFM-2.0,Supply_Chain_Location_D,mean,0.3,62.69202644968802,non-monotonic
TimesFM-2.0,Supply_Chain_Location_D,saits,0.1,59.61916108227444,non-monotonic
TimesFM-2.0,Supply_Chain_Location_D,saits,0.2,55.27474169718853,non-monotonic
TimesFM-2.0,Supply_Chain_Location_D,saits,0.3,64.17013110119821,non-monotonic
TimesFM-2.0,Water_Quality_Darwin_15T,backward,0.1,3.6974033392012364,non-monotonic
TimesFM-2.0,Water_Quality_Darwin_15T,backward,0.2,10.210585960446492,non-monotonic
TimesFM-2.0,Water_Quality_Darwin_15T,backward,0.3,0.017753416333187916,non-monotonic
TimesFM-2.0,Water_Quality_Darwin_15T,forward,0.1,10.720602221421988,non-monotonic
TimesFM-2.0,Water_Quality_Darwin_15T,forward,0.2,11.182739927456598,non-monotonic
TimesFM-2.0,Water_Quality_Darwin_15T,forward,0.3,2.856969442684592,non-monotonic
TimesFM-2.0,Water_Quality_Darwin_15T,gp_rbf,0.1,6.784749547257099,non-monotonic
TimesFM-2.0,Water_Quality_Darwin_15T,gp_rbf,0.2,12.057698621895755,non-monotonic
TimesFM-2.0,Water_Quality_Darwin_15T,gp_rbf,0.3,0.9506349439815093,non-monotonic
TimesFM-2.0,Water_Quality_Darwin_15T,kalman_arima,0.1,3.8883143481425715,non-monotonic
TimesFM-2.0,Water_Quality_Darwin_15T,kalman_arima,0.2,47.121662351244595,non-monotonic
TimesFM-2.0,Water_Quality_Darwin_15T,kalman_arima,0.3,41.90070542036676,non-monotonic
TimesFM-2.0,Water_Quality_Darwin_15T,kalman_struct,0.1,6.0683963050133904,strictly increasing
TimesFM-2.0,Water_Quality_Darwin_15T,kalman_struct,0.2,9.112201819831247,strictly increasing
TimesFM-2.0,Water_Quality_Darwin_15T,kalman_struct,0.3,9.514553243819332,strictly increasing
TimesFM-2.0,Water_Quality_Darwin_15T,linear,0.1,5.635092372730033,non-monotonic
TimesFM-2.0,Water_Quality_Darwin_15T,linear,0.2,10.187559109893224,non-monotonic
TimesFM-2.0,Water_Quality_Darwin_15T,linear,0.3,4.704105306742741,non-monotonic
TimesFM-2.0,Water_Quality_Darwin_15T,mean,0.1,1.754665030317586,strictly increasing
TimesFM-2.0,Water_Quality_Darwin_15T,mean,0.2,46.18716473623307,strictly increasing
TimesFM-2.0,Water_Quality_Darwin_15T,mean,0.3,56.91007119905246,strictly increasing
TimesFM-2.0,Water_Quality_Darwin_15T,saits,0.1,4.512683954423554,non-monotonic
TimesFM-2.0,Water_Quality_Darwin_15T,saits,0.2,3.967709856171414,non-monotonic
TimesFM-2.0,Water_Quality_Darwin_15T,saits,0.3,5.564163821635825,non-monotonic
TimesFM-2.0,azure2019_U_5T,backward,0.1,-4.026556797967138,non-monotonic
TimesFM-2.0,azure2019_U_5T,backward,0.2,-29.54818024505791,non-monotonic
TimesFM-2.0,azure2019_U_5T,backward,0.3,-2.6344421216810203,non-monotonic
TimesFM-2.0,azure2019_U_5T,forward,0.1,13.603224529145624,strictly decreasing
TimesFM-2.0,azure2019_U_5T,forward,0.2,-5.458859131458472,strictly decreasing
TimesFM-2.0,azure2019_U_5T,forward,0.3,-31.158618126551254,strictly decreasing
TimesFM-2.0,azure2019_U_5T,gp_rbf,0.1,-5.3579276980885115,non-monotonic
TimesFM-2.0,azure2019_U_5T,gp_rbf,0.2,-20.87772124865143,non-monotonic
TimesFM-2.0,azure2019_U_5T,gp_rbf,0.3,4.035137187168206,non-monotonic
TimesFM-2.0,azure2019_U_5T,kalman_arima,0.1,-9.597690623310559,strictly decreasing
TimesFM-2.0,azure2019_U_5T,kalman_arima,0.2,-18.44079343845441,strictly decreasing
TimesFM-2.0,azure2019_U_5T,kalman_arima,0.3,-32.71859026334204,strictly decreasing
TimesFM-2.0,azure2019_U_5T,kalman_struct,0.1,4.3401301402157335,non-monotonic
TimesFM-2.0,azure2019_U_5T,kalman_struct,0.2,-5.2467814969912965,non-monotonic
TimesFM-2.0,azure2019_U_5T,kalman_struct,0.3,1.153663517042682,non-monotonic
TimesFM-2.0,azure2019_U_5T,linear,0.1,2.9763833373233806,non-monotonic
TimesFM-2.0,azure2019_U_5T,linear,0.2,-42.23764193482292,non-monotonic
TimesFM-2.0,azure2019_U_5T,linear,0.3,20.23177946326117,non-monotonic
TimesFM-2.0,azure2019_U_5T,mean,0.1,-12.742656236383091,strictly decreasing
TimesFM-2.0,azure2019_U_5T,mean,0.2,-17.46698737491423,strictly decreasing
TimesFM-2.0,azure2019_U_5T,mean,0.3,-36.399066469793055,strictly decreasing
TimesFM-2.0,azure2019_U_5T,saits,0.1,-2.724789179178905,strictly decreasing
TimesFM-2.0,azure2019_U_5T,saits,0.2,-28.111791937233445,strictly decreasing
TimesFM-2.0,azure2019_U_5T,saits,0.3,-47.9668952508126,strictly decreasing
TimesFM-2.0,current_velocity_15T,backward,0.1,14.202854762262326,strictly increasing
TimesFM-2.0,current_velocity_15T,backward,0.2,16.481722304678474,strictly increasing
TimesFM-2.0,current_velocity_15T,backward,0.3,26.3139088222179,strictly increasing
TimesFM-2.0,current_velocity_15T,forward,0.1,20.303230609770655,non-monotonic
TimesFM-2.0,current_velocity_15T,forward,0.2,35.298699598520116,non-monotonic
TimesFM-2.0,current_velocity_15T,forward,0.3,27.490603499549422,non-monotonic
TimesFM-2.0,current_velocity_15T,gp_rbf,0.1,12.514205539655388,non-monotonic
TimesFM-2.0,current_velocity_15T,gp_rbf,0.2,13.596846080909817,non-monotonic
TimesFM-2.0,current_velocity_15T,gp_rbf,0.3,8.80890603912368,non-monotonic
TimesFM-2.0,current_velocity_15T,kalman_arima,0.1,39.622379867998944,strictly increasing
TimesFM-2.0,current_velocity_15T,kalman_arima,0.2,48.28672700801077,strictly increasing
TimesFM-2.0,current_velocity_15T,kalman_arima,0.3,192.26789716606012,strictly increasing
TimesFM-2.0,current_velocity_15T,kalman_struct,0.1,18.50119977349948,non-monotonic
TimesFM-2.0,current_velocity_15T,kalman_struct,0.2,17.660043242260038,non-monotonic
TimesFM-2.0,current_velocity_15T,kalman_struct,0.3,38.24663719090813,non-monotonic
TimesFM-2.0,current_velocity_15T,linear,0.1,16.295876723468382,non-monotonic
TimesFM-2.0,current_velocity_15T,linear,0.2,17.154858005275457,non-monotonic
TimesFM-2.0,current_velocity_15T,linear,0.3,8.409562197605496,non-monotonic
TimesFM-2.0,current_velocity_15T,mean,0.1,56.94706009988616,non-monotonic
TimesFM-2.0,current_velocity_15T,mean,0.2,52.15160798671421,non-monotonic
TimesFM-2.0,current_velocity_15T,mean,0.3,178.2676525389894,non-monotonic
TimesFM-2.0,current_velocity_15T,saits,0.1,7.7888217875840065,strictly increasing
TimesFM-2.0,current_velocity_15T,saits,0.2,19.864138778544696,strictly increasing
TimesFM-2.0,current_velocity_15T,saits,0.3,24.235513820991653,strictly increasing
TimesFM-2.0,current_velocity_20T,backward,0.1,39.941579488371495,non-monotonic
TimesFM-2.0,current_velocity_20T,backward,0.2,63.38267687025512,non-monotonic
TimesFM-2.0,current_velocity_20T,backward,0.3,33.0463934061095,non-monotonic
TimesFM-2.0,current_velocity_20T,forward,0.1,26.102019134365296,non-monotonic
TimesFM-2.0,current_velocity_20T,forward,0.2,25.23229127888882,non-monotonic
TimesFM-2.0,current_velocity_20T,forward,0.3,29.468422683204885,non-monotonic
TimesFM-2.0,current_velocity_20T,gp_rbf,0.1,31.548322225067217,non-monotonic
TimesFM-2.0,current_velocity_20T,gp_rbf,0.2,10.578138394266333,non-monotonic
TimesFM-2.0,current_velocity_20T,gp_rbf,0.3,20.302621473085324,non-monotonic
TimesFM-2.0,current_velocity_20T,kalman_arima,0.1,24.67969625014482,strictly decreasing
TimesFM-2.0,current_velocity_20T,kalman_arima,0.2,17.486427574604292,strictly decreasing
TimesFM-2.0,current_velocity_20T,kalman_arima,0.3,13.784597752875827,strictly decreasing
TimesFM-2.0,current_velocity_20T,kalman_struct,0.1,30.067878190484475,strictly decreasing
TimesFM-2.0,current_velocity_20T,kalman_struct,0.2,11.51905766475311,strictly decreasing
TimesFM-2.0,current_velocity_20T,kalman_struct,0.3,11.233888982675685,strictly decreasing
TimesFM-2.0,current_velocity_20T,linear,0.1,28.826803442971087,strictly decreasing
TimesFM-2.0,current_velocity_20T,linear,0.2,26.680129557204268,strictly decreasing
TimesFM-2.0,current_velocity_20T,linear,0.3,25.736594596759577,strictly decreasing
TimesFM-2.0,current_velocity_20T,mean,0.1,21.427256534591898,non-monotonic
TimesFM-2.0,current_velocity_20T,mean,0.2,11.423642264013816,non-monotonic
TimesFM-2.0,current_velocity_20T,mean,0.3,19.256457362370238,non-monotonic
TimesFM-2.0,current_velocity_20T,saits,0.1,16.864977172864382,non-monotonic
TimesFM-2.0,current_velocity_20T,saits,0.2,10.301195182344356,non-monotonic
TimesFM-2.0,current_velocity_20T,saits,0.3,17.798904793719014,non-monotonic
TimesFM-2.0,current_velocity_5T,backward,0.1,62.57782622897492,strictly increasing
TimesFM-2.0,current_velocity_5T,backward,0.2,285.55237725261105,strictly increasing
TimesFM-2.0,current_velocity_5T,backward,0.3,321.472220392607,strictly increasing
TimesFM-2.0,current_velocity_5T,forward,0.1,63.45049442176468,strictly increasing
TimesFM-2.0,current_velocity_5T,forward,0.2,183.38460587176536,strictly increasing
TimesFM-2.0,current_velocity_5T,forward,0.3,195.05941171225547,strictly increasing
TimesFM-2.0,current_velocity_5T,gp_rbf,0.1,49.382672901995214,non-monotonic
TimesFM-2.0,current_velocity_5T,gp_rbf,0.2,232.48468164023737,non-monotonic
TimesFM-2.0,current_velocity_5T,gp_rbf,0.3,227.11776015671666,non-monotonic
TimesFM-2.0,current_velocity_5T,kalman_arima,0.1,59.3666096274799,strictly increasing
TimesFM-2.0,current_velocity_5T,kalman_arima,0.2,265.7989810014253,strictly increasing
TimesFM-2.0,current_velocity_5T,kalman_arima,0.3,296.64938464440576,strictly increasing
TimesFM-2.0,current_velocity_5T,kalman_struct,0.1,2.055512167538391,non-monotonic
TimesFM-2.0,current_velocity_5T,kalman_struct,0.2,-5.858417357477081,non-monotonic
TimesFM-2.0,current_velocity_5T,kalman_struct,0.3,-5.155526998623083,non-monotonic
TimesFM-2.0,current_velocity_5T,linear,0.1,18.130777009936825,non-monotonic
TimesFM-2.0,current_velocity_5T,linear,0.2,73.41878905761673,non-monotonic
TimesFM-2.0,current_velocity_5T,linear,0.3,54.88767581668422,non-monotonic
TimesFM-2.0,current_velocity_5T,mean,0.1,49.48209493776098,strictly increasing
TimesFM-2.0,current_velocity_5T,mean,0.2,231.40641249503204,strictly increasing
TimesFM-2.0,current_velocity_5T,mean,0.3,253.56479682982206,strictly increasing
TimesFM-2.0,current_velocity_5T,saits,0.1,27.953960011631878,strictly increasing
TimesFM-2.0,current_velocity_5T,saits,0.2,111.48287995469128,strictly increasing
TimesFM-2.0,current_velocity_5T,saits,0.3,185.41671091348283,strictly increasing
TimesFM-2.0,current_velocity_H,backward,0.1,3.330125774609496,non-monotonic
TimesFM-2.0,current_velocity_H,backward,0.2,31.74053190734317,non-monotonic
TimesFM-2.0,current_velocity_H,backward,0.3,1.3477876853323492,non-monotonic
TimesFM-2.0,current_velocity_H,forward,0.1,-0.21866383404978815,non-monotonic
TimesFM-2.0,current_velocity_H,forward,0.2,2.8993480445053317,non-monotonic
TimesFM-2.0,current_velocity_H,forward,0.3,-3.72635163005448,non-monotonic
TimesFM-2.0,current_velocity_H,gp_rbf,0.1,2.075630410709147,non-monotonic
TimesFM-2.0,current_velocity_H,gp_rbf,0.2,9.335649680440044,non-monotonic
TimesFM-2.0,current_velocity_H,gp_rbf,0.3,-3.773256046937168,non-monotonic
TimesFM-2.0,current_velocity_H,kalman_arima,0.1,1.8431194428625735,non-monotonic
TimesFM-2.0,current_velocity_H,kalman_arima,0.2,2.141459235340603,non-monotonic
TimesFM-2.0,current_velocity_H,kalman_arima,0.3,-6.390595117980215,non-monotonic
TimesFM-2.0,current_velocity_H,kalman_struct,0.1,2.81277048468925,non-monotonic
TimesFM-2.0,current_velocity_H,kalman_struct,0.2,16.172210432019583,non-monotonic
TimesFM-2.0,current_velocity_H,kalman_struct,0.3,4.119961893275238,non-monotonic
TimesFM-2.0,current_velocity_H,linear,0.1,-6.1210925339368,non-monotonic
TimesFM-2.0,current_velocity_H,linear,0.2,9.934285461856526,non-monotonic
TimesFM-2.0,current_velocity_H,linear,0.3,-0.8222120404773041,non-monotonic
TimesFM-2.0,current_velocity_H,mean,0.1,4.54407981985063,strictly decreasing
TimesFM-2.0,current_velocity_H,mean,0.2,3.023774432479177,strictly decreasing
TimesFM-2.0,current_velocity_H,mean,0.3,-6.579498597122209,strictly decreasing
TimesFM-2.0,current_velocity_H,saits,0.1,-2.912953405763471,non-monotonic
TimesFM-2.0,current_velocity_H,saits,0.2,4.066353703862021,non-monotonic
TimesFM-2.0,current_velocity_H,saits,0.3,-1.9949983258913264,non-monotonic
TimesFM-2.0,electricity,backward,0.1,171.50358841089417,non-monotonic
TimesFM-2.0,electricity,backward,0.2,132.90471754253932,non-monotonic
TimesFM-2.0,electricity,backward,0.3,218.2752319274394,non-monotonic
TimesFM-2.0,electricity,forward,0.1,193.73457856062504,non-monotonic
TimesFM-2.0,electricity,forward,0.2,134.9692354655151,non-monotonic
TimesFM-2.0,electricity,forward,0.3,264.3392781611099,non-monotonic
TimesFM-2.0,electricity,gp_rbf,0.1,146.28046962718682,non-monotonic
TimesFM-2.0,electricity,gp_rbf,0.2,130.36024742986157,non-monotonic
TimesFM-2.0,electricity,gp_rbf,0.3,218.48920148115312,non-monotonic
TimesFM-2.0,electricity,kalman_arima,0.1,122.72889352730236,strictly increasing
TimesFM-2.0,electricity,kalman_arima,0.2,129.4233817444061,strictly increasing
TimesFM-2.0,electricity,kalman_arima,0.3,216.63690315268687,strictly increasing
TimesFM-2.0,electricity,kalman_struct,0.1,180.0989960974002,non-monotonic
TimesFM-2.0,electricity,kalman_struct,0.2,170.66035690886815,non-monotonic
TimesFM-2.0,electricity,kalman_struct,0.3,451.0256242576577,non-monotonic
TimesFM-2.0,electricity,linear,0.1,161.14792878871646,non-monotonic
TimesFM-2.0,electricity,linear,0.2,130.90570760296586,non-monotonic
TimesFM-2.0,electricity,linear,0.3,220.74916053917093,non-monotonic
TimesFM-2.0,electricity,mean,0.1,125.37176099234986,strictly increasing
TimesFM-2.0,electricity,mean,0.2,148.25050538139854,strictly increasing
TimesFM-2.0,electricity,mean,0.3,242.18429575000627,strictly increasing
TimesFM-2.0,electricity,saits,0.1,100.83904588863099,non-monotonic
TimesFM-2.0,electricity,saits,0.2,52.00562672164565,non-monotonic
TimesFM-2.0,electricity,saits,0.3,97.11518104831931,non-monotonic
TimesFM-2.0,exchange_rate,backward,0.1,-5.8275832839855335,non-monotonic
TimesFM-2.0,exchange_rate,backward,0.2,-9.45970923449488,non-monotonic
TimesFM-2.0,exchange_rate,backward,0.3,13.273239872712098,non-monotonic
TimesFM-2.0,exchange_rate,forward,0.1,-8.190465062343053,non-monotonic
TimesFM-2.0,exchange_rate,forward,0.2,-11.217835140267455,non-monotonic
TimesFM-2.0,exchange_rate,forward,0.3,-1.6633251433637148,non-monotonic
TimesFM-2.0,exchange_rate,gp_rbf,0.1,-1.544287054707193,strictly decreasing
TimesFM-2.0,exchange_rate,gp_rbf,0.2,-5.560428201593337,strictly decreasing
TimesFM-2.0,exchange_rate,gp_rbf,0.3,-14.827916455246163,strictly decreasing
TimesFM-2.0,exchange_rate,kalman_arima,0.1,-17.430434311695258,strictly increasing
TimesFM-2.0,exchange_rate,kalman_arima,0.2,-10.75292584408292,strictly increasing
TimesFM-2.0,exchange_rate,kalman_arima,0.3,-1.1291179908948943,strictly increasing
TimesFM-2.0,exchange_rate,kalman_struct,0.1,-13.70633307943251,non-monotonic
TimesFM-2.0,exchange_rate,kalman_struct,0.2,5.691150830043799,non-monotonic
TimesFM-2.0,exchange_rate,kalman_struct,0.3,4.580369031319274,non-monotonic
TimesFM-2.0,exchange_rate,linear,0.1,-7.3756670783235005,strictly increasing
TimesFM-2.0,exchange_rate,linear,0.2,-4.210922719572232,strictly increasing
TimesFM-2.0,exchange_rate,linear,0.3,11.008057917644297,strictly increasing
TimesFM-2.0,exchange_rate,mean,0.1,-16.557375505201826,strictly increasing
TimesFM-2.0,exchange_rate,mean,0.2,7.741095909763562,strictly increasing
TimesFM-2.0,exchange_rate,mean,0.3,24.959722184614545,strictly increasing
TimesFM-2.0,exchange_rate,saits,0.1,-8.398520507691787,strictly increasing
TimesFM-2.0,exchange_rate,saits,0.2,-4.983191333309011,strictly increasing
TimesFM-2.0,exchange_rate,saits,0.3,1.637189447300666,strictly increasing
TimesFM-2.0,traffic,backward,0.1,1047.618556701031,non-monotonic
TimesFM-2.0,traffic,backward,0.2,514.0051546391753,non-monotonic
TimesFM-2.0,traffic,backward,0.3,873.2061855670104,non-monotonic
TimesFM-2.0,traffic,forward,0.1,596.5360824742269,strictly increasing
TimesFM-2.0,traffic,forward,0.2,701.4123711340206,strictly increasing
TimesFM-2.0,traffic,forward,0.3,870.1030927835051,strictly increasing
TimesFM-2.0,traffic,gp_rbf,0.1,40.72164948453608,strictly increasing
TimesFM-2.0,traffic,gp_rbf,0.2,104.63917525773196,strictly increasing
TimesFM-2.0,traffic,gp_rbf,0.3,286.08247422680415,strictly increasing
TimesFM-2.0,traffic,kalman_arima,0.1,40.72164948453608,strictly increasing
TimesFM-2.0,traffic,kalman_arima,0.2,137.11340206185568,strictly increasing
