model,dataset,method,missing_ratio,mse_change_pct,class
Sundial,exchange_rate,mean,0.1,-1.364146316514102,strictly decreasing
Sundial,exchange_rate,mean,0.2,-2.2747457210077733,strictly decreasing
Sundial,exchange_rate,mean,0.3,-5.990848997398453,strictly decreasing
Sundial,exchange_rate,saits,0.1,-7.700687569289115,strictly increasing
Sundial,exchange_rate,saits,0.2,-6.235775167330631,strictly increasing
Sundial,exchange_rate,saits,0.3,5.160026430086074,strictly increasing
Sundial,traffic,backward,0.1,80.0,strictly increasing
Sundial,traffic,backward,0.2,183.15789473684208,strictly increasing
Sundial,traffic,backward,0.3,271.10526315789474,strictly increasing
Sundial,traffic,forward,0.1,68.77192982456138,strictly increasing
Sundial,traffic,forward,0.2,163.15789473684205,strictly increasing
Sundial,traffic,forward,0.3,232.63157894736838,strictly increasing
Sundial,traffic,gp_rbf,0.1,47.36842105263157,strictly increasing
Sundial,traffic,gp_rbf,0.2,159.6491228070175,strictly increasing
Sundial,traffic,gp_rbf,0.3,214.38596491228066,strictly increasing
Sundial,traffic,kalman_arima,0.1,33.33333333333333,strictly increasing
Sundial,traffic,kalman_arima,0.2,133.6842105263158,strictly increasing
Sundial,traffic,kalman_arima,0.3,240.0,strictly increasing
Sundial,traffic,kalman_struct,0.1,74.73684210526314,strictly increasing
Sundial,traffic,kalman_struct,0.2,294.4947368421052,strictly increasing
Sundial,traffic,kalman_struct,0.3,516.140350877193,strictly increasing
Sundial,traffic,linear,0.1,70.17543859649122,strictly increasing
Sundial,traffic,linear,0.2,171.57894736842104,strictly increasing
Sundial,traffic,linear,0.3,251.83859649122803,strictly increasing
Sundial,traffic,mean,0.1,35.438596491228076,strictly increasing
Sundial,traffic,mean,0.2,134.73684210526315,strictly increasing
Sundial,traffic,mean,0.3,259.2350877192982,strictly increasing
Sundial,traffic,saits,0.1,10.526315789473678,strictly increasing
Sundial,traffic,saits,0.2,24.210526315789465,strictly increasing
Sundial,traffic,saits,0.3,35.438596491228076,strictly increasing
Sundial,weather,backward,0.1,5.352834439647202,non-monotonic
Sundial,weather,backward,0.2,-7.039877853507423,non-monotonic
Sundial,weather,backward,0.3,-0.15251829190962385,non-monotonic
Sundial,weather,forward,0.1,-6.6520076259008185,non-monotonic
Sundial,weather,forward,0.2,-3.289524790776082,non-monotonic
Sundial,weather,forward,0.3,-3.838377295821343,non-monotonic
Sundial,weather,gp_rbf,0.1,-7.454045848368293,strictly decreasing
Sundial,weather,gp_rbf,0.2,-11.30333791144434,strictly decreasing
Sundial,weather,gp_rbf,0.3,-12.558807405571775,strictly decreasing
Sundial,weather,kalman_arima,0.1,-6.0077450592525645,non-monotonic
Sundial,weather,kalman_arima,0.2,-4.309514561943454,non-monotonic
Sundial,weather,kalman_arima,0.3,-11.492913229214627,non-monotonic
Sundial,weather,kalman_struct,0.1,-5.145931079372457,non-monotonic
Sundial,weather,kalman_struct,0.2,-8.469228424033098,non-monotonic
Sundial,weather,kalman_struct,0.3,-1.5905273778234685,non-monotonic
Sundial,weather,linear,0.1,-3.455136411504461,non-monotonic
Sundial,weather,linear,0.2,-10.074221787395832,non-monotonic
Sundial,weather,linear,0.3,-4.227731321776056,non-monotonic
Sundial,weather,mean,0.1,-8.702018340344257,strictly increasing
Sundial,weather,mean,0.2,-1.539087722644268,strictly increasing
Sundial,weather,mean,0.3,0.13347853389445605,strictly increasing
Sundial,weather,saits,0.1,2.9405621995645728,non-monotonic
Sundial,weather,saits,0.2,-7.626976587024438,non-monotonic
Sundial,weather,saits,0.3,-2.873139373194515,non-monotonic
TimesFM-2.0,Australia_Solar_H,backward,0.1,70.27027027027027,non-monotonic
TimesFM-2.0,Australia_Solar_H,backward,0.2,62.16216216216216,non-monotonic
TimesFM-2.0,Australia_Solar_H,backward,0.3,125.22522522522523,non-monotonic
TimesFM-2.0,Australia_Solar_H,forward,0.1,37.83783783783784,strictly increasing
TimesFM-2.0,Australia_Solar_H,forward,0.2,61.261261261261254,strictly increasing
TimesFM-2.0,Australia_Solar_H,forward,0.3,83.78378378378379,strictly increasing
TimesFM-2.0,Australia_Solar_H,gp_rbf,0.1,2.7027027027027026,strictly increasing
TimesFM-2.0,Australia_Solar_H,gp_rbf,0.2,3.6036036036036037,strictly increasing
TimesFM-2.0,Australia_Solar_H,gp_rbf,0.3,23.423423423423422,strictly increasing
TimesFM-2.0,Australia_Solar_H,kalman_arima,0.1,9.00900900900901,non-monotonic
TimesFM-2.0,Australia_Solar_H,kalman_arima,0.2,0.9009009009009009,non-monotonic
TimesFM-2.0,Australia_Solar_H,kalman_arima,0.3,2.7027027027027026,non-monotonic
TimesFM-2.0,Australia_Solar_H,kalman_struct,0.1,11.711711711711711,strictly increasing
TimesFM-2.0,Australia_Solar_H,kalman_struct,0.2,24.324324324324326,strictly increasing
TimesFM-2.0,Australia_Solar_H,kalman_struct,0.3,29.72972972972973,strictly increasing
TimesFM-2.0,Australia_Solar_H,linear,0.1,33.33333333333333,non-monotonic
TimesFM-2.0,Australia_Solar_H,linear,0.2,15.315315315315313,non-monotonic
TimesFM-2.0,Australia_Solar_H,linear,0.3,25.225225225225223,non-monotonic
TimesFM-2.0,Australia_Solar_H,mean,0.1,11.711711711711711,strictly increasing
TimesFM-2.0,Australia_Solar_H,mean,0.2,26.126126126126124,strictly increasing
TimesFM-2.0,Australia_Solar_H,mean,0.3,60.36036036036037,strictly increasing
TimesFM-2.0,Australia_Solar_H,saits,0.1,10.81081081081081,strictly decreasing
TimesFM-2.0,Australia_Solar_H,saits,0.2,-0.9009009009009009,strictly decreasing
TimesFM-2.0,Australia_Solar_H,saits,0.3,-14.916926936936935,strictly decreasing
TimesFM-2.0,Coastal_T_S_15T,backward,0.1,17.98146324834241,strictly decreasing
TimesFM-2.0,Coastal_T_S_15T,backward,0.2,17.88465860097582,strictly decreasing
TimesFM-2.0,Coastal_T_S_15T,backward,0.3,2.9440657617315806,strictly decreasing
TimesFM-2.0,Coastal_T_S_15T,forward,0.1,15.80815430452609,non-monotonic
TimesFM-2.0,Coastal_T_S_15T,forward,0.2,19.686622835673553,non-monotonic
TimesFM-2.0,Coastal_T_S_15T,forward,0.3,8.45098251698403,non-monotonic
TimesFM-2.0,Coastal_T_S_15T,gp_rbf,0.1,12.768176104159423,strictly decreasing
TimesFM-2.0,Coastal_T_S_15T,gp_rbf,0.2,2.9838434010104646,strictly decreasing
TimesFM-2.0,Coastal_T_S_15T,gp_rbf,0.3,0.3048379832588299,strictly decreasing
TimesFM-2.0,Coastal_T_S_15T,kalman_arima,0.1,62.78203322102037,strictly decreasing
TimesFM-2.0,Coastal_T_S_15T,kalman_arima,0.2,1.822224807975311,strictly decreasing
TimesFM-2.0,Coastal_T_S_15T,kalman_arima,0.3,-0.6436356613599408,strictly decreasing
TimesFM-2.0,Coastal_T_S_15T,kalman_struct,0.1,14.398167105862619,non-monotonic
TimesFM-2.0,Coastal_T_S_15T,kalman_struct,0.2,16.24557822282059,non-monotonic
TimesFM-2.0,Coastal_T_S_15T,kalman_struct,0.3,12.634251856026516,non-monotonic
TimesFM-2.0,Coastal_T_S_15T,linear,0.1,6.581061717237876,strictly increasing
TimesFM-2.0,Coastal_T_S_15T,linear,0.2,19.301783469491205,strictly increasing
TimesFM-2.0,Coastal_T_S_15T,linear,0.3,20.985083942900875,strictly increasing
TimesFM-2.0,Coastal_T_S_15T,mean,0.1,0.16539319359981947,non-monotonic
TimesFM-2.0,Coastal_T_S_15T,mean,0.2,3.1892001107082435,non-monotonic
TimesFM-2.0,Coastal_T_S_15T,mean,0.3,2.233960549875678,non-monotonic
TimesFM-2.0,Coastal_T_S_15T,saits,0.1,30.693727605328498,non-monotonic
TimesFM-2.0,Coastal_T_S_15T,saits,0.2,-1.6834863502287287,non-monotonic
TimesFM-2.0,Coastal_T_S_15T,saits,0.3,32.42069054353543,non-monotonic
TimesFM-2.0,Coastal_T_S_20T,backward,0.1,5.665052587476325,strictly increasing
TimesFM-2.0,Coastal_T_S_20T,backward,0.2,7.409919771233825,strictly increasing
TimesFM-2.0,Coastal_T_S_20T,backward,0.3,17.1749426805481,strictly increasing
TimesFM-2.0,Coastal_T_S_20T,forward,0.1,5.692413626056994,non-monotonic
TimesFM-2.0,Coastal_T_S_20T,forward,0.2,5.277279467428551,non-monotonic
TimesFM-2.0,Coastal_T_S_20T,forward,0.3,6.7803024146303,non-monotonic
TimesFM-2.0,Coastal_T_S_20T,gp_rbf,0.1,9.162701240003539,non-monotonic
TimesFM-2.0,Coastal_T_S_20T,gp_rbf,0.2,2.0550490722278396,non-monotonic
TimesFM-2.0,Coastal_T_S_20T,gp_rbf,0.3,17.23313298580874,non-monotonic
TimesFM-2.0,Coastal_T_S_20T,kalman_arima,0.1,32.370746555161425,strictly increasing
TimesFM-2.0,Coastal_T_S_20T,kalman_arima,0.2,127.66231316995547,strictly increasing
TimesFM-2.0,Coastal_T_S_20T,kalman_arima,0.3,278.7188609993997,strictly increasing
TimesFM-2.0,Coastal_T_S_20T,kalman_struct,0.1,9.33870391844098,strictly increasing
TimesFM-2.0,Coastal_T_S_20T,kalman_struct,0.2,11.191367644798653,strictly increasing
TimesFM-2.0,Coastal_T_S_20T,kalman_struct,0.3,18.121499953822944,strictly increasing
TimesFM-2.0,Coastal_T_S_20T,linear,0.1,10.230702899524921,non-monotonic
TimesFM-2.0,Coastal_T_S_20T,linear,0.2,6.129011479661462,non-monotonic
TimesFM-2.0,Coastal_T_S_20T,linear,0.3,22.95524592494995,non-monotonic
TimesFM-2.0,Coastal_T_S_20T,mean,0.1,23.314108014875558,strictly increasing
TimesFM-2.0,Coastal_T_S_20T,mean,0.2,103.86527893288215,strictly increasing
TimesFM-2.0,Coastal_T_S_20T,mean,0.3,246.77321860619176,strictly increasing
TimesFM-2.0,Coastal_T_S_20T,saits,0.1,25.936190145629958,non-monotonic
TimesFM-2.0,Coastal_T_S_20T,saits,0.2,8.009765684286043,non-monotonic
TimesFM-2.0,Coastal_T_S_20T,saits,0.3,34.18658496638473,non-monotonic
TimesFM-2.0,Coastal_T_S_5T,backward,0.1,17.249618460317855,non-monotonic
TimesFM-2.0,Coastal_T_S_5T,backward,0.2,18.44812220109962,non-monotonic
TimesFM-2.0,Coastal_T_S_5T,backward,0.3,13.712460634317136,non-monotonic
TimesFM-2.0,Coastal_T_S_5T,forward,0.1,19.974509249993886,non-monotonic
TimesFM-2.0,Coastal_T_S_5T,forward,0.2,18.402348297203275,non-monotonic
TimesFM-2.0,Coastal_T_S_5T,forward,0.3,24.02577849490643,non-monotonic
TimesFM-2.0,Coastal_T_S_5T,gp_rbf,0.1,3.81845625279974,non-monotonic
TimesFM-2.0,Coastal_T_S_5T,gp_rbf,0.2,-0.3048787282456186,non-monotonic
TimesFM-2.0,Coastal_T_S_5T,gp_rbf,0.3,3.149633499218856,non-monotonic
TimesFM-2.0,Coastal_T_S_5T,kalman_arima,0.1,11.458990325449141,non-monotonic
TimesFM-2.0,Coastal_T_S_5T,kalman_arima,0.2,16.466224758916255,non-monotonic
TimesFM-2.0,Coastal_T_S_5T,kalman_arima,0.3,14.110917716173061,non-monotonic
TimesFM-2.0,Coastal_T_S_5T,kalman_struct,0.1,2.1641635201904155,strictly increasing
TimesFM-2.0,Coastal_T_S_5T,kalman_struct,0.2,11.293104793148261,strictly increasing
TimesFM-2.0,Coastal_T_S_5T,kalman_struct,0.3,20.977436941584973,strictly increasing
TimesFM-2.0,Coastal_T_S_5T,linear,0.1,2.479615941948247,strictly increasing
TimesFM-2.0,Coastal_T_S_5T,linear,0.2,7.326152631027649,strictly increasing
TimesFM-2.0,Coastal_T_S_5T,linear,0.3,25.7997556869466,strictly increasing
TimesFM-2.0,Coastal_T_S_5T,mean,0.1,14.364389023474338,non-monotonic
TimesFM-2.0,Coastal_T_S_5T,mean,0.2,19.843873457498614,non-monotonic
TimesFM-2.0,Coastal_T_S_5T,mean,0.3,18.623739480235262,non-monotonic
TimesFM-2.0,Coastal_T_S_5T,saits,0.1,13.657512127175439,strictly increasing
TimesFM-2.0,Coastal_T_S_5T,saits,0.2,16.650830897052185,strictly increasing
TimesFM-2.0,Coastal_T_S_5T,saits,0.3,19.393550852122683,strictly increasing
TimesFM-2.0,Coastal_T_S_H,backward,0.1,1.6117557672526133,non-monotonic
TimesFM-2.0,Coastal_T_S_H,backward,0.2,0.45172796995933945,non-monotonic
TimesFM-2.0,Coastal_T_S_H,backward,0.3,1.8343532956179631,non-monotonic
TimesFM-2.0,Coastal_T_S_H,forward,0.1,2.4525726617534502,non-monotonic
TimesFM-2.0,Coastal_T_S_H,forward,0.2,0.09397044877912233,non-monotonic
TimesFM-2.0,Coastal_T_S_H,forward,0.3,1.0447332489984582,non-monotonic
TimesFM-2.0,Coastal_T_S_H,gp_rbf,0.1,0.6556051137869192,strictly increasing
TimesFM-2.0,Coastal_T_S_H,gp_rbf,0.2,0.8443146850337797,strictly increasing
TimesFM-2.0,Coastal_T_S_H,gp_rbf,0.3,1.5517675076861506,strictly increasing
TimesFM-2.0,Coastal_T_S_H,kalman_arima,0.1,-1.1001649395932558,strictly increasing
TimesFM-2.0,Coastal_T_S_H,kalman_arima,0.2,-0.37762296570028947,strictly increasing
TimesFM-2.0,Coastal_T_S_H,kalman_arima,0.3,0.37124680480472105,strictly increasing
TimesFM-2.0,Coastal_T_S_H,kalman_struct,0.1,1.0176212389852595,non-monotonic
TimesFM-2.0,Coastal_T_S_H,kalman_struct,0.2,0.40147235885374083,non-monotonic
TimesFM-2.0,Coastal_T_S_H,kalman_struct,0.3,6.521347797577315,non-monotonic
TimesFM-2.0,Coastal_T_S_H,linear,0.1,1.6496592041654194,non-monotonic
TimesFM-2.0,Coastal_T_S_H,linear,0.2,1.2256079140069946,non-monotonic
TimesFM-2.0,Coastal_T_S_H,linear,0.3,15.309946885081786,non-monotonic
TimesFM-2.0,Coastal_T_S_H,mean,0.1,13.46708424163103,non-monotonic
TimesFM-2.0,Coastal_T_S_H,mean,0.2,-3.603722585123704,non-monotonic
TimesFM-2.0,Coastal_T_S_H,mean,0.3,1.513267960171867,non-monotonic
TimesFM-2.0,Coastal_T_S_H,saits,0.1,-0.3020904762179341,strictly increasing
TimesFM-2.0,Coastal_T_S_H,saits,0.2,-0.2680455860720418,strictly increasing
TimesFM-2.0,Coastal_T_S_H,saits,0.3,1.5231339610497872,strictly increasing
TimesFM-2.0,ETTh1,backward,0.1,-5.711353751981894,strictly increasing
TimesFM-2.0,ETTh1,backward,0.2,1.4103056171674822,strictly increasing
TimesFM-2.0,ETTh1,backward,0.3,9.698716706738598,strictly increasing
TimesFM-2.0,ETTh1,forward,0.1,-1.3656663624662788,non-monotonic
TimesFM-2.0,ETTh1,forward,0.2,-0.9493961303749611,non-monotonic
TimesFM-2.0,ETTh1,forward,0.3,-5.195771832402787,non-monotonic
TimesFM-2.0,ETTh1,gp_rbf,0.1,-3.629957650078113,non-monotonic
TimesFM-2.0,ETTh1,gp_rbf,0.2,0.8268232922179092,non-monotonic
TimesFM-2.0,ETTh1,gp_rbf,0.3,-3.2226780319826003,non-monotonic
TimesFM-2.0,ETTh1,kalman_arima,0.1,-8.582220527182363,non-monotonic
TimesFM-2.0,ETTh1,kalman_arima,0.2,-0.33566852140691045,non-monotonic
TimesFM-2.0,ETTh1,kalman_arima,0.3,-0.4694292229011254,non-monotonic
TimesFM-2.0,ETTh1,kalman_struct,0.1,-2.617974665610495,non-monotonic
TimesFM-2.0,ETTh1,kalman_struct,0.2,4.14356656264028,non-monotonic
TimesFM-2.0,ETTh1,kalman_struct,0.3,3.2546945514171832,non-monotonic
TimesFM-2.0,ETTh1,linear,0.1,-2.5119144774302065,non-monotonic
TimesFM-2.0,ETTh1,linear,0.2,2.8672122606913026,non-monotonic
TimesFM-2.0,ETTh1,linear,0.3,2.551217710130018,non-monotonic
TimesFM-2.0,ETTh1,mean,0.1,-2.5320480908012413,strictly increasing
TimesFM-2.0,ETTh1,mean,0.2,20.159932167301235,strictly increasing
TimesFM-2.0,ETTh1,mean,0.3,20.561965413833992,strictly increasing
TimesFM-2.0,ETTh1,saits,0.1,-0.6063176166640611,non-monotonic
TimesFM-2.0,ETTh1,saits,0.2,1.2161440755601638,non-monotonic
TimesFM-2.0,ETTh1,saits,0.3,-2.261365366943949,non-monotonic
TimesFM-2.0,ETTh2,backward,0.1,-1.102098657022998,non-monotonic
TimesFM-2.0,ETTh2,backward,0.2,13.102539775526328,non-monotonic
TimesFM-2.0,ETTh2,backward,0.3,6.339978081501115,non-monotonic
TimesFM-2.0,ETTh2,forward,0.1,6.582624760533652,strictly increasing
TimesFM-2.0,ETTh2,forward,0.2,10.804702487158764,strictly increasing
TimesFM-2.0,ETTh2,forward,0.3,14.602089999120697,strictly increasing
TimesFM-2.0,ETTh2,gp_rbf,0.1,-1.7360844374839874,non-monotonic
TimesFM-2.0,ETTh2,gp_rbf,0.2,5.818290701924185,non-monotonic
TimesFM-2.0,ETTh2,gp_rbf,0.3,3.14623463207322,non-monotonic
TimesFM-2.0,ETTh2,kalman_arima,0.1,0.22638239588588957,non-monotonic
TimesFM-2.0,ETTh2,kalman_arima,0.2,13.014076006434452,non-monotonic
TimesFM-2.0,ETTh2,kalman_arima,0.3,-6.566414005688373,non-monotonic
TimesFM-2.0,ETTh2,kalman_struct,0.1,9.251116344742918,non-monotonic
TimesFM-2.0,ETTh2,kalman_struct,0.2,0.3442783409173859,non-monotonic
TimesFM-2.0,ETTh2,kalman_struct,0.3,20.552073195949003,non-monotonic
TimesFM-2.0,ETTh2,linear,0.1,0.13969756454271237,strictly decreasing
TimesFM-2.0,ETTh2,linear,0.2,-0.5308962119611288,strictly decreasing
TimesFM-2.0,ETTh2,linear,0.3,-0.6306620335009743,strictly decreasing
TimesFM-2.0,ETTh2,mean,0.1,1.1189313663540696,non-monotonic
TimesFM-2.0,ETTh2,mean,0.2,11.106748546847603,non-monotonic
TimesFM-2.0,ETTh2,mean,0.3,-5.819875680473922,non-monotonic
TimesFM-2.0,ETTh2,saits,0.1,-1.079775413922391,strictly increasing
TimesFM-2.0,ETTh2,saits,0.2,3.118012898360692,strictly increasing
TimesFM-2.0,ETTh2,saits,0.3,3.9827681535155377,strictly increasing
TimesFM-2.0,EWELD_Load_15T,backward,0.1,24.83439109263936,strictly increasing
TimesFM-2.0,EWELD_Load_15T,backward,0.2,88.53526810291305,strictly increasing
TimesFM-2.0,EWELD_Load_15T,backward,0.3,92.26018845419634,strictly increasing
TimesFM-2.0,EWELD_Load_15T,forward,0.1,16.06520992355333,strictly increasing
TimesFM-2.0,EWELD_Load_15T,forward,0.2,49.955172409222406,strictly increasing
TimesFM-2.0,EWELD_Load_15T,forward,0.3,79.12286633949394,strictly increasing
TimesFM-2.0,EWELD_Load_15T,gp_rbf,0.1,0.8237168490356174,strictly increasing
TimesFM-2.0,EWELD_Load_15T,gp_rbf,0.2,16.209750679700118,strictly increasing
TimesFM-2.0,EWELD_Load_15T,gp_rbf,0.3,49.34263897900853,strictly increasing
TimesFM-2.0,EWELD_Load_15T,kalman_arima,0.1,-11.00701960422824,strictly increasing
TimesFM-2.0,EWELD_Load_15T,kalman_arima,0.2,7.989767299787983,strictly increasing
TimesFM-2.0,EWELD_Load_15T,kalman_arima,0.3,33.35816657904752,strictly increasing
TimesFM-2.0,EWELD_Load_15T,kalman_struct,0.1,-9.162212241388264,strictly increasing
TimesFM-2.0,EWELD_Load_15T,kalman_struct,0.2,7.465760095930242,strictly increasing
TimesFM-2.0,EWELD_Load_15T,kalman_struct,0.3,20.937504341642445,strictly increasing
TimesFM-2.0,EWELD_Load_15T,linear,0.1,-12.404235349019752,strictly increasing
TimesFM-2.0,EWELD_Load_15T,linear,0.2,8.61946317303702,strictly increasing
TimesFM-2.0,EWELD_Load_15T,linear,0.3,15.31849023547092,strictly increasing
TimesFM-2.0,EWELD_Load_15T,mean,0.1,1.7777085439611575,strictly increasing
TimesFM-2.0,EWELD_Load_15T,mean,0.2,10.638608921987297,strictly increasing
TimesFM-2.0,EWELD_Load_15T,mean,0.3,49.9548302920695,strictly increasing
TimesFM-2.0,EWELD_Load_15T,saits,0.1,-1.0415143850226884,non-monotonic
TimesFM-2.0,EWELD_Load_15T,saits,0.2,1.6241475445850126,non-monotonic
TimesFM-2.0,EWELD_Load_15T,saits,0.3,1.2834761363933473,non-monotonic
TimesFM-2.0,Finland_Traffic_15T,backward,0.1,15.738917822399651,strictly increasing
TimesFM-2.0,Finland_Traffic_15T,backward,0.2,90.47844562400846,strictly increasing
TimesFM-2.0,Finland_Traffic_15T,backward,0.3,123.80266442655628,strictly increasing
TimesFM-2.0,Finland_Traffic_15T,forward,0.1,23.67991664083934,strictly increasing
TimesFM-2.0,Finland_Traffic_15T,forward,0.2,82.88384684441324,strictly increasing
TimesFM-2.0,Finland_Traffic_15T,forward,0.3,141.51844519493358,strictly increasing
TimesFM-2.0,Finland_Traffic_15T,gp_rbf,0.1,20.266052487469842,strictly increasing
TimesFM-2.0,Finland_Traffic_15T,gp_rbf,0.2,58.659183107190735,strictly increasing
TimesFM-2.0,Finland_Traffic_15T,gp_rbf,0.3,113.20170288833806,strictly increasing
TimesFM-2.0,Finland_Traffic_15T,kalman_arima,0.1,6.302663085380908,strictly increasing
TimesFM-2.0,Finland_Traffic_15T,kalman_arima,0.2,53.76280344206532,strictly increasing
TimesFM-2.0,Finland_Traffic_15T,kalman_arima,0.3,93.02267218492682,strictly increasing
TimesFM-2.0,Finland_Traffic_15T,kalman_struct,0.1,12.777823338376578,strictly increasing
TimesFM-2.0,Finland_Traffic_15T,kalman_struct,0.2,43.88568481390978,strictly increasing
TimesFM-2.0,Finland_Traffic_15T,kalman_struct,0.3,60.724789982312764,strictly increasing
TimesFM-2.0,Finland_Traffic_15T,linear,0.1,5.127851856319804,strictly increasing
TimesFM-2.0,Finland_Traffic_15T,linear,0.2,56.39848019627034,strictly increasing
TimesFM-2.0,Finland_Traffic_15T,linear,0.3,72.45849286192559,strictly increasing
TimesFM-2.0,Finland_Traffic_15T,mean,0.1,47.71064420590326,strictly increasing
TimesFM-2.0,Finland_Traffic_15T,mean,0.2,52.8293053417112,strictly increasing
TimesFM-2.0,Finland_Traffic_15T,mean,0.3,109.35339774531315,strictly increasing
TimesFM-2.0,Finland_Traffic_15T,saits,0.1,11.743245026028458,strictly increasing
TimesFM-2.0,Finland_Traffic_15T,saits,0.2,26.33701493900319,strictly increasing
TimesFM-2.0,Finland_Traffic_15T,saits,0.3,38.88013258829302,strictly increasing
TimesFM-2.0,NE_China_Wind_H,backward,0.1,0.41011672332805416,non-monotonic
TimesFM-2.0,NE_China_Wind_H,backward,0.2,11.72663950001783,non-monotonic
TimesFM-2.0,NE_China_Wind_H,backward,0.3,1.6947070517058669,non-monotonic
TimesFM-2.0,NE_China_Wind_H,forward,0.1,8.631431164137643,non-monotonic
TimesFM-2.0,NE_China_Wind_H,forward,0.2,-0.578604896491349,non-monotonic
TimesFM-2.0,NE_China_Wind_H,forward,0.3,8.737462767210982,non-monotonic
TimesFM-2.0,NE_China_Wind_H,gp_rbf,0.1,-1.2800402331710596,non-monotonic
TimesFM-2.0,NE_China_Wind_H,gp_rbf,0.2,23.371306871424494,non-monotonic
TimesFM-2.0,NE_China_Wind_H,gp_rbf,0.3,-1.4261259810409097,non-monotonic
TimesFM-2.0,NE_China_Wind_H,kalman_arima,0.1,-23.272779340031104,non-monotonic
TimesFM-2.0,NE_China_Wind_H,kalman_arima,0.2,-5.7190369825740195,non-monotonic
TimesFM-2.0,NE_China_Wind_H,kalman_arima,0.3,-17.155563832003534,non-monotonic
TimesFM-2.0,NE_China_Wind_H,kalman_struct,0.1,13.062010172741376,non-monotonic
TimesFM-2.0,NE_China_Wind_H,kalman_struct,0.2,27.43531947262023,non-monotonic
TimesFM-2.0,NE_China_Wind_H,kalman_struct,0.3,9.75883203506551,non-monotonic
TimesFM-2.0,NE_China_Wind_H,linear,0.1,14.386222241011653,non-monotonic
TimesFM-2.0,NE_China_Wind_H,linear,0.2,22.975406483207244,non-monotonic
TimesFM-2.0,NE_China_Wind_H,linear,0.3,4.064037030851327,non-monotonic
TimesFM-2.0,NE_China_Wind_H,mean,0.1,-21.19325132373634,strictly increasing
TimesFM-2.0,NE_China_Wind_H,mean,0.2,-6.197530874877747,strictly increasing
TimesFM-2.0,NE_China_Wind_H,mean,0.3,-1.419852301779911,strictly increasing
TimesFM-2.0,NE_China_Wind_H,saits,0.1,-4.785803876549193,non-monotonic
TimesFM-2.0,NE_China_Wind_H,saits,0.2,11.547504308130243,non-monotonic
TimesFM-2.0,NE_China_Wind_H,saits,0.3,5.7635133261450395,non-monotonic
TimesFM-2.0,OpenElectricity_NEM_5T,backward,0.1,-1.9127067776934932,strictly increasing
TimesFM-2.0,OpenElectricity_NEM_5T,backward,0.2,25.184651050031093,strictly increasing
TimesFM-2.0,OpenElectricity_NEM_5T,backward,0.3,57.8590101423317,strictly increasing
TimesFM-2.0,OpenElectricity_NEM_5T,forward,0.1,-7.168951937912259,strictly increasing
TimesFM-2.0,OpenElectricity_NEM_5T,forward,0.2,48.59739596536735,strictly increasing
TimesFM-2.0,OpenElectricity_NEM_5T,forward,0.3,114.85873177340709,strictly increasing
TimesFM-2.0,OpenElectricity_NEM_5T,gp_rbf,0.1,-10.385095954800684,strictly increasing
TimesFM-2.0,OpenElectricity_NEM_5T,gp_rbf,0.2,40.76356827068521,strictly increasing
TimesFM-2.0,OpenElectricity_NEM_5T,gp_rbf,0.3,84.52351022472342,strictly increasing
TimesFM-2.0,OpenElectricity_NEM_5T,kalman_arima,0.1,-1.947132233528327,strictly increasing
TimesFM-2.0,OpenElectricity_NEM_5T,kalman_arima,0.2,47.2206480743745,strictly increasing
TimesFM-2.0,OpenElectricity_NEM_5T,kalman_arima,0.3,112.2761504813914,strictly increasing
TimesFM-2.0,OpenElectricity_NEM_5T,kalman_struct,0.1,-0.5846327967274543,non-monotonic
TimesFM-2.0,OpenElectricity_NEM_5T,kalman_struct,0.2,-19.547961033146528,non-monotonic
TimesFM-2.0,OpenElectricity_NEM_5T,kalman_struct,0.3,-13.864395826781431,non-monotonic
TimesFM-2.0,OpenElectricity_NEM_5T,linear,0.1,6.146166224190306,non-monotonic
TimesFM-2.0,OpenElectricity_NEM_5T,linear,0.2,-17.32830869152564,non-monotonic
TimesFM-2.0,OpenElectricity_NEM_5T,linear,0.3,0.2866810250060321,non-monotonic
TimesFM-2.0,OpenElectricity_NEM_5T,mean,0.1,-10.356720234389295,strictly increasing
TimesFM-2.0,OpenElectricity_NEM_5T,mean,0.2,61.53629330449415,strictly increasing
TimesFM-2.0,OpenElectricity_NEM_5T,mean,0.3,125.25902617029372,strictly increasing
TimesFM-2.0,OpenElectricity_NEM_5T,saits,0.1,17.647461461573887,strictly increasing
TimesFM-2.0,OpenElectricity_NEM_5T,saits,0.2,24.482089206434036,strictly increasing
TimesFM-2.0,OpenElectricity_NEM_5T,saits,0.3,51.76278439027202,strictly increasing
TimesFM-2.0,Port_Activity_D,backward,0.1,0.28652135196846845,non-monotonic
TimesFM-2.0,Port_Activity_D,backward,0.2,3.9058719100760073,non-monotonic
TimesFM-2.0,Port_Activity_D,backward,0.3,0.2367369130754397,non-monotonic
TimesFM-2.0,Port_Activity_D,forward,0.1,-0.6707832752718234,non-monotonic
TimesFM-2.0,Port_Activity_D,forward,0.2,-3.7460945776106382,non-monotonic
TimesFM-2.0,Port_Activity_D,forward,0.3,-1.0232563214903125,non-monotonic
TimesFM-2.0,Port_Activity_D,gp_rbf,0.1,-0.5368219062633767,strictly decreasing
TimesFM-2.0,Port_Activity_D,gp_rbf,0.2,-1.327610475862937,strictly decreasing
