基础模型,数据集,缺失率,填补方法,填补误差指标(MSE),填补误差指标(SMAPE),预测误差指标（MSE[0.5]）,预测误差指标（sMAPE[0.5]）,回顾窗口指标,,,,,
,,,,,,,,趋势强度,趋势线性度,季节强度,季节相关性,残差自相关性,谱熵
,,0.2,后向,,114751.50222222222,0.06974239284164414,0.6786824182130412,-0.003849371009087435,0.5592800281672583,0.7729658539793735,0.7912194486612341,17254.89063451361,
,,0.2,线性,,113766.59555555556,0.07220381889170827,0.6744991003529529,-0.0006117827406291049,0.568247622138937,0.7640540582870657,0.7956036827348557,17162.71292310523,
,,0.3,均值,,168593.24444444446,0.09002052656889592,0.5607861618002761,-0.00353843518978319,0.5112422052566384,0.67279952844046,0.8023983248472065,17196.032300229755,
,,0.3,前项,,179508.94222222222,0.09092707109760614,0.6866472329891391,0.006637224480198054,0.5140678396770682,0.7326224400081481,0.810536413496797,17072.656485806725,
,,0.3,后向,,156813.31555555554,0.08774884372901494,0.70204621953328,0.008065126766082125,0.508995085074522,0.7092169700005868,0.8304933402800885,17095.00062322817,
,,0.3,线性,,158032.21333333335,0.0854941878398407,0.6958124707810442,0.007807268205894202,0.5271813443285746,0.717979859784446,0.8318141698508305,16924.59724228299,
timesfm2p0,exchange_rate,0,/,,0.00679530442363084,0.09700034428131593,0.9948153493423977,3.7137563594777896e-05,0.02898318998991226,0.016100878798544327,0.5551191912709877,-3344.295354331032,
,,0.1,均值,,0.005670179887251421,0.08578057610477627,0.9888068691321602,3.429541568731899e-05,0.0035674043618140697,0.014934713221320813,0.5529460042050468,-2738.3317634364016,
,,0.1,前项,,0.006238737009992503,0.08952666132295821,0.9935505292440905,3.6926354959496724e-05,0.009054096861386463,0.012564607097075376,0.5713790060243318,-3296.015629618889,
,,0.1,后向,,0.006399302241778133,0.09081000546446961,0.9942885438688749,3.717960034569397e-05,0.01319493474851674,0.013048577046771308,0.5660411682622284,-3289.8879230030884,
,,0.1,线性,,0.006294104836203835,0.09119626045353325,0.9943021229691476,3.706134720104161e-05,0.00829784116513086,0.014390751180704368,0.5795929317428326,-3410.635393398581,
,,0.2,均值,,0.00732133499299637,0.1035915451083826,0.9722827291960784,2.4088558066510738e-05,0.035029741236729445,0.011412192017898733,0.6028582478172166,-2054.0051907817938,
,,0.2,前项,,0.006033017707593513,0.09221403937016708,0.9939407576804492,3.674267036879959e-05,0.0,0.014453804694502215,0.5923339074195542,-3346.8608691921136,
,,0.2,后向,,0.00615248786078559,0.09255175239014456,0.9932887577530173,3.749731583219107e-05,0.0,0.010762605744665246,0.5719738036013943,-3287.700507008875,
,,0.2,线性,,0.0065091589725378785,0.09597704911652438,0.9941096038331345,3.7067212886159794e-05,0.0,0.014595610042841739,0.5963142171631105,-3491.078170482871,
,,0.3,均值,,0.008491392809935291,0.1130169079491836,0.9521508733586835,2.34682892867487e-05,0.07091112727867276,0.012178514897619397,0.682611795111105,-1745.4738519429397,
,,0.3,前项,,0.006682276099619239,0.09709836634352985,0.9939094937536052,3.68802689528588e-05,0.0,0.01360274679492215,0.6072428507976437,-3408.5859337614743,
,,0.3,后向,,0.007697261463512074,0.10328947463706117,0.9924680097866309,3.6446648503413563e-05,0.0,0.014437020826242595,0.6465959464093928,-3403.5939802902385,
,,0.3,线性,,0.0075433349609375,0.10377626190394862,0.9950418952993864,3.677104131077645e-05,0.0,0.010508935868431398,0.5973445077423319,-3640.1064840032236,
timesfm2p0,traffic,0,/,,1.9440479852535108e-05,0.09960290179559554,0.3290076503468863,5.971477793925669e-07,0.931349986709342,0.9769280456735294,0.6631842271088382,-4229.644358168146,
,,0.1,均值,,3.64573355074282e-05,0.14229483240603047,0.17632501772711467,5.03752275084341e-07,0.8454985910528012,0.9491401513087273,0.742432376026845,-4102.740409458236,
,,0.1,前项,,0.00013512758193192658,0.20346481979709458,0.3051213155541018,5.696403893849205e-07,0.8110304863757551,0.9362635662202181,0.7780065267273314,-4134.568015454616,
,,0.1,后向,,0.00022263771957821315,0.2281240611418233,0.3260676164891766,3.739062119072117e-07,0.7939718990897621,0.9460091959966351,0.8000079762035559,-4115.759515358898,
,,0.1,线性,,3.1107647551430594e-05,0.1418445460234076,0.29756976392664464,5.104445391861519e-07,0.8019212095667501,0.9373192922654918,0.7925670796953106,-4158.094095477677,
,,0.2,均值,,0.0002458697336691397,0.2648905144312053,0.106366512977947,6.204454592906205e-07,0.7722756759804802,0.8828566390490132,0.7820123257490036,-4015.010276822694,
,,0.2,前项,,0.00015547392544923005,0.2738071857325601,0.3484669996536687,1.0183741611340875e-06,0.6916565970056395,0.8695360997535992,0.8254004995333643,-4068.8273923708684,
,,0.2,后向,,0.00011911721141250045,0.2480216976409659,0.3401716291957459,1.2578134721123248e-06,0.6905919347462895,0.8677723839482037,0.8153549150672499,-4060.678625731736,
,,0.2,线性,,4.5889163458788836e-05,0.19396801780991954,0.3370308546571099,1.1144215145120735e-06,0.6956648354901799,0.8523854409586467,0.8310571692189993,-4125.062481704217,
,,0.3,均值,,0.00012984893940113209,0.3259850811618212,0.06438043413040347,2.5371128247073777e-07,0.6791815267031799,0.8194938027921475,0.7973219909908873,-4079.750676768343,
,,0.3,前项,,0.00018820016472427932,0.3640180477686014,0.40427848004259365,1.3155268451508424e-06,0.5612889279764992,0.843032373772324,0.8572647295988701,-4176.27887344341,
,,0.3,后向,,0.00018880150936267993,0.3846360647573716,0.3834808436074998,8.731131507101597e-07,0.5863864801031788,0.8372038388411432,0.8426088330978068,-4175.060110094162,
,,0.3,线性,,9.578979677624173e-05,0.3049923426221056,0.3705775325910205,1.0533382636541707e-06,0.5730529681011647,0.8150345955120847,0.859863815232987,-4281.992479152897,
timesfm2p0,weather,0,/,,179.57739583333333,0.020737423126402643,0.5205694913341734,0.0007446609437483708,0.46187539392335175,0.8237235657180145,0.924231888503295,8906.285668803615,
,,0.1,均值,,212.52588541666665,0.02352705740732619,0.4045010953250287,0.0005252679078509294,0.38508993945995573,0.7346331980982395,0.930069623147574,9195.75880327297,
,,0.1,前项,,230.7487847222222,0.02419978623677154,0.5284804290514764,0.0005974827943765226,0.42477550570600686,0.8248090179268756,0.9284416326127436,8951.34745995227,
,,0.1,后向,,204.42052083333334,0.0228840904796693,0.5063653886403291,0.0007201884286492492,0.4300706809545449,0.7757387333476281,0.9216576591103463,8948.631465048033,
,,0.1,线性,,208.26600694444446,0.022737892296859363,0.5213962202731295,0.0007356349369316233,0.4342750631943547,0.8219245744947659,0.9256212485707105,8791.447681023394,
,,0.2,均值,,279.6051736111111,0.026867536454913347,0.3745127839192634,0.0007934566182116494,0.3126428893486734,0.6536495006727268,0.9298209213262487,9325.803521095786,
,,0.2,前项,,222.48769097222223,0.024814256761482103,0.5011624610577576,0.0009030487668471792,0.34710453818062875,0.7479773950289871,0.9312580377308161,9031.800402141083,
,,0.2,后向,,251.9561111111111,0.026641270560069336,0.5099072527178581,0.0004360979762382449,0.3673191442704207,0.7108486116974424,0.933358463162898,9022.199114632625,
,,0.2,线性,,171.3178125,0.022030227190829955,0.541053683954974,0.00056789756986474,0.4129733097526532,0.7673525950323297,0.9312244111830605,8728.948647920266,
,,0.3,均值,,307.4192361111111,0.02858390454369407,0.2734572591028179,0.0009214696355164534,0.3253192744944399,0.542384106762169,0.9242117875545995,9507.097213733436,
,,0.3,前项,,309.59302083333336,0.0286266334921422,0.5025511565890841,0.0002788036626392962,0.334957281366192,0.7103978295032801,0.9492393762964169,9018.548406407303,
,,0.3,后向,,237.7109027777778,0.02511807704263157,0.5260369783326969,0.0008363413262986814,0.39910835408709233,0.7598012470032715,0.9350090854028249,9017.631636772183,
,,0.3,线性,,243.46491319444445,0.026559413827776733,0.5612740433631406,0.00046578954778136094,0.4350961076132866,0.7559069182272602,0.9340881147286109,8586.524229465702,
visiontspp,Australia_Solar_H,0,/,,385067231623.39557,1.4929114150585052,0.4410954672136288,28.323114644899952,0.8521924437468675,0.9186575197910614,0.9214165318553421,60179.20799430959,
,,0.1,均值,,362470521350.82666,1.4375776816890775,0.3599315060687432,26.25746087194034,0.7932779532394312,0.8823862950884381,0.892212947794801,61219.66007780909,
,,0.1,前项,,371743959722.6667,1.4628801580713804,0.4171887664562791,27.73362359791754,0.7502163694276379,0.8781740683568442,0.9103896585800074,61088.217954254804,
,,0.1,后向,,373912918207.14667,1.4538586827018685,0.4499632024759883,27.873638824743825,0.7517445816725195,0.8818144721065705,0.900766276120357,61136.830956844075,
,,0.1,线性,,367335541163.80444,1.4583764807846145,0.42314592612231305,27.461278450892262,0.7581047403781773,0.8779914773416884,0.9143413365927453,61009.61341284736,
,,0.2,均值,,356040485546.6667,1.41384933200476,0.22354264534499285,24.9647140107681,0.7004596468076477,0.8368405021999668,0.8895882610587389,61594.57385864582,
,,0.2,前项,,371668313119.8578,1.4678754824112108,0.34734610492224777,29.023908784867093,0.636336174339655,0.8519045289095704,0.9142737714612924,61445.92338039344,
,,0.2,后向,,358944957180.5867,1.4381292397779513,0.37252232113233297,28.85241416508607,0.6338155004894459,0.8609009574457399,0.9140718432010628,61412.78589902766,
,,0.2,线性,,362496805655.8933,1.4479182667513026,0.3449650475370641,29.79696881054477,0.6364433430837423,0.8528981731895466,0.9185755265699587,61325.490029702116,
,,0.3,均值,,364231868051.91113,1.4313244952080515,0.14937651286151404,16.413612167654584,0.6202734306600889,0.783714239091254,0.8846951873406068,61932.25336814458,
,,0.3,前项,,385007616582.54224,1.4856555893374304,0.38368205588114007,23.94456935631491,0.5358527004391345,0.7654478749283905,0.9062452453946277,61791.193776777574,
,,0.3,后向,,384199514011.87555,1.489583115226852,0.37177734421575503,18.323609708170398,0.5186899731097403,0.7581696288525104,0.9074139171817999,61747.919277453344,
,,0.3,线性,,381392648492.37335,1.4879234124001444,0.3533874132002664,21.28712452115311,0.528784288278914,0.7149959717614266,0.9165346138096038,61571.216128009524,
visiontspp,Coastal_T_S_15T,0,/,,0.009385771221584745,0.0021683183145647517,0.3276292773944344,-1.4456721145211076e-06,0.10899392928716348,0.11371003118899219,0.09870793405977844,3854.9402355750235,
,,0.1,均值,,0.007895468605889215,0.001998639111738593,0.3246560344716888,-1.247420842202218e-06,0.1485686221793264,0.11033169830074412,0.12578534449439696,3625.7927198422417,
,,0.1,前项,,0.009219972822401258,0.0021574459755540625,0.3718074451494586,-1.231555531192629e-06,0.12819342983479526,0.116445991806125,0.17764527058223128,3665.7339725461643,
,,0.1,后向,,0.00912557601928711,0.002151456444872604,0.3347431564733442,-1.67172174397169e-06,0.10308793593804384,0.10537810621263868,0.1684055350952952,3651.657602584453,
,,0.1,线性,,0.00947022967868381,0.0021850135701085493,0.3622588813206824,-1.4096174178686988e-06,0.14062295799846855,0.10765172454276592,0.13378809960950605,3635.891338970846,
,,0.2,均值,,0.007900417115953233,0.0020119321594805803,0.32866213924205756,-6.765065739592368e-07,0.1406738309717619,0.10589152127733667,0.15321935322676739,3413.4926840299536,
,,0.2,前项,,0.009973521762424045,0.0022156202033759877,0.35106579104649627,-7.896127144975764e-07,0.0913083436254218,0.1207771841320036,0.23020203058671207,3474.0916709848957,
,,0.2,后向,,0.009295738008287218,0.00211416594778113,0.363496108799525,5.478339262788993e-08,0.08932084048048176,0.11859347538848537,0.25695670568174345,3473.6454259368898,
,,0.2,线性,,0.009156383938259549,0.0021046263519328237,0.3576468787627253,-2.485437290346642e-07,0.10889300584647237,0.11649268404196991,0.21613727445456302,3463.274027510483,
,,0.3,均值,,0.006182723045349121,0.0017772763256390567,0.24012315088047323,-6.821844201229976e-07,0.1318155112495396,0.11721327003816684,0.20498467518953145,3248.6690129996146,
,,0.3,前项,,0.00846345477634006,0.002066565175860259,0.4118627135793611,-7.748776306040736e-07,0.10054143743342396,0.13983927380636424,0.2457797013598444,3302.243024729313,
,,0.3,后向,,0.00811753061082628,0.0020152559696387786,0.37811244478906725,-6.234128837678795e-07,0.04527283514398788,0.1219637324178916,0.284572690556248,3300.2311124268317,
,,0.3,线性,,0.0075952476925320095,0.0019919360354163037,0.3931860843708989,-8.71774624640162e-07,0.0865374956087925,0.1348041796059107,0.2324511226334717,3278.2405147633117,
visiontspp,Coastal_T_S_20T,0,/,,3.3328388516865077,0.08257073829923543,0.9985636371888281,0.0009489035913694329,0.5942611640735411,0.5237170975828754,0.9180256801631532,4793.913102187948,
,,0.1,均值,,2.714263431609623,0.07354925506104101,0.7925747106711409,0.0009311301563473549,0.007234142692914082,0.41264733289188066,0.9655993448061737,6559.0726940453,
,,0.1,前项,,3.3773224361359127,0.08310254898171597,0.9981491850992427,0.0009491469115408019,0.4932053431956352,0.4651597064261232,0.9228634813695107,4791.098917152687,
,,0.1,后向,,3.563658699156746,0.08507254283821349,0.9973214752440207,0.0009481802698951757,0.4013431641511782,0.4942801908384625,0.9325704341652699,4818.339504317461,
,,0.1,线性,,3.4144066220238094,0.0837206544612325,0.9983090652061364,0.0009488143749078876,0.5024427918562093,0.520141686384826,0.9294892821422656,4797.728951742012,
,,0.2,均值,,2.2281498015873016,0.0687912367958413,0.6749158270590775,0.0008631716727120649,0.0,0.322239133967178,0.9537183224849519,7301.512240898635,
,,0.2,前项,,3.5026103670634923,0.08429739922736712,0.9976248078091237,0.0009499140550884262,0.38114979876829397,0.34261195496494806,0.9355289328210873,4796.85615496462,
,,0.2,后向,,3.404701450892857,0.08321510444658516,0.9982819159126359,0.0009478298261299109,0.4736747522582722,0.38633810966071114,0.9158419970859548,4794.723623953253,
,,0.2,线性,,3.4846234033978174,0.08427094643776642,0.9984786623350744,0.0009490416613166013,0.5080013747421303,0.42714643783528833,0.9253626392964527,4794.588873165657,
,,0.3,均值,,1.5634039984809027,0.05738789346726977,0.6096133557204757,0.0007432412242700796,0.05355669714645323,0.19453067251007064,0.9540209797463736,7891.303824934386,
,,0.3,前项,,3.3528529575892856,0.08207153393852462,0.9975333748860489,0.0009482553549787152,0.31240030048971246,0.30712775117004726,0.9470608613304956,4816.691574318064,
,,0.3,后向,,3.164662582155258,0.08136781316207466,0.9976710921467753,0.0009505397237807207,0.33356498962150904,0.4071304476781719,0.9354046679577314,4793.471003917257,
,,0.3,线性,,3.3840006510416667,0.08336296575233268,0.9983360043922493,0.00094866636349307,0.43419205634663083,0.3654714799194329,0.9369916230026308,4796.705796532966,
visiontspp,Coastal_T_S_5T,0,/,,736.5116666666667,0.2424427029449759,0.5448781160832089,0.0024677368627666896,0.42712818756784826,0.2522775786665251,0.6049777975838543,12909.794328293294,
,,0.1,均值,,689.4039583333333,0.3845990627042853,0.041383688101191696,0.0020937971088262853,0.011269815139830658,0.2526037916901816,0.8124931364913662,20434.01040331423,
,,0.1,前项,,769.29625,0.2447184630525736,0.5194002591555694,0.0024711868943243244,0.38555385135059117,0.2641247668003369,0.6572137489001245,12813.705208341544,
,,0.1,后向,,753.4616666666667,0.24642786760384777,0.5114191364324632,0.0023881666232509853,0.4044489915472293,0.25164446168833593,0.6623172050724113,12805.022453344183,
,,0.1,线性,,740.4328472222222,0.24458444027531398,0.5252025405435082,0.0023083434696712845,0.4122228630364496,0.25657957061322206,0.6362222495391164,12742.748688450582,
,,0.2,均值,,658.5602777777777,0.387024616470378,0.06854776011043065,0.002089941614437432,0.02967164157643265,0.3151737560311963,0.8170761052873663,21627.086399641317,
,,0.2,前项,,755.893125,0.24773337611258012,0.5040527118713818,0.0016378972036121542,0.3550630263163139,0.29058478275992117,0.695940471859151,12735.91182675738,
,,0.2,后向,,746.0479861111111,0.2501631075194702,0.5541737551167538,0.0023017362791087413,0.4300092273028717,0.27731845632611896,0.6566624290226202,12739.938387044249,
,,0.2,线性,,744.6497222222222,0.2463529211548537,0.5539847400739702,0.0022623505162094925,0.4076752455698166,0.2780460942172177,0.6498600611735699,12494.085314332453,
,,0.3,均值,,678.8096527777777,0.4606241525487788,0.08182997702561808,0.0016727200122193067,0.08888927815016671,0.35535368169157244,0.8213652018435029,22067.883298094293,
,,0.3,前项,,861.0376388888889,0.2468883297605269,0.5024042094984524,0.001258769256507636,0.3660077547082748,0.29260912910652487,0.7237842793705282,12607.26021748377,
,,0.3,后向,,796.3163888888889,0.2355905901233543,0.5346454762855256,0.002214644304041253,0.35788618554843954,0.27280219833818603,0.7304995880034966,12633.203616132185,
,,0.3,线性,,801.6546527777778,0.23730324861726496,0.5561950245217104,0.0021887022275710382,0.4022076318342999,0.28783219923840675,0.6785566175912872,12338.514957250023,
visiontspp,Coastal_T_S_H,0,/,,3081.0899305555554,0.8083363757111216,0.41781459625651557,0.0003980793970325198,0.16698987468557042,0.026834498901301566,0.01734602346749204,24099.441720184626,
,,0.1,均值,,1950.9005208333333,0.6027241257342153,0.41020733943984483,0.0006642491111109377,0.148775350770561,0.03394238598829847,0.05607706723956418,24005.319202046805,
,,0.1,前项,,3152.8104166666667,0.8117956486351415,0.47503624951019424,0.0003792597902984622,0.15726893819279725,0.028671307459992,0.03233186000226096,23990.006313105623,
,,0.1,后向,,3139.5916666666667,0.8115051554202135,0.4920778636725397,0.0006111097153803261,0.1615728802070413,0.03391062623531332,0.027397618553364932,23991.978300858616,
,,0.1,线性,,3141.782638888889,0.8100217246921638,0.45230964026625853,0.0004889160711501845,0.158173514567727,0.03126018993991045,0.024709487827049167,23976.17334002185,
,,0.2,均值,,2867.3868055555554,0.8061198511199787,0.4090182191069729,0.0006868667815041769,0.10369910993546677,0.039254367959735345,0.09844795667951328,23769.850100349766,
,,0.2,前项,,3089.616666666667,0.8003247968196463,0.5656212731929537,0.00036559133656654863,0.10943446863869791,0.03916830036313751,0.10278905243202544,23709.5905579638,
,,0.2,后向,,3118.246527777778,0.808164084020543,0.5005888427511279,0.00041603279227836904,0.10609032103900393,0.038701685307832204,0.0561813324519605,23745.633133246803,
,,0.2,线性,,3089.2555555555555,0.8025370015238941,0.5176097909511954,0.00030913348963556794,0.10633029825950116,0.04236037961166205,0.07698248366215252,23679.06317898642,
,,0.3,均值,,2374.9008680555557,0.8516923700203374,0.3742860190201489,0.00014113651827958682,0.08996986457207892,0.038138605775503,0.1305773054723123,23733.273703318573,
,,0.3,前项,,3138.4527777777776,0.8038290055557309,0.5360748669752307,-0.0002944111992873044,0.0796038407543309,0.035273946346410116,0.07136551521174796,23620.980964848313,
,,0.3,后向,,3027.3083333333334,0.8058505308916649,0.5275642760900794,0.0003782831384443595,0.10031733837428444,0.03467011710723124,0.05991874380040014,23599.738285888903,
,,0.3,线性,,3061.6270833333333,0.8024539427081542,0.4967751616001759,-1.6771012779617702e-06,0.10188729461837051,0.03195271605730765,0.032389840119679415,23524.949173267247,
visiontspp,ETTh1,0,/,,62.98834490740741,0.8892220936290771,0.9129485926450808,-0.00031595671168598455,0.3309041055310766,0.5529133962880266,0.7830948403094333,14624.474061958908,
,,0.1,均值,,61.93108796296296,0.8786424970405791,0.8952123380163725,-0.0002352552954104388,0.23975390735337207,0.48916029271073636,0.7997636968914639,14881.815772615806,
,,0.1,前项,,65.51925925925926,0.8998118131550082,0.9104664725924676,-0.00030427083557070555,0.27279374595920297,0.49530864303123673,0.7895912417660024,14540.884199000195,
,,0.1,后向,,62.88229166666667,0.8887999549343178,0.9086241824032758,-0.00030989685614405375,0.2798715758434636,0.48866085863406866,0.7917266953654841,14534.999786846794,
,,0.1,线性,,62.62696180555555,0.883520090092258,0.9111326209249098,-0.0003088426713863261,0.2782204267976097,0.503674368323032,0.7850234544880603,14471.607512492794,
,,0.2,均值,,49.55758680555556,0.7299321595060093,0.8584541383019697,-0.00020166496773133877,0.1784609964037002,0.3924241173376327,0.8293412644249726,15189.153482836757,
,,0.2,前项,,62.10047453703704,0.8817421647150349,0.9115765082599576,-0.00034129869009463337,0.24793642860405843,0.4067490432658596,0.799477398828693,14492.775707465498,
,,0.2,后向,,57.724270833333335,0.8729144901926281,0.9063587807930057,-0.0002911261229124661,0.2389529103562759,0.3910114981206652,0.812075467440509,14491.125516772854,
,,0.2,线性,,60.113061342592594,0.8956977958862549,0.9195907683184413,-0.0003244451652134163,0.26818879362067294,0.41765441882193616,0.7944425978006534,14301.047465959311,
,,0.3,均值,,27.010503472222222,0.6178814214851516,0.8408193443143601,-0.00021274099342054545,0.14860402150219323,0.34495788234057984,0.8261915676441408,15375.477058892571,
,,0.3,前项,,56.49451388888889,0.8446829425904269,0.9134021110295322,-0.00033846983603673674,0.22856482590009017,0.36374542047784575,0.8166252220344924,14267.516143062134,
,,0.3,后向,,55.14644675925926,0.8967662019467978,0.9133146143371977,-0.00034105900281024574,0.22570151510673747,0.35598761371788207,0.8098622349338934,14240.315904278348,
,,0.3,线性,,59.062337962962964,0.8840660618508902,0.9227240157954358,-0.00033742452074911333,0.24282746677428427,0.3611524288107837,0.804073961241555,13953.426264301821,
visiontspp,ETTh2,0,/,,236.79025462962963,0.6788572808390773,0.9171906142811886,0.00045414501770590736,0.6845405563097323,0.8941557965889828,0.8947745907322158,14729.903827037515,
,,0.1,均值,,158.8599074074074,0.592249059449062,0.8756971090999376,0.0003101818041715202,0.5551738008983157,0.7934142414855114,0.8946412193495062,15877.154536497925,
,,0.1,前项,,233.15706018518517,0.642767626392669,0.9106490118051851,0.0004315661191081711,0.6266401549943967,0.8125980671738294,0.8981260453454003,14878.872796788668,
,,0.1,后向,,237.8282638888889,0.613774196099997,0.9144738649966812,0.0004445595693401046,0.6332741802547961,0.8151182967236092,0.8974186720461632,14887.72374905734,
,,0.1,线性,,232.36171296296297,0.6286105701112117,0.9118027627887212,0.00043770278138705596,0.6273049404275272,0.8136815680199394,0.9004222141096007,14689.494399986022,
,,0.2,均值,,144.6842476851852,0.5431436023830433,0.855939289620615,0.0004035063510599138,0.44805319807543387,0.748414726430265,0.8895299029356235,16277.586748708623,
,,0.2,前项,,245.9011574074074,0.6761849798111556,0.9054934915118623,0.0005053155162546261,0.5551016643943569,0.7595185920094337,0.8903944277724246,14873.653383744504,
,,0.2,后向,,240.77016203703704,0.68633114774461,0.9037864370298545,0.0004901387930130748,0.5491539829313332,0.7813358405130287,0.8964413920294635,14891.491121511062,
,,0.2,线性,,248.2647685185185,0.6947745731839154,0.9063168242688469,0.0005009425293878103,0.5556623303200933,0.763792325864198,0.905495878525249,14318.281929341758,
,,0.3,均值,,100.610625,0.5301922010458919,0.8033176339878371,0.0002177584206967016,0.3055781707909308,0.5467846606638445,0.8723525886126817,16926.96414307784,
,,0.3,前项,,254.31006944444445,0.7486180523842488,0.9037124392920204,0.00041057147895870113,0.4589380926320257,0.5997039960543316,0.8919064407631601,15214.866074122743,
,,0.3,后向,,259.97648148148147,0.700420424417122,0.8985324997224943,0.0004340273117239876,0.44556545590305796,0.6370632536403156,0.8900615998612672,15249.766347143806,
,,0.3,线性,,258.93282407407406,0.7217049571164678,0.9087637383918261,0.00042909277316469503,0.47226319461085114,0.6210666543315837,0.8976904556010524,14325.399407970926,
visiontspp,EWELD_Load_15T,0,/,,39968.538271604935,1.2174579269931134,0.3208843899569064,-0.0010114062345515115,0.9114741630589234,0.9741323401818414,0.6759783237433051,28886.58631589536,
,,0.1,均值,,33948.95802469136,1.14992021716342,0.2186105283326273,-0.00055264851378444,0.818710111473078,0.9621390044516994,0.8187386741243147,29094.810196210972,
,,0.1,前项,,36868.44197530864,1.1896300844514942,0.20515657143266827,-0.0009007266669433302,0.7455797367015609,0.9582289799074099,0.863052657880471,29270.508520092,
,,0.1,后向,,33794.9061728395,1.146403793464791,0.142855889419822,-0.0008509703945711448,0.7043629257936265,0.9663996151439339,0.9004414059557677,29292.217807443747,
,,0.1,线性,,35580.47901234568,1.1663072635310396,0.2772847649024637,-0.0005236054109850892,0.854407125843871,0.9702442604289901,0.8156115201111743,28849.77662001535,
,,0.2,均值,,34192.47901234568,1.1191964722237495,0.1629599814584104,-0.0012588855505434463,0.7367926271977477,0.9135857824641926,0.827702713472731,29228.59501617768,
,,0.2,前项,,35830.03456790123,1.1349738695955023,0.14985909982548104,4.42801711906376e-05,0.571768176862596,0.9179405139490705,0.9052375892153349,29556.56742713978,
,,0.2,后向,,32283.17777777778,1.1544092631640577,0.1664651897691722,-0.0021732129297472444,0.5945092638126248,0.9307569194533067,0.9011397402917802,29517.276746025178,
,,0.2,线性,,36221.61481481481,1.1614911495529305,0.24495709861989873,-0.0011176943004464746,0.8017384630915191,0.95710311985572,0.8438388914370353,28791.765972416648,
,,0.3,均值,,31741.476543209876,1.0872487368094268,0.21157903847166754,0.00019190335085047234,0.6925043551301256,0.8696190803191866,0.8533731195176226,29296.62853700491,
,,0.3,前项,,31623.323456790124,1.1227910617352606,0.16575660489188504,0.0005580660105005278,0.4603865967965247,0.8874348545070805,0.9164579949780074,29669.08623237148,
,,0.3,后向,,33987.54074074074,1.1356050218292988,0.16931283705358727,-0.0009078290268000632,0.4359223538631862,0.8693403394312837,0.9134780985825112,29692.37950818169,
,,0.3,线性,,34051.76296296297,1.1162992361355037,0.2716005827098549,0.00010859018264408809,0.7176949480787891,0.9334402637953256,0.8858729655158301,28708.076196459315,
visiontspp,Finland_Traffic_15T,0,/,,27674.417777777777,1.0464311690342694,0.05862105906634348,-0.004024630577305345,0.8360682938854467,0.9581957892122178,0.8119735368829705,27173.4272741588,
,,0.1,均值,,25317.95111111111,0.9913808828006785,0.05747696405750798,-0.0037177093166226778,0.7538707829913177,0.9474209216530017,0.8629520114293345,27527.735157778097,
,,0.1,前项,,25147.17777777778,1.0007928689895347,0.047336312738453845,-0.003571651575162599,0.6524057060981988,0.9432363305412663,0.9031634962509687,27844.459491560156,
,,0.1,后向,,24729.246666666666,0.9607162555885381,0.06777077657354647,-0.003742709158198111,0.7035444927031426,0.9495198296290948,0.887063187289851,27817.984585412043,
,,0.1,线性,,26423.928888888888,1.0111888562842097,0.07956612616010557,-0.0036723982550325067,0.7913823609593311,0.9491095520348735,0.8515118367548797,27139.030919217243,
,,0.2,均值,,20761.382222222222,0.9154011825436641,0.07960590574878641,-0.0032932054118890103,0.7023161557030989,0.9025014084843841,0.8691966971030565,27733.58443262362,
,,0.2,前项,,21142.584444444445,0.9232432009490038,0.11581933708208685,-0.0040980194716529915,0.5542067263509098,0.8846159983831239,0.9114313848315984,28143.755189100077,
,,0.2,后向,,22532.082222222223,0.9401530421525514,0.096987045384201,-0.00358089836004453,0.5586062425133296,0.9039421757105558,0.9142963516655186,28126.402775809187,
,,0.2,线性,,22508.293333333335,0.9609484697640553,0.1170029442074032,-0.004215531512508624,0.7194292845325044,0.9387188843797232,0.8886386077609224,27092.02021210023,
,,0.3,均值,,19947.855555555554,0.8624923793623458,0.12412758988652439,-0.002015287424434703,0.6358621287252377,0.8625091562146354,0.8943574907100678,27778.64208967561,
,,0.3,前项,,21392.964444444446,0.8975970070945944,0.1267955832746976,-0.0030019567579250075,0.4211780438973622,0.8611783301667512,0.933575884547014,28287.85521642067,
,,0.3,后向,,21208.50222222222,0.8790630417024072,0.12100114180626628,-0.002587457541787471,0.44643669491844723,0.867526405612946,0.9279337541548698,28291.581956024525,
,,0.3,线性,,23114.095555555556,0.9079677345017363,0.16968632447247484,-0.0031735513322609433,0.6754007533209173,0.9200975239928244,0.9143659783082949,26846.408134523448,
visiontspp,NE_China_Wind_H,0,/,,2.6558546278211805,1.0887194956673967,0.9527610368563966,-0.0002523121756925946,0.13787698170669627,0.5929801367084268,0.9484885495622604,3850.5883534763293,
,,0.1,均值,,2.164931233723958,1.0107952400138174,0.9319595086127599,-0.00021017344728683238,0.08042313228008643,0.5609055214035572,0.9224398420401092,5593.8612662704345,
,,0.1,前项,,2.5456246270073786,1.0794880479663302,0.9452785462781192,-0.0002475216229300129,0.09567909607842233,0.49149227881692115,0.9202422561237564,4993.2931731976805,
,,0.1,后向,,2.904871622721354,1.1105363727196271,0.9279938953105552,-0.000269597235221779,0.06640529454489422,0.539003486639866,0.9301037761527609,5003.576496996071,
