基础模型,数据集,缺失率,填补方法,填补误差指标(SMAPE),预测误差指标（MSE[0.5]）,预测误差指标（sMAPE[0.5]）,回顾窗口指标,,,,,
,,,,,,,趋势强度,趋势线性度,季节强度,季节相关性,残差自相关性,谱熵
,,0.1,均值,2.399383545,1395696599,0.454021088,0.426051398,12.42142167,0.72239341,0.797822514,0.124834542,14602.55242
,,0.1,前项,2.325096766,1346274494,0.411490939,0.470780173,7.329185946,0.725574417,0.796474334,0.131708615,14598.96469
,,0.1,后向,2.711104711,1598052543,0.44667308,0.512570595,4.33966028,0.723253573,0.803161993,0.123397637,14626.99154
,,0.1,线性,2.537936529,1409879852,0.417781607,0.477630232,5.383976796,0.72508337,0.80758828,0.129331865,14610.40643
,,,kalman_struct,2.613193512,1574710270,0.445140372,0.56557383,1.44363187,0.72661723,0.800648805,0.124726331,14626.70406
,,,kalman_arima,2.339903514,1393001176,0.452633151,0.42560775,12.09546154,0.724053823,0.780851003,0.124167604,14600.55656
,,,gp_rbf,2.510349433,1183451807,0.392068802,0.474522458,10.23041486,0.727527179,0.792718446,0.118053525,14594.72852
,,,saits,2.460871061,1238776618,0.386971124,0.423557562,10.0472517,0.724821466,0.823240245,0.127162326,14604.04184
,,0.2,均值,6.986860911,1263915645,0.444773865,0.431808795,8.617579634,0.700468071,0.715179363,0.128497227,14625.9911
,,0.2,前项,7.149454117,1610798567,0.449939676,0.473625328,-1.303477863,0.694347981,0.700582113,0.14113017,14629.62483
,,0.2,后向,11.154636701,1523976668,0.454974574,0.650840959,27.87353311,0.696132967,0.728195285,0.143984105,14673.31557
,,0.2,线性,7.211424351,1288208918,0.421241519,0.516464761,13.17520591,0.699149039,0.705976836,0.134078953,14641.50745
,,,kalman_struct,9.993469874,1322059767,0.424781147,0.650582113,15.9429286,0.700906568,0.698861387,0.121875238,14654.01101
,,,kalman_arima,6.839555422,1237170549,0.439158797,0.433420149,9.519200788,0.704319924,0.706951819,0.127675375,14617.15778
,,,gp_rbf,6.658725103,1119008462,0.440317826,0.511179429,19.61534433,0.704724535,0.748064456,0.110145764,14612.88662
,,,saits,6.212568442,1235544480,0.412554973,0.422341058,7.094064748,0.696446405,0.680369841,0.146214588,14621.76466
,,0.3,均值,13.918804169,1624975994,0.501557863,0.33672259,8.420652325,0.668684577,0.614482695,0.166182139,14551.42659
,,0.3,前项,16.9868927,1451810658,0.447835212,0.60525503,26.19585033,0.634517137,0.659787937,0.260197087,14599.6355
,,0.3,后向,15.958071391,1578873506,0.440474805,0.64084921,8.916927032,0.643529952,0.637695184,0.197298751,14626.08174
,,0.3,线性,14.742713292,1386607678,0.42328352,0.502529833,19.12233892,0.630518667,0.601958033,0.244339427,14599.72324
,,,kalman_struct,18.035325368,1364472045,0.406330989,0.639042864,24.07827012,0.646876486,0.613192413,0.224308027,14618.27655
,,,kalman_arima,13.799615224,1504365967,0.481360963,0.339513624,9.504865728,0.673248142,0.6551425,0.19178813,14544.06106
,,,gp_rbf,13.471246719,1256943877,0.396626455,0.473747362,13.57399222,0.668631059,0.647971577,0.160229739,14533.24547
,,,saits,13.894016902,1566152143,0.43600732,0.352664449,11.17630915,0.669855989,0.701395512,0.171227889,14538.16407
timesfm2p0,Supply_Chain_Location_D,0,/,/,241444284.5,0.408758144,0.330535892,5.191970353,0.628741906,0.811415006,0.009072432,13936.21437
,,0.1,均值,4.929188569,354892489,0.494535333,0.326481647,4.01850133,0.628295625,0.725699127,0.057873996,13893.91019
,,0.1,前项,8.262687683,537860554.1,0.636592076,0.478894617,2.786023501,0.630000439,0.714604615,0.052649774,13931.60062
,,0.1,后向,5.988376141,310626027.9,0.479054373,0.561916847,6.619786362,0.630691014,0.716498313,0.051255532,13941.36853
,,0.1,线性,5.44144551,278399792.2,0.429625282,0.487156482,4.320533951,0.631068047,0.711277173,0.053797807,13936.73572
,,,kalman_struct,5.710857232,313928071.4,0.448353894,0.711096797,4.708965874,0.633930135,0.708942401,0.047711457,13976.21028
,,,kalman_arima,4.96359841,347912662.3,0.492059352,0.332369356,4.048560472,0.630306314,0.721159182,0.054199122,13896.46018
,,,gp_rbf,4.809532166,289452608.5,0.450813675,0.41377913,4.771301885,0.63068593,0.717323674,0.044786467,13902.48783
,,,saits,4.744030317,385391341.4,0.517283834,0.314882687,3.260199763,0.623963496,0.719451772,0.064830716,13905.2984
,,0.2,均值,11.621167501,349270349.7,0.499187628,0.343291104,2.831326005,0.632992928,0.661632138,0.028337383,13884.39159
,,0.2,前项,13.824610392,367476784.5,0.487133148,0.376941304,3.199482257,0.626056376,0.659546836,0.043551098,13908.41367
,,0.2,后向,14.772125244,577204727.7,0.588609499,0.541023969,8.414824015,0.632498545,0.661617647,0.044430554,13938.97295
,,0.2,线性,12.48411878,331213604,0.477912959,0.420057762,5.475216759,0.629769266,0.64577937,0.045815426,13916.03464
,,,kalman_struct,15.98935318,360980686.3,0.466961635,0.485177424,3.42671615,0.631593057,0.632927871,0.035212105,13931.06895
,,,kalman_arima,11.53085645,350012460,0.498699115,0.347459926,2.945731258,0.636351147,0.683448414,0.034027539,13879.75683
,,,gp_rbf,14.543154399,291300699.4,0.485314194,0.437793904,2.942740502,0.634374402,0.66091133,0.031121044,13889.9243
,,,saits,11.797908147,374901989.1,0.499227168,0.335046883,4.105157986,0.628734549,0.662146943,0.043635179,13896.13727
,,0.3,均值,11.409022331,392810599.2,0.517926466,0.280395783,0.580386116,0.586580971,0.543301561,0.069079636,13868.01956
,,0.3,前项,12.370419184,368963019.7,0.513321541,0.416333832,7.677559934,0.575671402,0.58390286,0.084250771,13892.46729
,,0.3,后向,14.001979192,401804905.4,0.509080069,0.406307469,6.584728234,0.57400265,0.607701706,0.087989505,13903.98718
,,0.3,线性,11.800827026,339477402.4,0.485359197,0.390742726,6.853492956,0.575888421,0.586353286,0.084882168,13890.52428
,,,kalman_struct,18.001281102,395017706,0.508481651,0.600546027,11.0459164,0.578951318,0.573102392,0.073338244,13915.32526
,,,kalman_arima,11.310880025,397143888,0.516628312,0.274725453,1.234570551,0.592581924,0.548780853,0.06919799,13869.44824
,,,gp_rbf,11.24921004,368747454.8,0.499613459,0.357256294,2.545900743,0.581671213,0.570727668,0.071388384,13867.35666
,,,saits,11.400794029,396379398.4,0.506582092,0.280779666,2.148059751,0.580267451,0.580725711,0.073838694,13871.67578
timesfm2p0,Water_Quality_Darwin_15T,0,/,/,17.54113091,0.018326604,0.840341221,-0.001435298,0.75096181,0.782245046,0.884111428,5190.176283
,,0.1,均值,0.560923405,17.848919,0.018646083,0.522621457,-0.001563867,0.326792477,0.697895809,0.946347228,6360.130458
,,0.1,前项,0.129176868,19.42164578,0.01981656,0.795444292,-0.001437012,0.630507475,0.763523003,0.914181215,5378.565501
,,0.1,后向,0.128294337,18.18969727,0.019245933,0.81249603,-0.001453091,0.675151131,0.746066382,0.907855498,5361.077055
,,0.1,线性,0.086860019,18.52958984,0.019348872,0.83851735,-0.001434845,0.712486023,0.76988088,0.897068311,5137.774923
,,,kalman_struct,0.101536616,18.60559625,0.019350086,0.818050144,-0.001435186,0.694193038,0.772465383,0.906600794,5151.294506
,,,kalman_arima,0.55583935,18.22318522,0.018728733,0.525025298,-0.001555832,0.330314333,0.698469129,0.952400844,5950.742785
,,,gp_rbf,0.11356816,18.73125271,0.01950804,0.833465373,-0.001440938,0.704311217,0.738843015,0.899431255,5298.428665
,,,saits,0.124979723,18.33270671,0.019204782,0.835925172,-0.001463701,0.704993627,0.737643114,0.89570174,5276.810113
,,0.2,均值,0.904009324,25.64288194,0.021923087,0.412454781,-0.001469435,0.270231333,0.636612578,0.936146193,6822.469445
,,0.2,前项,0.276449661,19.50270996,0.019980743,0.73918461,-0.001450879,0.476509346,0.677962011,0.93690181,5514.58913
,,0.2,后向,0.289917914,19.33218316,0.019553298,0.77853495,-0.001492141,0.494143212,0.637020439,0.920116156,5520.041863
,,0.2,线性,0.195568101,19.32814399,0.019678767,0.815688107,-0.001478719,0.614251287,0.715001687,0.922026555,5021.711054
,,,kalman_struct,0.219360337,19.13951416,0.019734817,0.769328764,-0.001466047,0.568776027,0.717931473,0.939967556,5039.963614
,,,kalman_arima,0.911090487,25.80680339,0.022318463,0.416260824,-0.00149747,0.276212545,0.637927258,0.944198501,6281.759962
,,,gp_rbf,0.239654615,19.65618761,0.020104869,0.802909945,-0.001480236,0.559846551,0.662040645,0.907200749,5415.339749
,,,saits,0.243358724,18.23711209,0.018901724,0.818609759,-0.001474063,0.596248046,0.723118203,0.905950687,5359.78377
,,0.3,均值,1.613059267,27.523801,0.024461664,0.34602168,-0.000798467,0.151596701,0.596145147,0.949066775,7061.115341
,,0.3,前项,0.408469898,18.04227566,0.019132096,0.703859323,-0.00148608,0.354473453,0.685251555,0.942053152,5696.472024
,,0.3,后向,0.423340187,17.54424506,0.019117202,0.733900965,-0.001433997,0.423891787,0.708244146,0.939585354,5679.569808
,,0.3,线性,0.290606863,18.36628418,0.018775092,0.790636088,-0.001452081,0.53909697,0.75182997,0.937830849,4954.575876
,,,kalman_struct,0.36356329,19.21009115,0.019312437,0.755849963,-0.001415382,0.529212513,0.758449195,0.952270437,4969.786936
,,,kalman_arima,1.595935695,24.8909885,0.024011482,0.347401173,-0.000811346,0.154155916,0.594427813,0.955795317,6487.384049
,,,gp_rbf,0.335307295,17.70788303,0.019201483,0.773314682,-0.001504708,0.496802721,0.642185746,0.913056031,5545.394913
,,,saits,0.364574085,18.51714817,0.019244041,0.810684233,-0.001432343,0.524435879,0.684371419,0.914447334,5553.036992
timesfm2p0,azure2019_U_5T,0,/,/,1784.592708,1.266878523,0.106050206,0.016994057,0.221981896,0.634620574,0.324985935,8616.76028
,,0.1,均值,4.650542736,1557.188194,1.255090349,0.116018822,0.017072779,0.240236881,0.635066822,0.286393601,8565.185236
,,0.1,前项,4.612352848,2027.354861,1.274230046,0.11945964,0.016987945,0.189625328,0.627522691,0.376969597,8582.596791
,,0.1,后向,4.052372456,1712.735069,1.256163316,0.124684575,0.016736643,0.230695771,0.632001752,0.316090439,8573.559809
,,0.1,线性,4.240052223,1837.709028,1.264376972,0.122018439,0.01683705,0.218852934,0.630190028,0.323612134,8565.132004
,,,kalman_struct,6.063305378,1862.046354,1.342509414,0.131252817,0.016964008,0.1936679,0.631304812,0.37482957,8585.216244
,,,kalman_arima,4.541671753,1613.313021,1.258524269,0.117333073,0.016862046,0.238302399,0.635281599,0.290743596,8565.660295
,,,gp_rbf,4.654363155,1688.975521,1.258431667,0.118867779,0.01642921,0.22529377,0.633553195,0.319059843,8568.180542
,,,saits,4.148218632,1735.966319,1.252539359,0.127584103,0.016894247,0.230017265,0.630494859,0.314625956,8572.355472
,,0.2,均值,8.379199028,1472.878125,1.241195119,0.10168901,0.015797907,0.194395173,0.658587828,0.385408888,8510.242191
,,0.2,前项,7.094608307,1687.174306,1.237733046,0.243943889,0.029799548,0.191467642,0.612008836,0.408887325,8515.916732
,,0.2,后向,8.30338192,1257.278038,1.093345828,0.095865061,0.018819751,0.197981266,0.646547687,0.455803633,8516.761637
,,0.2,线性,7.85106945,1030.82283,1.10053649,0.157150525,0.022471073,0.182495389,0.637373443,0.416013777,8523.257378
,,,kalman_struct,10.240747452,1690.959028,1.285672897,0.151079925,0.019154017,0.159940792,0.63705955,0.518034697,8543.013059
,,,kalman_arima,8.180279732,1455.499653,1.238529543,0.107012066,0.016624992,0.190969703,0.656300847,0.389883988,8515.703741
,,,gp_rbf,8.98710537,1412.010417,1.222910036,0.197763784,0.031271392,0.215148925,0.645377001,0.426260663,8515.811125
,,,saits,6.403056622,1282.911719,1.204932818,0.12437031,0.018726793,0.20042822,0.643260953,0.415135996,8527.927693
,,0.3,均值,9.790679932,1135.017622,1.184481191,0.092227075,0.011612539,0.234645302,0.611484925,0.40189304,8423.245819
,,0.3,前项,9.31924057,1228.538281,1.162464811,0.17317647,0.011789681,0.304287346,0.607478603,0.558776389,8475.91441
,,0.3,后向,8.271232605,1737.578646,1.278449882,0.176250951,0.023481518,0.268169485,0.626142176,0.418752451,8457.734975
,,0.3,线性,9.101024628,2145.647569,1.292524248,0.175267264,0.016999105,0.246635012,0.629922332,0.432292655,8453.323157
,,,kalman_struct,12.086257935,1805.180903,1.244774895,0.227390475,0.011298303,0.320163404,0.506026893,0.56087949,8482.205446
,,,kalman_arima,9.535179138,1200.699132,1.191843232,0.11215513,0.012679538,0.259120705,0.608997816,0.383069935,8428.113642
,,,gp_rbf,9.497113228,1856.603472,1.271255802,0.196251429,0.026449667,0.32054399,0.676961186,0.42862072,8443.932041
,,,saits,8.952357292,928.5789931,1.049093865,0.11730198,0.015164266,0.233025034,0.622361765,0.462883138,8442.245152
timesfm2p0,current_velocity_15T,0,/,/,0.063950404,0.012717579,0.788451581,0.000123934,0.099293357,0.179543545,0.978158656,-1869.15066
,,0.1,均值,0.348530928,0.100368279,0.016669205,0.387489306,0.000120693,0.015395574,0.16121339,0.979425745,-74.89242501
,,0.1,前项,0.032215571,0.076934402,0.013843146,0.79308708,0.000125335,0.096375052,0.150743861,0.982307774,-1825.000391
,,0.1,后向,0.023440222,0.073033187,0.013153183,0.784992359,0.000123492,0.077758214,0.202051315,0.976232149,-1858.851072
,,0.1,线性,0.016403854,0.074371683,0.012979691,0.793102003,0.000124155,0.092077864,0.188787519,0.982657062,-1937.98137
,,,kalman_struct,0.020365606,0.075781996,0.013186377,0.790085858,0.00012436,0.093987202,0.194212043,0.982580473,-1934.694944
,,,kalman_arima,0.339307748,0.089289076,0.015275113,0.40011021,0.000119723,0.016799983,0.159910061,0.988020584,-936.4567369
,,,gp_rbf,0.031699218,0.071953289,0.013200176,0.785859409,0.000124927,0.085669015,0.206123432,0.980254826,-1868.053809
,,,saits,0.032639495,0.068931387,0.012671279,0.791014083,0.000124531,0.090038593,0.183854362,0.979899514,-1839.4316
,,0.2,均值,0.746399347,0.097301568,0.014807928,0.355359747,0.000112846,0.053910887,0.130423429,0.962203434,679.342424
,,0.2,前项,0.091418107,0.086524065,0.013575843,0.786655239,0.000125237,0.077034876,0.228969387,0.972659239,-1606.168428
,,0.2,后向,0.085727171,0.074490532,0.013168251,0.800313816,0.000125169,0.078852585,0.159419745,0.972978772,-1694.671069
,,0.2,线性,0.052384102,0.074921005,0.013356211,0.80968043,0.000124857,0.068386039,0.203152046,0.981549096,-2037.104175
,,,kalman_struct,0.044997197,0.075244073,0.013545839,0.796029496,0.000123885,0.099086484,0.214365018,0.982089016,-1958.433212
,,,kalman_arima,0.711086046,0.094829961,0.015058757,0.345968435,0.000117649,0.04247969,0.136020558,0.97593978,-421.6317775
,,,gp_rbf,0.092485839,0.072645642,0.012770354,0.800475799,0.000127448,0.049261539,0.198437583,0.973537014,-1688.649106
,,,saits,0.099059697,0.076653601,0.012977496,0.80623876,0.000125433,0.058511426,0.238363866,0.97427203,-1626.159915
,,0.3,均值,1.221354938,0.177953288,0.021134347,0.29557983,8.73E-05,0.139094925,0.20802594,0.958303791,952.7980949
,,0.3,前项,0.117795606,0.081530756,0.01337754,0.766402866,0.000124867,0.06178295,0.148096987,0.976271661,-1606.150042
,,0.3,后向,0.115062084,0.080778255,0.013368866,0.83105801,0.000124139,0.084954768,0.15418429,0.976143996,-1674.347005
,,0.3,线性,0.068554761,0.069328353,0.013401726,0.80718089,0.000122831,0.054224932,0.145994832,0.983475329,-2118.484772
,,,kalman_struct,0.073035767,0.088409283,0.01412098,0.791825321,0.00012142,0.078879817,0.130316781,0.984009105,-2087.310525
,,,kalman_arima,1.183111531,0.186906501,0.02036635,0.295283829,9.16E-05,0.133817678,0.203807887,0.969348203,-215.5064147
,,,gp_rbf,0.183297511,0.069583735,0.012375122,0.802638646,0.000124502,0.069359113,0.148325297,0.965347903,-1530.769468
,,,saits,0.137157735,0.079449113,0.013514481,0.829543875,0.000123707,0.055103653,0.21084515,0.969179307,-1636.602539
timesfm2p0,current_velocity_20T,0,/,/,75.38049355,0.035768199,0.533867121,0.00060005,0.686763663,0.799628206,0.686653134,9719.036941
,,0.1,均值,0.347376455,91.53246528,0.039962461,0.509052484,0.000532031,0.630455607,0.762419551,0.721610957,9658.853848
,,0.1,前项,0.491328853,95.0563244,0.040468647,0.514169766,0.000610153,0.57761985,0.751683012,0.766382134,9664.295987
,,0.1,后向,0.433049847,105.4886533,0.042214111,0.53242466,0.000582198,0.593271221,0.760476466,0.742714867,9664.413067
,,0.1,线性,0.338921913,97.11028026,0.040635359,0.549240723,0.00060681,0.640319245,0.774470962,0.713317157,9630.477247
,,,kalman_struct,0.398498924,98.04580853,0.040511829,0.526492211,0.000511255,0.631667807,0.782898075,0.736762484,9631.831823
,,,kalman_arima,0.31523578,93.98417039,0.040385802,0.546949077,0.000586799,0.648952339,0.780439329,0.711109564,9629.064321
,,,gp_rbf,0.395557751,99.16177455,0.041620069,0.538015434,0.00065111,0.619115267,0.755162499,0.729514005,9649.018975
,,,saits,0.302647855,88.09339658,0.038970206,0.537540412,0.000562079,0.657308446,0.786729883,0.705207327,9638.815594
,,0.2,均值,0.788523387,83.99169147,0.037737248,0.390995471,0.00047433,0.550372587,0.705466685,0.763188435,9561.270952
,,0.2,前项,1.05210631,94.40071925,0.040288334,0.499230628,0.000454382,0.481006055,0.666304471,0.803311225,9584.791572
,,0.2,后向,0.994045151,123.1586682,0.044933662,0.522751425,0.000776864,0.485116725,0.679633504,0.808672057,9585.056007
,,0.2,线性,0.773066102,95.49210689,0.039437048,0.552879076,0.000521978,0.592472734,0.728247177,0.760675748,9486.214218
,,,kalman_struct,0.912058321,84.06361607,0.037973715,0.538581184,0.000578731,0.582365832,0.72923918,0.806383205,9500.71217
,,,kalman_arima,0.70238228,88.56184896,0.038233509,0.528654405,0.000493099,0.602534836,0.739855337,0.750379314,9482.703916
,,,gp_rbf,0.755679782,83.35434648,0.037651224,0.484311629,0.000446054,0.558985128,0.699386307,0.762023703,9542.159797
,,,saits,0.664058506,83.14558532,0.037602005,0.476494278,0.000570014,0.620361128,0.748078371,0.755908189,9501.492826
,,0.3,均值,1.122923353,89.89610615,0.039361107,0.389482426,0.000543633,0.511245294,0.625785209,0.770062293,9510.964627
,,0.3,前项,1.325721157,97.59393601,0.041327863,0.584905956,0.000808543,0.468952322,0.64059184,0.80622878,9522.708328
,,0.3,后向,1.473351683,100.291028,0.041702766,0.565546417,0.000333781,0.424938136,0.612208729,0.804990352,9499.471006
,,0.3,线性,1.028224553,94.78086558,0.040480015,0.601761936,0.0006201,0.555995931,0.723523778,0.788163147,9396.799148
,,,kalman_struct,1.247541432,83.84865451,0.03816048,0.483751636,0.000948067,0.503725535,0.754007123,0.855059615,9408.371509
,,,kalman_arima,0.963843469,85.77139137,0.0383037,0.594092797,0.000639488,0.583801096,0.721734521,0.75898136,9393.534194
,,,gp_rbf,1.140665455,90.68470982,0.039431323,0.486484511,0.000632796,0.508240095,0.638148721,0.771602241,9477.359376
,,,saits,0.961502773,88.79739583,0.038810241,0.518239293,0.000584307,0.611578282,0.71845998,0.751896832,9436.333453
timesfm2p0,current_velocity_5T,0,/,/,0.02231799,0.001077263,0.270326123,-3.57E-06,0.971545198,0.483823965,0.944808836,-857.8730814
,,0.1,均值,0.029697202,0.033361399,0.001386447,0.150288344,-1.25E-06,0.885196647,0.477862644,0.95827569,-23.19403035
,,0.1,前项,0.028027087,0.036478865,0.001441641,0.159264897,-8.17E-07,0.89260469,0.485598326,0.954313882,222.4190955
,,0.1,后向,0.030670037,0.036284103,0.001415455,0.124482992,3.60E-06,0.870525131,0.486757369,0.962305957,234.1626057
,,0.1,线性,0.010445956,0.026364415,0.001184584,0.268842282,1.67E-07,0.959832232,0.476987044,0.958688555,-899.1021929
,,,kalman_struct,0.002456415,0.022776739,0.001088451,0.28777927,-2.71E-06,0.972348759,0.483506825,0.943269978,-910.3267737
,,,kalman_arima,0.029261469,0.035567424,0.00143375,0.151039812,-1.32E-06,0.886901665,0.476980711,0.964371654,-447.5842836
,,,gp_rbf,0.026662537,0.03333921,0.001389372,0.167030448,1.32E-06,0.904637562,0.475780935,0.957063448,-120.2574671
,,,saits,0.018179676,0.028556752,0.001271425,0.230520793,1.89E-06,0.936744808,0.473682647,0.953527179,-693.8549264
,,0.2,均值,0.066711879,0.07396325,0.002121587,0.056366211,-1.05E-05,0.743492844,0.476284335,0.94518834,588.6715182
,,0.2,前项,0.054397426,0.063245748,0.001925671,0.091636049,-9.61E-06,0.807974696,0.505991678,0.953810246,838.6087268
,,0.2,后向,0.063785557,0.086047541,0.002221967,0.079531088,-4.87E-06,0.757630455,0.490801081,0.953196641,839.9665789
,,0.2,线性,0.024829841,0.038703588,0.001479513,0.191305659,-1.12E-05,0.939398102,0.479328214,0.974660568,-1048.298561
,,,kalman_struct,0.005548769,0.021010509,0.001050645,0.264154108,-4.30E-06,0.96989085,0.483846752,0.954975965,-974.0137633
,,,kalman_arima,0.065927052,0.08163898,0.002225104,0.05679517,-1.10E-05,0.746767495,0.477522503,0.957147672,-159.4763021
,,,gp_rbf,0.062877194,0.074203898,0.002115585,0.069840649,-1.26E-05,0.769038756,0.476026609,0.953485543,537.7738275
,,,saits,0.042791114,0.047198728,0.001646564,0.105513817,-1.25E-05,0.869896247,0.476856763,0.96682253,-625.8012787
,,0.3,均值,0.096094726,0.078908556,0.002232353,0.066096967,-1.36E-06,0.662326361,0.47232276,0.94969411,886.0240706
,,0.3,前项,0.087960567,0.06585133,0.001994868,0.078198971,-3.58E-06,0.737583498,0.485952244,0.953882913,1181.211491
,,0.3,后向,0.08971691,0.094064128,0.002396807,0.06878821,-1.20E-05,0.731337708,0.502397576,0.949011793,1198.242007
,,0.3,线性,0.035410573,0.034567816,0.001421071,0.185131435,-1.35E-06,0.932576939,0.485821677,0.970479388,-1106.429058
,,,kalman_struct,0.007909034,0.02116738,0.001067698,0.27782765,-3.46E-06,0.970515659,0.483968876,0.957115102,-1044.063087
,,,kalman_arima,0.095094366,0.08852417,0.002378673,0.066136885,-1.13E-06,0.667796194,0.472861661,0.959029845,-1.769908396
,,,gp_rbf,0.092713274,0.073006109,0.002166393,0.09254261,-9.17E-06,0.696546459,0.461680578,0.947138662,839.0800032
,,,saits,0.063167686,0.063699273,0.001948101,0.10177238,-1.91E-06,0.830480025,0.491462443,0.972521717,-467.8108375
timesfm2p0,current_velocity_H,0,/,/,78.98746528,0.037336232,0.617675972,-0.001669358,0.691435959,0.79612821,0.646609139,9824.418832
,,0.1,均值,0.33063609,82.57671875,0.038905278,0.607785516,-0.001818548,0.675040129,0.766679421,0.65497293,9779.412494
,,0.1,前项,0.475157553,78.81474826,0.037429418,0.637922092,-0.001599337,0.650934612,0.760823874,0.679019971,9787.233074
,,0.1,后向,0.313125011,81.61784722,0.038255689,0.625902975,-0.001593384,0.668928899,0.75443663,0.657441947,9771.394981
,,0.1,线性,0.36516417,74.15256944,0.035864117,0.640441887,-0.001555463,0.669991083,0.766075997,0.666423756,9770.955276
,,,kalman_struct,0.541490912,81.20920139,0.038241108,0.706945601,-0.001394352,0.63741157,0.728624625,0.695596201,9790.065279
,,,kalman_arima,0.324681816,80.44329861,0.038370425,0.610578527,-0.001814597,0.676935334,0.772581155,0.65642887,9765.719583
,,,gp_rbf,0.295012105,80.62695313,0.038431903,0.615340177,-0.001658746,0.67111078,0.771575931,0.651172311,9777.371643
,,,saits,0.224898005,76.68659722,0.037175972,0.60935261,-0.001767318,0.690282671,0.806994075,0.642093362,9766.133388
,,0.2,均值,0.622287583,81.37586806,0.037744397,0.541226073,-0.001564182,0.59891706,0.674860951,0.705872695,9730.098426
,,0.2,前项,0.738817668,81.27758681,0.037783634,0.6393236,-0.001770589,0.59107318,0.691843876,0.713160447,9721.348512
,,0.2,后向,0.900762892,104.0585069,0.041933412,0.645825755,-0.001972291,0.579925599,0.673210336,0.732268287,9736.916405
,,0.2,线性,0.745039415,86.83430556,0.039059664,0.623676122,-0.001869342,0.58276726,0.672175484,0.723110444,9687.490636
,,,kalman_struct,1.481664193,91.76148438,0.040232544,0.746703453,-0.00183161,0.510871732,0.591103922,0.782877283,9733.607218
,,,kalman_arima,0.60414117,80.67894965,0.037729547,0.552384231,-0.001553272,0.609275406,0.693324732,0.711543539,9685.857802
,,,gp_rbf,0.579557592,86.36145833,0.039035416,0.604553055,-0.002056163,0.604635808,0.679317448,0.699697107,9703.691794
,,,saits,0.39160766,82.199375,0.038474835,0.569429482,-0.001680517,0.668454389,0.824787139,0.660671723,9678.335266
,,0.3,均值,0.917747027,73.79048611,0.036591901,0.424798251,-0.001312103,0.472085272,0.528749781,0.729446412,9637.339025
,,0.3,前项,1.157289368,76.04411458,0.03692076,0.548798664,-0.002191905,0.426569407,0.556088908,0.761100009,9639.055154
,,0.3,后向,1.06658296,80.05204861,0.03760858,0.615027757,-0.001526964,0.445733252,0.553537816,0.737560415,9639.483796
,,0.3,线性,0.997990316,78.33802083,0.037542333,0.594161553,-0.001843489,0.462813055,0.549463238,0.732502269,9586.049544
,,,kalman_struct,2.038510406,82.24171875,0.038708238,0.771006891,-0.002326948,0.365331138,0.394087518,0.780711465,9656.619253
,,,kalman_arima,0.869083992,73.93969618,0.03658389,0.461819839,-0.001384946,0.50344732,0.620468482,0.738496789,9574.436087
,,,gp_rbf,0.864747825,76.00706597,0.037043847,0.56071341,-0.001951954,0.484295264,0.578808607,0.720558308,9609.975173
,,,saits,0.640339935,77.41166667,0.036836318,0.544408726,-0.00148686,0.664835699,0.86411182,0.681354575,9563.060107
timesfm2p0,electricity,0,/,/,49269.72,0.04654207,0.651279283,0.002312372,0.667122774,0.886780641,0.759867345,17171.59957
,,0.1,均值,1.322906224,111040.0356,0.068781725,0.630835271,0.007233232,0.633930731,0.854634224,0.766279365,17212.61556
,,0.1,前项,1.435150487,144722.2044,0.075658659,0.653726962,0.004976571,0.633611877,0.846155601,0.765903078,17208.84494
,,0.1,后向,1.350804147,133769.0578,0.073643593,0.657288356,-0.003649845,0.630469067,0.836898264,0.758549616,17210.28154
,,0.1,线性,1.22186235,128666.8533,0.070163283,0.655074783,-0.000640137,0.636623252,0.841492995,0.756535542,17170.7282
,,,kalman_struct,2.350718545,138003.9911,0.074446783,0.682222503,-0.002427712,0.575850673,0.827087328,0.776934794,17206.90929
,,,kalman_arima,1.26089113,109737.9022,0.067044071,0.634221159,0.006624397,0.635617185,0.85764798,0.770197323,17173.82164
,,,gp_rbf,1.189873217,121341.6978,0.068948978,0.637572868,0.002465333,0.643576879,0.851775724,0.757877756,17189.46326
,,,saits,0.973702079,98952.83556,0.061809013,0.653384928,0.001489157,0.670207134,0.892244955,0.758261134,17154.68275
,,0.2,均值,2.520247042,122312.3289,0.074379648,0.609632929,-0.004463545,0.565394153,0.775626898,0.775983223,17290.63936
,,0.2,前项,2.829740342,115768.6844,0.073388364,0.650065485,0.005058112,0.536539553,0.743325826,0.796583791,17245.13952
,,0.2,后向,2.805954295,114751.5022,0.069742393,0.678682418,-0.003849371,0.559280028,0.772965854,0.791219449,17254.89063
,,0.2,线性,2.44903658,113766.5956,0.072203819,0.6744991,-0.000611783,0.568247622,0.764054058,0.795603683,17162.71292
,,,kalman_struct,4.155194509,133353.6,0.077524622,0.760925851,-0.006953642,0.500385067,0.690883454,0.816626317,17232.9452
,,,kalman_arima,2.362829611,113036.2578,0.071550531,0.63717165,-0.004479189,0.591555104,0.810231946,0.784645231,17164.29077
,,,gp_rbf,2.303714514,113497.8489,0.068775237,0.610168459,-0.000780302,0.575295931,0.77269487,0.777085878,17232.40703
,,,saits,1.574801512,74892.74667,0.057514913,0.642913653,0.000596103,0.655732754,0.879770971,0.758672149,17128.12488
,,0.3,均值,3.763363051,168593.2444,0.090020527,0.560786162,-0.003538435,0.511242205,0.672799528,0.802398325,17196.0323
