基础模型,数据集,缺失率,填补方法,填补误差指标(SMAPE),预测误差指标（MSE[0.5]）,预测误差指标（sMAPE[0.5]）,回顾窗口指标,,,,,
,,,,,,,趋势强度,趋势线性度,季节强度,季节相关性,残差自相关性,谱熵
,,,saits,0.233699507,260.6677257,0.026614366,0.479448146,0.00113544,0.431773475,0.791655051,0.92956743,47545.91314
,,0.2,均值,0.775410063,310.3753472,0.028185077,0.321363245,0.00105437,0.305202601,0.669854248,0.933463041,48602.18042
,,,前项,0.382967478,268.1844097,0.026193687,0.455236432,0.001155324,0.36385093,0.778094348,0.926172881,47830.86675
,,,后向,0.371971321,250.1257118,0.025644188,0.452973854,0.001313948,0.354156781,0.726071271,0.936480911,47849.68795
,,,线性,0.222053055,241.8890625,0.024896007,0.468885536,0.001167131,0.404364713,0.785022694,0.936553538,46832.47251
,,,kalman_struct,0.204178402,263.9631597,0.02639991,0.460013594,0.000965359,0.428269828,0.810446059,0.939931733,46840.68386
,,,kalman_arima,0.413608065,250.6191667,0.025746647,0.417657337,0.001544746,0.382779562,0.750167304,0.930983688,46907.14234
,,,gp_rbf,0.421035926,227.3816493,0.024349222,0.448850728,0.001483803,0.381436596,0.710812098,0.923259848,47667.12692
,,,saits,0.484815722,239.5671528,0.025011564,0.42159976,0.001514428,0.360535598,0.732357893,0.937958885,47596.85639
,,0.3,均值,1.141649441,351.676875,0.030713039,0.356905485,0.000707484,0.403765499,0.547327629,0.904799172,44989.06952
,,,前项,0.465000606,274.0299826,0.026960403,0.539938421,0.001106825,0.409198252,0.736951777,0.93195796,44028.07513
,,,后向,0.523661909,277.0276563,0.026818356,0.516428484,0.001032905,0.470016893,0.768421166,0.927337463,44084.74032
,,,线性,0.297373655,281.9065278,0.026637594,0.60561284,0.001011846,0.548178399,0.783601024,0.925238048,41983.55275
,,,kalman_struct,0.283039601,282.4253472,0.02683002,0.539916045,0.001011044,0.533919315,0.797717134,0.939856854,41990.6266
,,,kalman_arima,0.473055943,259.058559,0.026018956,0.570202699,0.000909857,0.549950185,0.728473896,0.922522346,42036.95868
,,,gp_rbf,0.669045944,239.4591146,0.025250156,0.568561426,0.000993269,0.480463374,0.628929554,0.912467773,43925.54943
,,,saits,0.706775703,266.7514236,0.026889112,0.563916858,0.000891711,0.505774772,0.680596183,0.909538506,43238.26435
timesfm2p5,Australia_Solar_H,0,/,/,80400986203,0.869016702,0.448924597,26.99683895,0.853232691,0.917909176,0.921141646,61667.87353
,,0.1,均值,11.236864424,86932552126,0.934237382,0.367673292,24.91708153,0.794010221,0.881129877,0.892655288,62752.56736
,,,前项,13.11979804,88784961827,0.918251945,0.420496347,25.8294637,0.747640622,0.877774083,0.90703645,62609.00318
,,,后向,12.504567933,87663600672,0.912205144,0.45851774,26.66533398,0.75410106,0.878992031,0.899562607,62675.08631
,,,线性,12.955316734,86943634409,0.926058538,0.43095712,25.91245377,0.758733848,0.875889352,0.91535549,62526.48429
,,,kalman_struct,15.659071541,84039712695,0.968356632,0.571939437,27.44920478,0.654706554,0.841300861,0.919274626,62626.97208
,,,kalman_arima,10.982812643,85745815752,0.954930503,0.379111621,25.23874192,0.797605409,0.88668544,0.90081523,62521.47935
,,,gp_rbf,11.574516869,86869106288,0.933109828,0.399276667,25.74733545,0.786161075,0.881788768,0.897882225,62619.89385
,,,saits,9.901465869,85760374647,0.961688311,0.437497846,24.89848668,0.832059211,0.91283815,0.900024408,62027.98778
,,0.2,均值,23.497406435,95005888275,0.982007933,0.232167866,23.74857227,0.702961869,0.834761358,0.89089427,63097.58401
,,,前项,23.840614343,94957793589,0.947372193,0.349500411,29.29075708,0.637052689,0.849256132,0.91456302,62950.46395
,,,后向,23.97406199,94524111877,0.95482038,0.37752017,28.15666346,0.635691301,0.856823552,0.914601699,62909.61399
,,,线性,24.638852406,94455054991,0.955505118,0.350687688,29.8082703,0.639029681,0.851727492,0.917999692,62814.99057
,,,kalman_struct,29.352158546,104727166466.27556,1.034877019,0.59477213,30.5436506,0.489549017,0.813216938,0.926582615,62943.4554
,,,kalman_arima,23.051392341,93324410443,0.977177654,0.255301204,25.71138131,0.715653501,0.867271325,0.899255013,62813.49041
,,,gp_rbf,23.374214554,95791341604,0.981648205,0.284219077,28.98606682,0.700177851,0.850879223,0.89535222,63009.18901
,,,saits,21.668929148,92638324836,0.982808142,0.414673044,25.78360012,0.814292338,0.916732209,0.891905804,62042.94558
,,0.3,均值,35.229140902,92834655546,0.996358645,0.152045041,13.94742353,0.620704458,0.783062552,0.883772466,63455.43227
,,,前项,34.987878847,124293063347.76889,1.003421697,0.378560856,22.00565442,0.533757705,0.762891221,0.906212544,63305.31827
,,,后向,36.177820206,103093606227.05779,0.980925677,0.373641561,16.52708627,0.51738831,0.755266921,0.905652636,63268.36411
,,,线性,36.916591072,102994471521.84889,0.988661678,0.349574987,18.62131756,0.526819627,0.707268407,0.916683162,63082.09529
,,,kalman_struct,43.852676868,128334331175.82222,1.080259436,0.630629374,22.65557009,0.371871708,0.639344905,0.90862986,63274.10139
,,,kalman_arima,34.57681036,90945280046,0.994271554,0.158515662,14.56964051,0.633055128,0.791144453,0.897856939,63054.63564
,,,gp_rbf,34.925169182,97335423358,1.008358562,0.227273145,22.74914561,0.613448876,0.772480202,0.886918892,63390.30501
,,,saits,31.168331242,93273566158,0.979725052,0.351338703,17.1210448,0.778445362,0.917565188,0.887751844,62258.53698
timesfm2p5,azure2019_U_5T,0,/,/,2630.607986,1.30892512,0.106050206,0.016994057,0.221981896,0.634620574,0.324985935,8616.76028
,,0.1,均值,4.650542736,3073.25,1.334796566,0.116018822,0.017072779,0.240236881,0.635066822,0.286393601,8565.185236
,,,前项,4.612352848,3458.775,1.34667867,0.11945964,0.016987945,0.189625328,0.627522691,0.376969597,8582.596791
,,,后向,4.052372456,2946.059028,1.318900808,0.124684575,0.016736643,0.230695771,0.632001752,0.316090439,8573.559809
,,,线性,4.240052223,3364.600347,1.334466553,0.122018439,0.01683705,0.218852934,0.630190028,0.323612134,8565.132004
,,,kalman_struct,6.063305378,3312.998611,1.555057206,0.131252817,0.016964008,0.1936679,0.631304812,0.37482957,8585.216244
,,,kalman_arima,4.541671753,2772.343229,1.30101816,0.117333073,0.016862046,0.238302399,0.635281599,0.290743596,8565.660295
,,,gp_rbf,4.654363155,2972.362153,1.297303152,0.118867779,0.01642921,0.22529377,0.633553195,0.319059843,8568.180542
,,,saits,4.148218632,2614.415625,1.308846484,0.127584103,0.016894247,0.230017265,0.630494859,0.314625956,8572.355472
,,0.2,均值,8.379199028,2764.39184,1.32459649,0.10168901,0.015797907,0.194395173,0.658587828,0.385408888,8510.242191
,,,前项,7.094608307,3497.847917,1.353521983,0.243943889,0.029799548,0.191467642,0.612008836,0.408887325,8515.916732
,,,后向,8.30338192,1929.69809,1.161131541,0.095865061,0.018819751,0.197981266,0.646547687,0.455803633,8516.761637
,,,线性,7.85106945,2984.255903,1.324235959,0.157150525,0.022471073,0.182495389,0.637373443,0.416013777,8523.257378
,,,kalman_struct,10.240747452,3018.226389,1.363128821,0.151079925,0.019154017,0.159940792,0.63705955,0.518034697,8543.013059
,,,kalman_arima,8.180279732,2665.139236,1.321504107,0.107012066,0.016624992,0.190969703,0.656300847,0.389883988,8515.703741
,,,gp_rbf,8.98710537,3433.846181,1.368868384,0.197763784,0.031271392,0.215148925,0.645377001,0.426260663,8515.811125
,,,saits,6.403056622,2046.90625,1.268042357,0.12437031,0.018726793,0.20042822,0.643260953,0.415135996,8527.927693
,,0.3,均值,9.790679932,2158.098958,1.29917806,0.092227075,0.011612539,0.234645302,0.611484925,0.40189304,8423.245819
,,,前项,9.31924057,3455.944444,1.337718201,0.17317647,0.011789681,0.304287346,0.607478603,0.558776389,8475.91441
,,,后向,8.271232605,2873.434722,1.331470574,0.176250951,0.023481518,0.268169485,0.626142176,0.418752451,8457.734975
,,,线性,9.101024628,3064.931944,1.332129754,0.175267264,0.016999105,0.246635012,0.629922332,0.432292655,8453.323157
,,,kalman_struct,12.086257935,2517.288889,1.320689851,0.227390475,0.011298303,0.320163404,0.506026893,0.56087949,8482.205446
,,,kalman_arima,9.535179138,2018.043229,1.291275111,0.11215513,0.012679538,0.259120705,0.608997816,0.383069935,8428.113642
,,,gp_rbf,9.497113228,1979.678993,1.232011758,0.196251429,0.026449667,0.32054399,0.676961186,0.42862072,8443.932041
,,,saits,8.952357292,1443.926128,1.059446865,0.11730198,0.015164266,0.233025034,0.622361765,0.462883138,8442.245152
timesfm2p5,Coastal_T_S_15T,0,/,/,0.005385523,0.001663253,0.328127684,-1.56E-06,0.110011246,0.112845325,0.098297013,4000.760941
,,0.1,均值,0.017390705,0.005342276,0.001658407,0.324148815,-1.35E-06,0.146405282,0.111045346,0.127771992,3764.377961
,,,前项,0.017299726,0.006272048,0.001753463,0.370445176,-1.54E-06,0.122846826,0.114835174,0.178457656,3812.73869
,,,后向,0.015437795,0.005428458,0.001636455,0.33502093,-1.67E-06,0.102244043,0.105902709,0.170730224,3794.961633
,,,线性,0.014045469,0.005318678,0.001649421,0.361259295,-1.59E-06,0.13794386,0.10792981,0.135883559,3779.799107
,,,kalman_struct,0.018598755,0.005296489,0.001653435,0.360045806,-1.48E-06,0.127066682,0.107536247,0.183994993,3813.674406
,,,kalman_arima,0.016386544,0.005283454,0.001654187,0.334673064,-1.38E-06,0.14918597,0.106950447,0.119560696,3754.758517
,,,gp_rbf,0.014946921,0.005330483,0.001664024,0.355144124,-1.44E-06,0.134718164,0.111537929,0.118592788,3740.636473
,,,saits,0.014512839,0.005413073,0.001672457,0.358942329,-1.30E-06,0.139052338,0.110184168,0.105179823,3740.231983
,,0.2,均值,0.029736004,0.00517475,0.001650865,0.329714072,-8.51E-07,0.142912642,0.103305844,0.152107714,3553.68344
,,,前项,0.031367271,0.006099833,0.001716395,0.348063629,-8.51E-07,0.085784766,0.117084545,0.231335068,3616.819888
,,,后向,0.030479729,0.005618478,0.00168221,0.363238843,-2.53E-07,0.084283682,0.116369783,0.258174253,3615.320264
,,,线性,0.028029394,0.005628006,0.001673289,0.357678071,-4.10E-07,0.10662251,0.114768883,0.216805806,3594.846436
,,,kalman_struct,0.036481313,0.005748442,0.001675488,0.350327242,-8.27E-07,0.096295284,0.110033193,0.345985001,3639.106589
,,,kalman_arima,0.028435809,0.005291034,0.001664266,0.345053335,-8.47E-07,0.147647532,0.105870852,0.144714238,3541.304325
,,,gp_rbf,0.027220745,0.005282731,0.001635336,0.357796583,-9.91E-07,0.126410958,0.103113617,0.160374086,3537.706286
,,,saits,0.027363601,0.005319731,0.001634724,0.370876776,-1.25E-06,0.142795326,0.109903368,0.12142649,3524.424861
,,0.3,均值,0.046376189,0.005084491,0.001652213,0.244584016,-7.60E-07,0.133809606,0.114316053,0.199638781,3395.250277
,,,前项,0.041077616,0.006030011,0.001725976,0.411213553,-1.13E-06,0.09914955,0.135630239,0.247489846,3442.376366
,,,后向,0.044203514,0.005575771,0.001658672,0.376441215,-1.07E-06,0.042488612,0.120802693,0.284992597,3456.623285
,,,线性,0.03873807,0.005273928,0.001622783,0.392269884,-1.18E-06,0.080951348,0.134892035,0.234521194,3428.784716
,,,kalman_struct,0.056601634,0.005539421,0.001667228,0.332520623,-2.11E-06,0.065414352,0.124767433,0.468864284,3494.505065
,,,kalman_arima,0.042096413,0.005051946,0.0016283,0.296376217,-9.10E-07,0.146556363,0.116047631,0.180037889,3364.688219
,,,gp_rbf,0.039243061,0.005108107,0.001639719,0.395693925,-1.52E-06,0.130497704,0.112585347,0.154559808,3329.481984
,,,saits,0.038849125,0.005521427,0.00165456,0.408215753,-1.48E-06,0.133960218,0.13434782,0.140314176,3324.306384
timesfm2p5,Coastal_T_S_20T,0,/,/,0.253610229,0.020737755,0.998646568,0.000951788,0.593461556,0.521759357,0.918146193,5003.854974
,,0.1,均值,0.549662229,0.269245087,0.021131867,0.792769975,0.000935596,0.00385947,0.407677245,0.966686545,6755.667998
,,,前项,0.054207428,0.286917889,0.022307773,0.998261194,0.000951992,0.490346302,0.466529841,0.921544646,4997.30548
,,,后向,0.057408062,0.172012838,0.016628218,0.997526459,0.000951494,0.401344618,0.498326207,0.931790398,5026.4326
,,,线性,0.033735211,0.318117172,0.023258368,0.998411594,0.000951767,0.500241849,0.524529934,0.928107426,5005.694581
,,,kalman_struct,0.042611347,0.281245907,0.022815751,0.998308472,0.000952077,0.503802248,0.525338506,0.934319199,5012.455497
,,,kalman_arima,0.551464671,0.234665644,0.019510723,0.802469794,0.000934172,0.012895035,0.38908436,0.978285527,5822.973478
,,,gp_rbf,0.036658586,0.334459214,0.023768669,0.998492592,0.000951267,0.499163606,0.489611956,0.916233356,5000.793081
,,,saits,0.225761002,0.192728872,0.019077052,0.991867264,0.000944595,0.18695314,0.380426054,0.932854407,4996.508356
,,0.2,均值,1.240383766,0.33839339,0.025538127,0.686741642,0.000867587,0,0.329026737,0.954720126,7463.81641
,,,前项,0.08789682,0.219221036,0.020186903,0.997785089,0.000952798,0.381589014,0.343691047,0.935286779,5002.240099
,,,后向,0.074206575,0.216987634,0.02007254,0.998382031,0.000950821,0.471981674,0.386562744,0.915597143,5003.318456
,,,线性,0.05357211,0.24138651,0.021267637,0.998560145,0.000951933,0.505655765,0.427957349,0.925281352,5002.744414
,,,kalman_struct,0.082684603,0.231936888,0.020616941,0.997683496,0.000952088,0.408769152,0.471875525,0.952500019,5002.30141
,,,kalman_arima,1.254187849,0.350070844,0.025233608,0.696974135,0.000869549,0.004730844,0.31327049,0.965160318,6253.400065
,,,gp_rbf,0.060724361,0.238785565,0.020584451,0.998437141,0.000951417,0.453955766,0.396101544,0.914275598,5002.791586
,,,saits,0.130508828,0.234017702,0.020930891,0.996701194,0.000950551,0.290582565,0.299599224,0.902003577,5004.127929
,,0.3,均值,1.780609914,0.83502672,0.035270437,0.601727235,0.000742674,0.049646634,0.189241857,0.954354385,8013.395913
,,,前项,0.124617569,0.214725846,0.019541186,0.997691933,0.000951418,0.311478288,0.295884648,0.9471404,5025.957148
,,,后向,0.107601334,0.266679164,0.02138707,0.997802509,0.000953713,0.331645393,0.407123599,0.935144336,5003.096779
,,,线性,0.086213531,0.238742211,0.019577278,0.998439701,0.000951774,0.433543824,0.362533878,0.936774199,4999.206777
,,,kalman_struct,0.108522649,0.270787412,0.022399206,0.997373438,0.000952631,0.332438796,0.362538141,0.959263449,5007.627443
,,,kalman_arima,1.893395922,1.071155076,0.037197048,0.597184391,0.000753585,0.039589639,0.180180505,0.961952245,6236.97961
,,,gp_rbf,0.090345739,0.134801059,0.014386174,0.998618242,0.000950382,0.444355334,0.366527271,0.926217992,4988.413579
,,,saits,0.181959248,0.229366436,0.021082987,0.996462337,0.000941066,0.302119351,0.249020359,0.901807554,4988.891759
timesfm2p5,Coastal_T_S_5T,0,/,/,581.0298611,0.222985128,0.547536593,0.002231392,0.426599044,0.230884759,0.619226927,13266.19606
,,0.1,均值,9.604876018,607.0972917,0.240986464,0.045954656,0.002197427,0.004583942,0.252652874,0.810186172,20993.90961
,,,前项,1.233228259,678.7508333,0.212996402,0.519754487,0.002141662,0.381193638,0.245170272,0.668342482,13171.28455
,,,后向,1.106545605,663.0155556,0.215898556,0.531854799,0.00216532,0.399641856,0.235912129,0.660810983,13159.0398
,,,线性,1.230731416,589.4600694,0.217840084,0.541299535,0.002118014,0.408590554,0.241262936,0.63614534,13095.52604
,,,kalman_struct,1.566437774,598.8475,0.218506148,0.543846223,0.002193351,0.410403817,0.240999836,0.639018986,13099.51035
,,,kalman_arima,8.996353292,577.3409028,0.253684491,0.047847044,0.002163822,0.017438232,0.259514485,0.822386104,18498.36617
,,,gp_rbf,1.713302296,595.0446528,0.223712886,0.478598779,0.002040051,0.328753436,0.229734134,0.689516455,13386.85444
,,,saits,1.348854732,680.2415278,0.220396585,0.515432264,0.001950673,0.38980853,0.227368606,0.670334601,13234.52878
,,0.2,均值,20.891077185,666.7127083,0.292400275,0.068744841,0.002053606,0.023414399,0.271897521,0.820185977,22127.72294
,,,前项,2.215816721,665.1463194,0.217952304,0.529966386,0.001820554,0.357622526,0.272168068,0.690510668,13077.79919
,,,后向,2.26209615,650.6765278,0.215668505,0.566240882,0.002167897,0.431238006,0.257367409,0.668192964,13091.35258
,,,线性,2.093072906,667.1840972,0.216605038,0.559830144,0.002320388,0.408564843,0.257660142,0.659096612,12843.04492
,,,kalman_struct,3.236192494,632.7297917,0.221648599,0.544740697,0.001825414,0.408492832,0.245511469,0.701015257,12864.60633
,,,kalman_arima,19.335264182,651.9425694,0.28673213,0.057955948,0.001931562,0.010718976,0.285660459,0.816857142,19441.77122
,,,gp_rbf,2.911470588,582.5598611,0.222680924,0.410100358,0.002406207,0.257203435,0.248530571,0.673120671,13440.29343
,,,saits,3.021636318,721.5058333,0.223915585,0.388041185,0.001987524,0.24160927,0.270770185,0.69901815,13687.32714
,,0.3,均值,30.575696707,662.6390972,0.43328437,0.080963575,0.001455451,0.093803774,0.331399548,0.825556274,22654.15272
,,,前项,4.714675225,732.7808333,0.216034936,0.522258671,0.001722037,0.359224916,0.271420639,0.726591081,12948.12018
,,,后向,4.706945331,638.23375,0.215605062,0.538336499,0.001940139,0.359749679,0.261991084,0.736036921,12963.16496
,,,线性,4.728216835,615.7277778,0.218094771,0.565098797,0.00198371,0.396864891,0.275265155,0.686168264,12679.46435
,,,kalman_struct,7.744651239,590.81125,0.220540637,0.542806447,0.002041057,0.407192045,0.247932493,0.736366761,12699.18369
,,,kalman_arima,28.282245207,650.1131944,0.415766157,0.057081993,0.001645318,0.036324626,0.343821997,0.823785861,19928.12014
,,,gp_rbf,7.451654235,592.3892361,0.229761348,0.392221552,0.001982414,0.248209017,0.258701644,0.726811499,13766.6109
,,,saits,5.959862697,741.4688194,0.222274539,0.362570351,0.001314435,0.225357973,0.312250367,0.716155865,13660.51159
timesfm2p5,Coastal_T_S_H,0,/,/,1141.281597,0.336496671,0.416473753,0.000401961,0.165799206,0.029023753,0.003906278,24598.57176
,,0.1,均值,6.199669465,1228.094271,0.444450972,0.409209932,0.000675763,0.153846317,0.034556608,0.049174694,24507.36176
,,,前项,0.724893979,1139.947743,0.336372863,0.471613666,0.000371718,0.158366745,0.030370483,0.051242561,24495.83671
,,,后向,0.632467507,1144.226476,0.33691419,0.489273993,0.00061008,0.152944019,0.035088286,0.025437249,24492.40508
,,,线性,0.656831312,1143.428733,0.336946975,0.449392573,0.000484565,0.157255202,0.029721093,0.034983495,24473.81925
,,,kalman_struct,0.812665626,1145.187413,0.339540329,0.503305686,0.000508017,0.163608869,0.032104997,0.03041176,24514.25153
,,,kalman_arima,1.721181747,1140.942188,0.356946806,0.427920402,0.000482111,0.160599985,0.036496959,0.019295981,24446.45045
,,,gp_rbf,0.851538349,1142.643056,0.337974557,0.420056115,0.000367204,0.151945936,0.031086625,0.022723967,24437.61397
,,,saits,1.098824156,1138.868229,0.34404068,0.417154689,0.000424306,0.156974407,0.035199571,0.010689577,24430.35395
,,0.2,均值,8.883954614,1123.529774,0.339890162,0.408084722,0.000719102,0.106666724,0.037511276,0.091763336,24268.60926
,,,前项,2.432929076,1139.23776,0.336647733,0.565233821,0.000495634,0.108889894,0.038299625,0.092147566,24205.51864
,,,后向,2.319418116,1135.766146,0.336172867,0.498339543,0.000401705,0.10482008,0.038974364,0.069401093,24249.16873
,,,线性,2.155556438,1137.030208,0.335928514,0.51645749,0.000459131,0.102318573,0.041244694,0.067399968,24176.0733
,,,kalman_struct,2.990179516,1138.179514,0.336494571,0.644744032,0.000429146,0.096038523,0.032396241,0.118017884,24315.42383
,,,kalman_arima,2.977870166,1127.237847,0.338317284,0.44946786,0.000474439,0.118879605,0.033696686,0.045658546,24194.16352
,,,gp_rbf,2.0012403,1141.166493,0.336642336,0.433377435,0.000442091,0.106648563,0.039155721,0.023899233,24171.24699
