基础模型,数据集,缺失率,填补方法,填补误差指标(SMAPE),预测误差指标（MSE[0.5]）,预测误差指标（sMAPE[0.5]）,回顾窗口指标,,,,,,预测窗口指标,,,,,
,,,,,,,趋势强度,趋势线性度,季节强度,季节相关性,残差自相关性,谱熵,趋势强度,趋势线性度,季节强度,季节相关性,残差自相关性,谱熵
,,,前项,6.56044933,2.79E-05,0.130481793,0.331439528,7.89E-07,0.817388883,0.929262715,0.785651519,-7145.574061,0.278027983,-5.45E-07,0.938062505,0.992567218,0.839567252,-2783.143609
,,,后向,7.097572406,2.97E-05,0.138709265,0.348637561,7.23E-07,0.797087286,0.941019608,0.80831349,-7137.958314,0.291402535,-7.98E-08,0.937447959,0.992215185,0.841163518,-2780.430038
,,,线性,6.719875145,3.06E-05,0.139046993,0.326369789,7.68E-07,0.808942672,0.935353913,0.801147452,-7204.746891,0.290535581,-6.97E-07,0.937050648,0.992116783,0.840107663,-2783.360423
,,,kalman_struct,10.18395755,2.99E-05,0.136830085,0.53541593,7.98E-07,0.66517284,0.928597055,0.860258484,-7043.104538,0.313079231,6.06E-07,0.942949861,0.992651087,0.83584552,-2837.855327
,,,kalman_arima,5.351236153,2.45E-05,0.12627123,0.194070326,6.61E-07,0.849520397,0.945204427,0.758283555,-7236.38001,0.303125774,-1.03E-06,0.938106438,0.992454882,0.845054699,-2780.977893
,,,gp_rbf,5.664881643,2.36E-05,0.12332934,0.242186671,7.26E-07,0.841000591,0.941748356,0.760937257,-7154.17651,0.284669261,-4.02E-07,0.937865803,0.992220516,0.846423556,-2786.207061
,,,saits,1.942359233,1.91E-05,0.097112713,0.363120608,7.35E-07,0.936925882,0.973533798,0.639330995,-7513.90118,0.307083081,-1.84E-06,0.946087336,0.992873827,0.83563252,-2831.323023
,,0.2,均值,11.96512409,4.75E-05,0.205722882,0.10885069,5.94E-07,0.771420419,0.888561651,0.780239368,-6866.08845,0.331921179,-8.30E-07,0.941338141,0.991605107,0.847257874,-2848.387983
,,,前项,14.6486019,4.13E-05,0.191514192,0.354414118,8.39E-07,0.689063877,0.882898782,0.827143422,-6979.061562,0.410697953,4.92E-07,0.952590895,0.994707058,0.861187399,-2877.628036
,,,后向,15.07213454,5.17E-05,0.206032082,0.340420445,7.07E-07,0.684467563,0.883750254,0.828220124,-6981.98555,0.413225098,8.40E-09,0.944353463,0.993648159,0.859637107,-2898.283866
,,,线性,14.82460183,5.54E-05,0.219867576,0.337356906,7.66E-07,0.69289936,0.874254317,0.838559836,-7094.857001,0.43174888,-4.43E-09,0.946584874,0.990592302,0.867248227,-2896.950002
,,,kalman_struct,24.83050203,8.22E-05,0.239738436,0.600704046,6.30E-07,0.485454502,0.828577184,0.861333343,-6916.305519,0.590083502,3.91E-07,0.968184396,0.995993449,0.880308486,-3055.130894
,,,kalman_arima,11.77856364,4.92E-05,0.207635579,0.107589764,6.17E-07,0.77177576,0.901020439,0.793628257,-7095.248603,0.331078453,-1.03E-06,0.941343165,0.991444002,0.841004355,-2863.108775
,,,gp_rbf,12.23440226,4.35E-05,0.197154639,0.180905999,6.72E-07,0.76450694,0.885749381,0.791646295,-6926.514578,0.344967822,1.03E-07,0.941180742,0.992230663,0.854785092,-2853.563677
,,,saits,4.145600599,2.48E-05,0.113326506,0.352319262,6.10E-07,0.941214298,0.977127173,0.65981404,-7487.595742,0.340925175,-1.42E-06,0.963048488,0.994430013,0.850939038,-2957.914706
,,0.3,均值,17.48927097,8.49E-05,0.291638071,0.055062395,4.33E-07,0.678935202,0.827769077,0.806576595,-7005.318218,0.396529655,9.97E-07,0.949056137,0.974760189,0.85406595,-2925.028148
,,,前项,21.9171676,0.000101363,0.319107417,0.403218236,7.86E-07,0.564710217,0.84495,0.862558012,-7273.215474,0.658775656,-2.16E-06,0.987995686,0.997398797,0.866327078,-3083.211085
,,,后向,20.07181842,0.000125328,0.345994195,0.377240692,7.23E-07,0.584108752,0.833534939,0.847196355,-7262.651496,0.665150112,1.01E-07,0.97817755,0.996237212,0.881294423,-2950.26142
,,,线性,20.61464411,0.000112006,0.338433544,0.372112912,7.40E-07,0.577762409,0.817867431,0.866616363,-7509.2125,0.678423113,-1.69E-06,0.981686186,0.995694519,0.838556294,-3023.627514
,,,kalman_struct,32.80392768,0.000223438,0.418336358,0.659340711,9.26E-07,0.338967917,0.735432877,0.887104887,-7271.504422,0.848152498,-5.80E-07,0.987892872,0.997444696,0.856639813,-2889.975436
,,,kalman_arima,17.14702371,9.24E-05,0.303634957,0.049903823,4.58E-07,0.677464485,0.845401529,0.831587606,-7468.274566,0.368497831,1.20E-06,0.949057165,0.975732109,0.865411041,-2967.077348
,,,gp_rbf,17.24521923,7.76E-05,0.27897344,0.152300562,7.77E-07,0.663655147,0.830994605,0.823360247,-7094.405606,0.407637764,6.56E-07,0.953394446,0.98888597,0.856961917,-2839.236042
,,,saits,5.692708921,3.04E-05,0.136800253,0.359283329,6.10E-07,0.949386183,0.982665803,0.689102436,-7954.705849,0.346731736,-1.40E-06,0.972400583,0.99531282,0.828093835,-3049.948771
timesfm2p5,Water_Quality_Darwin_15T,0,/,/,17.91838108,0.017752526,0.919186789,-0.001786065,0.749816449,0.788244391,0.886615396,11905.59821,0.778526783,0.000277826,0.97860018,0.985015131,0.898588512,282.7997088
,,0.1,均值,0.560923405,14.50114204,0.016590468,0.595695505,-0.001788382,0.275330904,0.707803095,0.960714489,14144.06911,0.840443586,0.001329818,0.96223952,0.977439939,0.903689252,374.081527
,,,前项,0.129176868,16.58409424,0.017556257,0.888108133,-0.001767024,0.615621906,0.769637156,0.920830521,12220.14537,0.872680831,0.000944773,0.97174078,0.987708566,0.920572252,358.4554716
,,,后向,0.128294337,17.63263618,0.017784585,0.90077127,-0.001788,0.666766125,0.757411414,0.913078156,12207.37178,0.766844422,0.000841888,0.969261715,0.985041894,0.899874345,255.08064
,,,线性,0.086860019,17.50457628,0.017695914,0.916705193,-0.001780768,0.70739523,0.777332129,0.903065097,11805.48283,0.754868982,0.000526449,0.977569264,0.98684536,0.920003493,305.6001715
,,,kalman_struct,0.101536616,17.79795464,0.01796799,0.90484715,-0.001784392,0.686607948,0.781431497,0.910235529,11817.48498,0.759487405,0.000657355,0.977376999,0.98711502,0.896451586,334.0416549
,,,kalman_arima,0.55583935,14.55617405,0.016569536,0.598640155,-0.001788455,0.277407181,0.708508924,0.965757029,13289.58818,0.817781094,0.001264114,0.965319401,0.9754446,0.903417824,343.3251122
,,,gp_rbf,0.11356816,17.77707926,0.017710654,0.915378164,-0.001782953,0.701175564,0.749551035,0.89981063,12101.05357,0.729220427,0.000660352,0.967866338,0.987741822,0.918328482,232.8075124
,,,saits,0.124979723,18.41473253,0.017997278,0.915179491,-0.001764577,0.700360562,0.755601697,0.89830459,12005.15421,0.797948363,0.000421849,0.966246438,0.988064543,0.914096274,328.9515738
,,0.2,均值,0.904009324,18.54669054,0.01994608,0.511157369,-0.001650021,0.230357248,0.609149931,0.935887986,15005.19152,0.690077249,0.000122451,0.851204253,0.970051705,0.923679082,735.1417338
,,,前项,0.276449661,16.82124837,0.018483313,0.858122535,-0.001822882,0.485580553,0.694897563,0.938735831,12386.52182,0.688138003,0.000553715,0.871308825,0.947797289,0.91558282,265.6807722
,,,后向,0.289917914,18.51098904,0.017816897,0.880508532,-0.00178757,0.507527988,0.660967178,0.920297866,12449.01804,0.852329966,0.00120739,0.820455839,0.954385882,0.889748598,335.0271456
,,,线性,0.195568101,18.64566379,0.01832819,0.902083274,-0.001797356,0.616372746,0.729516635,0.925288925,11642.00234,0.798819921,0.000162432,0.902113427,0.966607034,0.917412804,223.1330056
,,,kalman_struct,0.219360337,18.26083713,0.018640085,0.872608758,-0.001791551,0.554301235,0.735006072,0.944050042,11654.43339,0.742783441,0.000544273,0.87590254,0.961583303,0.92446591,293.5194841
,,,kalman_arima,0.911090487,18.80340983,0.02030924,0.512731123,-0.001660494,0.232805719,0.618329635,0.942796442,13910.47066,0.680943898,0.000226748,0.85652175,0.968226751,0.920975512,707.9191418
,,,gp_rbf,0.239654615,16.30010037,0.016819877,0.898780362,-0.001789317,0.581956335,0.682142791,0.906560302,12265.22574,0.844878115,-0.000170046,0.944930862,0.983976285,0.889734056,91.50518023
,,,saits,0.243358724,17.16806369,0.017365767,0.903106801,-0.001784302,0.60614593,0.729482643,0.909614314,12187.73282,0.785294138,0.000459803,0.96151031,0.990681379,0.902321822,228.5085601
,,0.3,均值,1.613059267,30.0840332,0.026520745,0.376383384,-0.00122436,0.0971809,0.54787978,0.952482868,15602.49947,0.653178081,0.001572932,0.644067775,0.841430224,0.938920117,856.0697757
,,,前项,0.408469898,16.34748535,0.017765717,0.834685029,-0.001805655,0.379712868,0.6880061,0.947529328,12751.77271,0.774237847,-3.50E-05,0.846185364,0.954598795,0.932225791,487.3937777
,,,后向,0.423340187,14.45199517,0.015881827,0.845027373,-0.001772988,0.417376152,0.696617545,0.942090004,12709.31845,0.751620824,-0.000262744,0.862907629,0.975061145,0.931656205,268.2161537
,,,线性,0.290606863,15.39443902,0.017029681,0.88865486,-0.001788085,0.551587676,0.7398709,0.934182132,11541.62805,0.739496097,0.00082677,0.934610853,0.981859208,0.930941284,238.1320023
,,,kalman_struct,0.36356329,16.92905002,0.017925261,0.869157703,-0.001788867,0.548149969,0.754702055,0.954086585,11559.04278,0.709340641,0.000946374,0.894823088,0.971421359,0.920985729,232.5567729
,,,kalman_arima,1.595935695,30.25347222,0.026786696,0.377359543,-0.001222155,0.097824365,0.53728525,0.95728402,14406.71857,0.626003753,0.001484151,0.622126507,0.858105955,0.939361553,868.9523687
,,,gp_rbf,0.335307295,18.09657796,0.017154634,0.882913928,-0.001816649,0.499583516,0.643603938,0.915795552,12506.36477,0.845070207,-0.000773321,0.941403437,0.981283179,0.908488098,208.7994951
,,,saits,0.364574085,15.885338,0.017060578,0.895522676,-0.001759388,0.526729411,0.676233222,0.916428434,12519.34859,0.797333797,-0.000936294,0.929829885,0.985650099,0.904066993,280.1000707
timesfm2p5,weather,0,/,/,276.2499653,0.026342252,0.540972202,0.00129055,0.475721213,0.815425551,0.920130376,19706.68414,0.547024911,-0.000734082,0.875614523,0.92048525,0.950404166,1139.666356
,,0.1,均值,0.481431977,262.1168924,0.02578832,0.427067325,0.001517106,0.410427052,0.687560016,0.923310463,20241.93416,0.545522441,-0.000131865,0.824592836,0.914961342,0.948683451,1138.202621
,,,前项,0.22711282,277.1359028,0.02671995,0.533452272,0.001407169,0.418251723,0.799544006,0.931665195,19749.22881,0.582210958,0.000212913,0.881520318,0.948726225,0.961361998,1218.469701
,,,后向,0.19966768,280.4023785,0.02714298,0.523755906,0.001279349,0.444052634,0.773497555,0.923962981,19731.76452,0.52089769,-0.000784812,0.860883615,0.951250789,0.969274976,1172.239909
,,,线性,0.129610102,277.7545313,0.026992086,0.534548973,0.001288778,0.441666664,0.808390245,0.927691332,19397.47045,0.597124089,0.001884371,0.870114874,0.919314518,0.970467761,1146.181258
,,,kalman_struct,0.123552208,255.9693403,0.026064641,0.528402014,0.001280029,0.451347498,0.792787646,0.928190104,19397.28033,0.574092487,0.00098997,0.849291463,0.914292692,0.965409911,1147.003446
,,,kalman_arima,0.245831813,281.2892708,0.026833016,0.512721708,0.001381287,0.458852405,0.757581254,0.931871994,19428.28246,0.567295715,0.000976782,0.771003713,0.838978812,0.941942675,1042.235767
,,,gp_rbf,0.259693138,287.2279514,0.027031886,0.514965735,0.001244687,0.444675328,0.763305386,0.907716053,19779.31643,0.402082912,-0.000676905,0.870145164,0.946976371,0.959694049,1098.683301
,,,saits,0.233699507,279.9281424,0.026674135,0.529980452,0.001376397,0.448537193,0.767294827,0.925582511,19678.52985,0.590005322,-0.001688025,0.790211802,0.8701449,0.945353866,1160.960894
,,0.2,均值,0.775410063,251.5133681,0.024312409,0.37007421,0.001225522,0.328478375,0.650298099,0.93697135,20347.71712,0.440618511,-0.002113627,0.761773904,0.926759409,0.956905931,1134.463005
,,,前项,0.382967478,241.1713715,0.024749597,0.51599191,0.001518691,0.372874241,0.759597046,0.928735175,19852.11161,0.462952456,-0.001795163,0.798400683,0.93611368,0.964557119,1235.848035
,,,后向,0.371971321,240.4914583,0.024822693,0.527482157,0.001099997,0.38044713,0.703429151,0.931751809,19807.53325,0.479378028,-0.000596905,0.778675414,0.905208955,0.955119138,1068.290384
,,,线性,0.222053055,221.656684,0.02443395,0.537778194,0.001181684,0.421300834,0.762873279,0.932440704,19260.3979,0.445497423,-0.000101794,0.75274279,0.85694469,0.947558363,1024.686226
,,,kalman_struct,0.204178402,236.11875,0.025340701,0.521282151,0.001240698,0.45031749,0.811660885,0.940515867,19274.57337,0.559331337,0.00033566,0.796411445,0.873107567,0.958193626,1073.393532
,,,kalman_arima,0.413608065,247.5255208,0.02522188,0.477078959,0.001213079,0.400505693,0.733352897,0.931882985,19292.41214,0.571006562,-8.01E-05,0.69422197,0.796487287,0.951373297,1102.899489
,,,gp_rbf,0.421035926,209.0091493,0.023395189,0.487907894,0.001346643,0.377988456,0.678609822,0.926217585,19746.12997,0.327973501,-0.000917198,0.711314603,0.880840593,0.952849397,1058.299059
,,,saits,0.484815722,224.1181944,0.023515699,0.483003565,0.00128908,0.373882187,0.720986001,0.933482797,19721.65135,0.449181736,-0.00254239,0.711245791,0.806987746,0.962772916,1047.484161
,,0.3,均值,1.141649441,363.7262847,0.03095331,0.314409489,0.000905551,0.338458876,0.518285959,0.920313652,20800.48249,0.348958644,-0.002496343,0.732023914,0.806453203,0.96020245,1106.001813
,,,前项,0.465000606,283.5582813,0.027069461,0.53711708,0.001294845,0.343177113,0.728790048,0.939784541,20030.93367,0.591460306,-0.000779659,0.755429342,0.916940577,0.960585422,1159.991927
,,,后向,0.523661909,271.8143403,0.026186087,0.539847153,0.001406082,0.396063739,0.764221375,0.924957714,20044.68041,0.533074477,-0.001094921,0.882538524,0.971267672,0.973901391,1117.006903
,,,线性,0.297373655,286.1519965,0.027417304,0.587738018,0.001145135,0.438617931,0.764755259,0.923368741,19132.64084,0.587943312,0.001581501,0.762635502,0.904192403,0.960759289,1130.297659
,,,kalman_struct,0.283039601,291.1110764,0.027521346,0.536217627,0.001190337,0.43374816,0.785062569,0.939373156,19151.31766,0.513587092,0.000938099,0.743190986,0.855051821,0.953981019,1156.997714
,,,kalman_arima,0.473055943,281.0174306,0.027102905,0.556319706,0.001062236,0.46583692,0.687874826,0.929622871,19162.4224,0.481458909,0.002992401,0.751008558,0.838052654,0.947292937,955.7801699
,,,gp_rbf,0.669045944,281.6010069,0.026614252,0.52803071,0.001264002,0.410018126,0.597781412,0.911638978,20106.05885,0.436117213,-0.001176337,0.865540893,0.94299864,0.938005999,937.8361037
,,,saits,0.706775703,292.2315278,0.027609809,0.552123317,0.00109397,0.425761966,0.637986673,0.91697851,19846.09108,0.509083994,-0.002435658,0.697911078,0.799198893,0.953467141,1020.724696
kairos23m,Australia_Solar_H,0,/,/,72387852297,0.929415963,0.306412136,31.3875827,0.852495308,0.95071915,0.920739426,30249.83344,0.504916745,-29.72548857,0.997448907,0.99452623,0.687122496,9104.844235
,,0.1,均值,11.23686442,74981032009,0.931645033,0.240974679,26.0439926,0.791013294,0.919109952,0.889638916,30720.37575,0.465621431,-31.54945534,0.997310846,0.994098955,0.713235831,9097.924637
,,0.1,前项,13.11979804,73240414490,0.937729082,0.326211029,33.11549101,0.750786351,0.914274233,0.907264445,30647.52449,0.576658827,-40.2449034,0.997032444,0.995386697,0.689821641,9127.991021
,,0.1,后向,12.50456793,74769806859,0.938560375,0.353769652,29.55948448,0.752278661,0.910346984,0.901818573,30676.61549,0.561728628,-36.70586167,0.997659666,0.994016594,0.678184718,9117.082038
,,0.1,线性,12.95531673,74434626046,0.937900025,0.324789805,30.82774705,0.759317616,0.909326555,0.912778335,30610.36595,0.545798334,-37.77161345,0.997628134,0.994292432,0.682713324,9118.481034
,,,kalman_struct,15.65907154,87694153846,0.967764613,0.545722901,35.83735162,0.667461516,0.883458157,0.923202162,30665.08622,0.594041774,-6.303006914,0.991492609,0.993046438,0.691427329,9112.254619
,,,kalman_arima,10.98281264,74461702608,0.930627579,0.253295984,28.22896963,0.795658197,0.924125897,0.898428789,30605.65721,0.479242929,-33.13277036,0.997292777,0.994119913,0.709176291,9105.667572
,,,gp_rbf,11.57451687,75721699492,0.93490693,0.25774456,27.48753452,0.784907596,0.921193737,0.901515088,30645.10891,0.477578649,-26.23876117,0.997313948,0.994028823,0.708483233,9099.920117
,,,saits,9.901465869,75358239749,0.941522411,0.31219151,26.87349319,0.832396064,0.944699086,0.908720674,30394.89075,0.501369386,-47.69295157,0.99656939,0.994424087,0.713192246,9120.427519
,,0.2,均值,23.49740644,78443411319,0.950263295,0.129362247,25.34076019,0.694861548,0.859317144,0.884099108,30910.61699,0.489045809,-35.1528141,0.994059854,0.993918556,0.747088565,9196.512142
,,0.2,前项,23.84061434,76007946759,0.9595338,0.289765555,29.59944604,0.630895105,0.884072288,0.913037999,30843.94014,0.649210132,-41.0135597,0.993326024,0.994608925,0.718819675,9250.272472
,,0.2,后向,23.97406199,80308152274,0.973253366,0.31103864,23.78815731,0.626801211,0.884922449,0.910463138,30817.24381,0.588226918,-34.46599314,0.992956844,0.995116791,0.725847836,9247.613824
,,0.2,线性,24.63885241,76048752676,0.962901488,0.281302882,28.84638248,0.632768408,0.889446991,0.918445547,30765.4368,0.630722518,-28.6582479,0.99449058,0.994992406,0.708423213,9235.188448
,,,kalman_struct,29.35215855,95836006282,1.031487258,0.582681234,6.856026171,0.484959192,0.841173882,0.925981293,30845.29652,0.723955858,21.97951837,0.991682794,0.992642611,0.729469265,9284.28707
,,,kalman_arima,23.05139234,77209013671,0.948802469,0.143748178,27.13474624,0.705963013,0.894808926,0.897186906,30758.52813,0.497085359,-36.66670815,0.994678401,0.99411531,0.742531008,9200.487005
,,,gp_rbf,23.37421455,77747035687,0.953029912,0.166702409,31.28530881,0.700690078,0.885383399,0.893516742,30870.80716,0.499177288,-28.11679247,0.994503587,0.993976095,0.738577121,9192.570056
,,,saits,21.66892915,79098198098,0.955704667,0.303465826,27.93392894,0.814133534,0.943696611,0.894252754,30404.1219,0.524634276,-59.04577515,0.99450162,0.995634776,0.761767129,9173.123388
,,0.3,均值,35.2291409,81042966373,0.97062862,0.115001881,21.91845634,0.624731191,0.829027057,0.883172482,31070.52196,0.313862176,-43.16153778,0.981535546,0.990068878,0.774316343,9236.592224
,,0.3,前项,34.98787885,87750310917,0.994525837,0.353428438,36.26615723,0.533109934,0.787745635,0.904382042,31000.67585,0.576583756,-61.47772775,0.976363197,0.994301903,0.765860266,9337.175681
,,0.3,后向,36.17782021,85789697493,0.990762231,0.319848555,17.11869096,0.513310105,0.775669154,0.904536208,30990.39527,0.536351379,-40.6963365,0.980742048,0.992541603,0.750862903,9307.567706
,,0.3,线性,36.91659107,80003850859,0.982737055,0.306731098,28.55118057,0.525937979,0.752660234,0.911980916,30898.33704,0.502211897,-28.06820217,0.976976332,0.990073928,0.768721029,9283.819563
,,,kalman_struct,43.85267687,1.17E+11,1.05492785,0.645165673,36.75441875,0.395963951,0.675491828,0.91285229,31014.35661,0.682430885,-10.54602587,0.969161247,0.993879528,0.816763899,9290.202265
,,,kalman_arima,34.57681036,79632244845,0.967923282,0.11936742,23.71987583,0.634535965,0.836594505,0.898465113,30877.12299,0.316117312,-36.17682876,0.981080307,0.992338822,0.770863504,9242.059604
,,,gp_rbf,34.92516918,90852427476,0.989303649,0.15487274,27.60587346,0.622470953,0.814662804,0.89034412,31035.91395,0.291685811,-41.59564941,0.977804907,0.988170145,0.771152028,9160.735392
,,,saits,31.16833124,85690879691,0.972757063,0.251704419,25.49560179,0.775067974,0.936955697,0.882450449,30522.99536,0.447946571,-54.07840746,0.990026684,0.998132446,0.765250302,9164.388051
