基础模型,数据集,缺失率,填补方法,填补误差指标(SMAPE),预测误差指标（MSE[0.5]）,预测误差指标（sMAPE[0.5]）,回顾窗口指标,,,,,,预测窗口指标,,,,,
,,,,,,,趋势强度,趋势线性度,季节强度,季节相关性,残差自相关性,谱熵,趋势强度,趋势线性度,季节强度,季节相关性,残差自相关性,谱熵
,,0.3,前项,4.714675225,861.0376389,0.24688833,0.502404209,0.001258769,0.366007755,0.292609129,0.723784279,12607.26022,0.652623315,-0.013395202,0.766959639,0.638882167,0.880756188,-185.7563713
,,0.3,后向,4.706945331,796.3163889,0.23559059,0.534645476,0.002214644,0.357886186,0.272802198,0.730499588,12633.20362,0.464538324,-0.015839739,0.677734746,0.540598611,0.923492778,-70.96479792
,,0.3,线性,4.728216835,801.6546528,0.237303249,0.556195025,0.002188702,0.402207632,0.287832199,0.678556618,12338.51496,0.479288863,-0.013711718,0.778015639,0.63045364,0.914639641,-49.69414535
,,,kalman_struct,7.744651239,922.5721528,0.249857407,0.527943853,0.001776422,0.411647443,0.260033906,0.738109082,12358.58903,0.520447143,-0.017679851,0.803104664,0.549593207,0.90685984,70.91632571
,,,kalman_arima,28.28224521,648.2848611,0.408526585,0.060154004,0.001878834,0.043454053,0.375242032,0.823734293,19416.19612,0.363313271,-0.005662309,0.693749045,0.580408715,0.920392441,1256.485915
,,,gp_rbf,7.451654235,699.9680556,0.252496787,0.386885068,0.002066349,0.248419479,0.268334256,0.725325646,13414.30635,0.442647247,-0.011482149,0.688634016,0.3685529,0.896781412,-144.5684575
,,,saits,5.959862697,757.4634722,0.231263472,0.361255049,0.001368257,0.223847342,0.335852673,0.71287249,13295.18809,0.475274212,-0.009581239,0.725887151,0.528386778,0.911252408,-565.0060198
visiontspp,Coastal_T_S_H,0,/,/,3081.089931,0.808336376,0.417814596,0.000398079,0.166989875,0.026834499,0.017346023,24099.44172,0.973309531,-0.007531818,0.161620512,0.111022227,0.76434895,1200.662547
,,0.1,均值,6.199669465,1950.900521,0.602724126,0.410207339,0.000664249,0.148775351,0.033942386,0.056077067,24005.3192,0.94798525,-0.006872919,0.036164221,0.099442651,0.909870676,992.4236901
,,0.1,前项,0.724893979,3152.810417,0.811795649,0.47503625,0.00037926,0.157268938,0.028671307,0.03233186,23990.00631,0.964379073,-0.007024501,0.148299307,0.083273144,0.857938519,1215.79593
,,0.1,后向,0.632467507,3139.591667,0.811505155,0.492077864,0.00061111,0.16157288,0.033910626,0.027397619,23991.9783,0.880430494,-0.007413959,0.081252112,0.108145733,0.798992193,911.1235069
,,0.1,线性,0.656831312,3141.782639,0.810021725,0.45230964,0.000488916,0.158173515,0.03126019,0.024709488,23976.17334,0.849395034,-0.006848116,0.100489035,0.096385009,0.832123525,852.1607058
,,,kalman_struct,0.812665626,3174.139583,0.809830265,0.506753344,0.000546894,0.167733366,0.030041408,0.020344378,24012.19371,0.858999123,-0.007228956,0.098005156,0.093293427,0.885792964,1116.252057
,,,kalman_arima,1.721181747,2875.061458,0.808100148,0.429637843,0.000444437,0.158173747,0.036231002,0.019155066,23948.27553,0.778812282,-0.008818008,0.045667405,0.137429647,0.888343292,1122.677086
,,,gp_rbf,0.851538349,3106.373264,0.809500251,0.421504626,0.000362723,0.153029715,0.030596342,0.013557061,23934.22444,0.866804023,-0.007181008,0.068774193,0.136442548,0.875715362,995.2057238
,,,saits,1.098824156,3062.536806,0.809160546,0.418327339,0.000399066,0.153507008,0.033943309,0.022680296,23928.30714,0.950536396,-0.008174479,0.077894501,0.107237776,0.842145784,903.2019328
,,0.2,均值,8.883954614,2867.386806,0.806119851,0.409018219,0.000686867,0.10369911,0.039254368,0.098447957,23769.8501,0.973039701,-0.008738381,0.158362324,0.145361383,0.819338891,924.9702474
,,0.2,前项,2.432929076,3089.616667,0.800324797,0.565621273,0.000365591,0.109434469,0.0391683,0.102789052,23709.59056,0.823295682,-0.008932458,0.113397461,0.096397171,0.846349835,998.8611662
,,0.2,后向,2.319418116,3118.246528,0.808164084,0.500588843,0.000416033,0.106090321,0.038701685,0.056181332,23745.63313,0.985930491,-0.009099808,0.029557664,0.101273651,0.919494091,1035.238771
,,0.2,线性,2.155556438,3089.255556,0.802537002,0.517609791,0.000309133,0.106330298,0.04236038,0.076982484,23679.06318,0.953432231,-0.009847272,0.129897936,0.143746921,0.846032941,926.9588186
,,,kalman_struct,2.990179516,3283.414236,0.805338909,0.648869936,0.00025028,0.101494013,0.033498245,0.113349361,23815.81638,0.933018226,-0.008688872,0.066646111,0.072378351,0.91691134,1069.620509
,,,kalman_arima,2.977870166,2892.201389,0.804176257,0.450657001,0.000364067,0.121376093,0.031872721,0.037214042,23696.43798,0.860819723,-0.009910552,0.045515911,0.122815045,0.883808621,978.1604472
,,,gp_rbf,2.0012403,3051.950694,0.80468386,0.434668246,0.000383353,0.109545949,0.042469815,0.027825661,23675.91835,0.98028442,-0.0079671,0.082586312,0.140938455,0.882458333,954.0573541
,,,saits,2.469025642,2976.669792,0.803736638,0.422581566,0.000423855,0.107527596,0.055743694,0.027350655,23661.12803,0.924852317,-0.006970911,0.013879099,0.115703529,0.944941651,921.553232
,,0.3,均值,14.50420156,2374.900868,0.85169237,0.374286019,0.000141137,0.089969865,0.038138606,0.130577305,23733.2737,0.897042222,0.000349115,0.007248844,0.136697041,0.942969687,1083.497192
,,0.3,前项,3.255627336,3138.452778,0.803829006,0.536074867,-0.000294411,0.079603841,0.035273946,0.071365515,23620.98096,0.856212716,-0.009472831,0.006558611,0.104199684,0.919925253,1318.364292
,,0.3,后向,3.731844679,3027.308333,0.805850531,0.527564276,0.000378283,0.100317338,0.034670117,0.059918744,23599.73829,0.865922011,-0.014466866,0.015586064,0.085593126,0.925027204,1280.405291
,,0.3,线性,3.070783706,3061.627083,0.802453943,0.496775162,-1.68E-06,0.101887295,0.031952716,0.03238984,23524.94917,0.904472629,-0.011367913,0.106331547,0.111842862,0.817645907,1376.248013
,,,kalman_struct,4.177084643,2868.305556,0.796263689,0.594885853,3.05E-05,0.099203698,0.029648633,0.073372776,23573.95037,0.887289047,-0.014464044,0.16515462,0.124439562,0.815689866,1240.0456
,,,kalman_arima,4.21242319,2860.355556,0.796268784,0.444723512,0.00019994,0.106350064,0.034986443,-0.003196246,23474.03043,0.962926148,-0.010861075,0.099627668,0.145136612,0.912622466,1023.673201
,,,gp_rbf,3.143052258,3058.221528,0.80026023,0.432794545,0.000297301,0.109207526,0.037550701,0.007222816,23466.02207,0.7921844,-0.008840139,0.036439953,0.141115666,0.867297462,959.4177818
,,,saits,3.877199134,2932.701389,0.795335482,0.421114961,0.000277005,0.106923931,0.057060918,0.000908099,23468.35917,0.737458794,-0.007930739,0.198595091,0.092228475,0.818447498,1051.15469
visiontspp,ETTh1,0,/,/,62.98834491,0.889222094,0.912948593,-0.000315957,0.330904106,0.552913396,0.78309484,14624.47406,0.843370404,-0.003439192,0.062886305,0.093134067,0.910481678,547.260508
,,0.1,均值,4.900196663,61.93108796,0.878642497,0.895212338,-0.000235255,0.239753907,0.489160293,0.799763697,14881.81577,0.922954992,-0.003468519,0.080113765,0.102200521,0.915218058,202.2994381
,,0.1,前项,2.810659409,65.51925926,0.899811813,0.910466473,-0.000304271,0.272793746,0.495308643,0.789591242,14540.8842,0.917724964,-0.003566218,0.010518984,0.11579097,0.947117535,657.7058929
,,0.1,后向,2.638155995,62.88229167,0.888799955,0.908624182,-0.000309897,0.279871576,0.488660859,0.791726695,14534.99979,0.907610847,-0.002927498,0.063271202,0.098925237,0.914406709,414.8078651
,,0.1,线性,2.083049528,62.62696181,0.88352009,0.911132621,-0.000308843,0.278220427,0.503674368,0.785023454,14471.60751,0.815857123,-0.003100614,0.031772686,0.109647736,0.918164378,528.2380147
,,,kalman_struct,3.258270183,62.14628472,0.890969518,0.912142887,-0.000319594,0.270324625,0.492938736,0.792944795,14486.46681,0.864094241,-0.002787348,0.075759361,0.113375217,0.871386033,411.9324863
,,,kalman_arima,2.717904804,61.81051505,0.878757634,0.911771961,-0.000288502,0.287470724,0.492551525,0.786111179,14478.31066,0.841878671,-0.002961352,0.074293559,0.110249029,0.912403579,458.3873723
,,,gp_rbf,2.204918436,65.63189236,0.901425809,0.911166912,-0.000303128,0.287882024,0.484617259,0.784212167,14526.79919,0.887754731,-0.00322571,0.073828262,0.097828617,0.882247318,606.8853438
,,,saits,2.245016443,62.26952546,0.871486832,0.913237075,-0.000289608,0.32274869,0.577573185,0.783181256,14508.34052,0.863903073,-0.003338386,0.066391681,0.103854221,0.902254955,609.5448756
,,0.2,均值,10.51576966,49.55758681,0.72993216,0.858454138,-0.000201665,0.178460996,0.392424117,0.829341264,15189.15348,0.896436626,-0.002706623,0.062562688,0.108160143,0.874008902,380.9652388
,,0.2,前项,5.187197582,62.10047454,0.881742165,0.911576508,-0.000341299,0.247936429,0.406749043,0.799477399,14492.77571,0.813005981,-0.003329935,0.090194031,0.103409896,0.899354266,622.334508
,,0.2,后向,6.239617459,57.72427083,0.87291449,0.906358781,-0.000291126,0.23895291,0.391011498,0.812075467,14491.12552,0.856464487,-0.002756175,0.085319523,0.080980124,0.898074595,501.9786571
,,0.2,线性,4.367974774,60.11306134,0.895697796,0.919590768,-0.000324445,0.268188794,0.417654419,0.794442598,14301.04747,0.888344222,-0.003381067,0.045133216,0.139202498,0.91655154,486.7819253
,,,kalman_struct,6.478891905,57.44003472,0.891759103,0.918543474,-0.000332434,0.241834708,0.383991842,0.803724027,14321.08549,0.916306825,-0.003064471,0.100711446,0.093057275,0.85966363,465.4867446
,,,kalman_arima,6.351994077,57.64435185,0.879173713,0.907735873,-0.000271107,0.248734789,0.422734641,0.805741819,14316.02465,0.891418275,-0.00316405,0.058524302,0.141960747,0.920357057,421.5712702
,,,gp_rbf,4.448006308,57.47435764,0.88491029,0.902730624,-0.000315884,0.240826521,0.40242175,0.79987505,14432.09684,0.933213992,-0.00367624,0.081481608,0.114381885,0.901865287,534.5428224
,,,saits,4.325884708,62.20477431,0.892183125,0.914073276,-0.000306026,0.320425733,0.599648042,0.790679462,14394.20119,0.925215901,-0.003562938,0.045178187,0.120244184,0.86018575,509.5047439
,,0.3,均值,17.32356755,27.01050347,0.617881421,0.840819344,-0.000212741,0.148604022,0.344957882,0.826191568,15375.47706,0.871870955,-0.001266017,0.075940524,0.125622099,0.901872181,77.80450518
,,0.3,前项,8.761585732,56.49451389,0.844682943,0.913402111,-0.00033847,0.228564826,0.36374542,0.816625222,14267.51614,0.863726963,-0.003520126,0.034555899,0.109008975,0.911778435,647.1765379
,,0.3,后向,7.710496533,55.14644676,0.896766202,0.913314614,-0.000341059,0.225701515,0.355987614,0.809862235,14240.3159,0.935060167,-0.003287286,0.029145964,0.115078608,0.897431651,276.0362302
,,0.3,线性,6.466086002,59.06233796,0.884066062,0.922724016,-0.000337425,0.242827467,0.361152429,0.804073961,13953.42626,0.945669525,-0.00349973,0.108579566,0.12714762,0.837704754,457.7977658
,,,kalman_struct,8.49346416,62.29374421,0.904338613,0.92577703,-0.000317786,0.221266579,0.325240683,0.817458099,13983.74393,0.933160188,-0.003940945,0.075348802,0.077951483,0.902752076,400.4597152
,,,kalman_arima,8.433255657,57.23994213,0.878546007,0.921246416,-0.000304803,0.274177764,0.388696679,0.809878121,13955.00438,0.925458089,-0.003442498,0.057087455,0.088402243,0.865217653,586.3256218
,,,gp_rbf,8.607075556,59.75710648,0.884439436,0.905885043,-0.000325373,0.216984039,0.322561371,0.807028602,14241.71006,0.815162476,-0.003503736,0.063959106,0.126279951,0.913463286,504.2971073
,,,saits,7.093522429,57.88810185,0.864858799,0.920592895,-0.000336415,0.350379493,0.711589971,0.788018638,14172.43482,0.925174984,-0.003115909,0.087370983,0.096726324,0.852943957,561.9990262
visiontspp,ETTh2,0,/,/,236.7902546,0.678857281,0.917190614,0.000454145,0.684540556,0.894155797,0.894774591,14729.90383,0.813863675,-0.00558837,0.018800607,0.121921077,0.931618564,1082.172743
,,0.1,均值,3.130514594,158.8599074,0.592249059,0.875697109,0.000310182,0.555173801,0.793414241,0.894641219,15877.15454,0.961832814,-0.005120467,0.067766758,0.104823338,0.895412566,774.5427332
,,0.1,前项,1.559467634,233.1570602,0.642767626,0.910649012,0.000431566,0.626640155,0.812598067,0.898126045,14878.8728,0.959915866,-0.006021746,0.086745068,0.153262576,0.910548372,974.8543449
,,0.1,后向,1.467317277,237.8282639,0.613774196,0.914473865,0.00044456,0.63327418,0.815118297,0.897418672,14887.72375,0.87407071,-0.006176729,0.01304977,0.091129339,0.936029333,1178.189878
,,0.1,线性,1.307821933,232.361713,0.62861057,0.911802763,0.000437703,0.62730494,0.813681568,0.900422214,14689.4944,0.859694811,-0.006076421,0.071951742,0.113362765,0.941298089,1132.472533
,,,kalman_struct,2.488598124,224.9828241,0.611010831,0.900776434,0.000398019,0.567021548,0.79146712,0.90992164,14734.37781,0.929011272,-0.006806572,0.08649017,0.113709439,0.924650363,1000.374407
,,,kalman_arima,3.064818422,157.3150926,0.592490911,0.878676044,0.000298086,0.558974738,0.784789956,0.907937231,15151.56605,0.909615925,-0.005166727,0.077534177,0.114858487,0.915631577,739.8431036
,,,gp_rbf,1.253561207,232.2247222,0.667629476,0.915003233,0.000437235,0.648559391,0.833843567,0.893584122,14850.55111,0.914727258,-0.006005474,0.051465004,0.139059904,0.917941231,1179.578011
,,,saits,1.160775616,224.8984259,0.684053735,0.918398996,0.000421281,0.695612526,0.9168059,0.883943158,14793.18143,0.883112227,-0.005556729,0.007061065,0.114958033,0.926150602,984.6053647
,,0.2,均值,7.02498215,144.6842477,0.543143602,0.85593929,0.000403506,0.448053198,0.748414726,0.889529903,16277.58675,0.923527603,-0.003544087,0.066315997,0.113567085,0.895916696,939.170271
,,0.2,前项,4.586483439,245.9011574,0.67618498,0.905493492,0.000505316,0.555101664,0.759518592,0.890394428,14873.65338,0.837258786,-0.005544787,0.021792073,0.105689359,0.945058877,1001.661281
,,0.2,后向,4.218100913,240.770162,0.686331148,0.903786437,0.000490139,0.549153983,0.781335841,0.896441392,14891.49112,0.891027876,-0.005917023,0.118179891,0.113756661,0.883117879,874.7345096
,,0.2,线性,3.858895651,248.2647685,0.694774573,0.906316824,0.000500943,0.55566233,0.763792326,0.905495879,14318.28193,0.855496364,-0.00610783,0.104322189,0.089763925,0.862338972,994.0790525
,,,kalman_struct,6.161706416,243.2645833,0.694679653,0.895639784,0.000511773,0.465890996,0.710675333,0.908786539,14406.86912,0.956556324,-0.006505626,0.030326976,0.10528039,0.93664808,998.9137412
,,,kalman_arima,6.996918837,144.7962384,0.543258363,0.858238871,0.000413791,0.44902555,0.753746288,0.905474579,15319.62523,0.933713089,-0.003569923,0.068220295,0.091428365,0.887198752,951.7866505
,,,gp_rbf,3.810002383,241.0984259,0.680064746,0.911833953,0.00049642,0.593434518,0.779950371,0.889412217,14990.52119,0.91497682,-0.006132012,0.058560296,0.099638462,0.875383393,1063.408488
,,,saits,2.935632833,223.1823148,0.69827806,0.932539919,0.000464329,0.724151255,0.938768437,0.90389257,14553.40992,0.900084172,-0.005626937,0.039854986,0.110732538,0.923044191,936.9438424
,,0.3,均值,10.02775896,100.610625,0.530192201,0.803317634,0.000217758,0.305578171,0.546784661,0.872352589,16926.96414,0.904851687,-0.002760889,0.075149243,0.090463816,0.939289013,442.4078135
,,0.3,前项,6.993615564,254.3100694,0.748618052,0.903712439,0.000410571,0.458938093,0.599703996,0.891906441,15214.86607,0.925948095,-0.005328461,0.051681448,0.109026692,0.93239275,1079.562509
,,0.3,后向,6.950128873,259.9764815,0.700420424,0.8985325,0.000434027,0.445565456,0.637063254,0.8900616,15249.76635,0.831358243,-0.00611934,0.016951849,0.112774847,0.925714481,1091.132524
,,0.3,线性,5.867376455,258.9328241,0.721704957,0.908763738,0.000429093,0.472263195,0.621066654,0.897690456,14325.39941,0.808754552,-0.005696204,0.041166029,0.109940548,0.917550037,926.6120151
,,,kalman_struct,10.26879465,233.288588,0.692293348,0.889223745,0.000404747,0.289042808,0.483226997,0.911841059,14550.5993,0.838032444,-0.005892648,0.026143931,0.120858432,0.91912889,970.2107654
,,,kalman_arima,9.976606417,103.2697685,0.533077948,0.811097715,0.000223846,0.320171521,0.569855144,0.899226508,15669.72332,0.939987431,-0.002749295,0.036282009,0.103089789,0.941518418,477.1971525
,,,gp_rbf,5.593978945,234.6140509,0.663599626,0.902865824,0.000448618,0.495302348,0.582133436,0.88348364,15316.484,0.92478011,-0.00518889,0.057619272,0.123480589,0.889072018,1007.946713
,,,saits,4.045131159,247.6694444,0.689781128,0.93495933,0.000415512,0.721841993,0.931273033,0.880734398,14861.8592,0.851329506,-0.005169843,0.018573818,0.11785747,0.922530221,1175.414014
visiontspp,EWELD_Load_15T,0,/,/,39968.53827,1.217457927,0.32088439,-0.001011406,0.911474163,0.97413234,0.675978324,28886.58632,0.643221304,0.00962199,0.325357849,0.67284813,0.996381109,3000.785618
,,0.1,均值,10.28113686,33948.95802,1.149920217,0.218610528,-0.000552649,0.818710111,0.962139004,0.818738674,29094.8102,0.637175487,0.009233296,0.299220472,0.613574673,0.996652661,2912.322351
,,0.1,前项,11.2428209,36868.44198,1.189630084,0.205156571,-0.000900727,0.745579737,0.95822898,0.863052658,29270.50852,0.591756348,0.001871742,0.290782914,0.579613494,0.9958067,3042.407652
,,0.1,后向,11.40293721,33794.90617,1.146403793,0.142855889,-0.00085097,0.704362926,0.966399615,0.900441406,29292.21781,0.612687097,-0.004226486,0.291877611,0.612764325,0.996328739,2875.943058
,,0.1,线性,8.243117558,35580.47901,1.166307264,0.277284765,-0.000523605,0.854407126,0.97024426,0.81561152,28849.77662,0.616637837,0.006140537,0.301241441,0.60225542,0.995595293,3025.846468
,,,kalman_struct,9.554169297,36242.9037,1.174563454,0.262129546,-0.000502272,0.857829926,0.972825551,0.833394785,28863.78379,0.614310546,0.001818546,0.311007771,0.600018645,0.995752644,3024.022396
,,,kalman_arima,9.177945614,35090.31605,1.159304902,0.268756674,-0.000720817,0.854210294,0.967860842,0.807124172,28862.95052,0.637314815,0.013327704,0.31357647,0.60686657,0.99651167,2949.897892
,,,gp_rbf,10.35583512,34266.19259,1.151183908,0.235826228,-0.000447658,0.814799233,0.958248912,0.827226607,29079.42176,0.620252758,0.007627417,0.294117742,0.628321039,0.99591471,2796.5044
,,,saits,7.2392742,37719.69877,1.198305369,0.350563083,-0.00092746,0.905645134,0.975204991,0.711402302,28774.35921,0.636952608,0.012285804,0.31684465,0.636987943,0.996501074,3006.271369
,,0.2,均值,18.38294824,34192.47901,1.119196472,0.162959981,-0.001258886,0.736792627,0.913585782,0.827702713,29228.59502,0.618618755,-0.013593947,0.298083336,0.707627148,0.995756341,2798.816084
,,0.2,前项,19.41559721,35830.03457,1.13497387,0.1498591,4.43E-05,0.571768177,0.917940514,0.905237589,29556.56743,0.676730706,-0.031052452,0.334852612,0.579819809,0.990559088,2730.321591
,,0.2,后向,20.89705169,32283.17778,1.154409263,0.16646519,-0.002173213,0.594509264,0.930756919,0.90113974,29517.27675,0.643707262,-0.035321865,0.288068694,0.614832089,0.996271254,2832.912927
,,0.2,线性,14.74256138,36221.61481,1.16149115,0.244957099,-0.001117694,0.801738463,0.95710312,0.843838891,28791.76597,0.660596963,-0.004941367,0.323662126,0.706528001,0.996223672,2973.527865
,,,kalman_struct,14.562184,37604.29877,1.178958287,0.218988008,-0.000416685,0.805387538,0.965550437,0.863084419,28820.39572,0.614904465,0.01720578,0.309040486,0.641945939,0.995841555,3096.805356
,,,kalman_arima,15.8860395,36068.4,1.157268785,0.232859094,-0.001224627,0.809241321,0.953966275,0.832645638,28796.96588,0.648282636,-0.003042317,0.320471202,0.691385,0.9964562,2946.054637
,,,gp_rbf,19.1369253,33547.78272,1.108407813,0.177979251,-0.001776183,0.706914069,0.90865872,0.842604684,29227.61332,0.652028113,-0.018254334,0.32478482,0.684390618,0.996390594,2754.430406
,,,saits,11.86606646,38787.3358,1.198543363,0.34309226,-0.001170435,0.902538744,0.969867379,0.740089027,28664.62964,0.64771927,0.005640801,0.322578953,0.685246205,0.996385724,2996.000413
,,0.3,均值,28.39344311,31741.47654,1.087248737,0.211579038,0.000191903,0.692504355,0.86961908,0.85337312,29296.62854,0.6187112,-0.011966549,0.29566075,0.605580499,0.996211975,2798.593322
,,0.3,前项,31.36929957,31623.32346,1.122791062,0.165756605,0.000558066,0.460386597,0.887434855,0.916457995,29669.08623,0.642931016,-0.025246356,0.317157343,0.558241184,0.994483304,2951.67883
,,0.3,后向,32.58600627,33987.54074,1.135605022,0.169312837,-0.000907829,0.435922354,0.869340339,0.913478099,29692.37951,0.517964062,-0.043914101,0.214880544,0.496418724,0.992241331,2796.800792
,,0.3,线性,24.03816644,34051.76296,1.116299236,0.271600583,0.00010859,0.717694948,0.933440264,0.885872966,28708.0762,0.612539076,0.001340596,0.289096411,0.617161963,0.994657882,2845.884512
,,,kalman_struct,24.29548923,37451.41728,1.16848479,0.210863113,0.000297041,0.765018658,0.95306443,0.89357145,28732.90552,0.631056523,0.017131673,0.317571531,0.644476756,0.99582988,2989.327674
,,,kalman_arima,25.53672123,33186.81975,1.105071716,0.274082724,2.88E-05,0.75651344,0.919232487,0.859657193,28715.74937,0.623111514,0.001412634,0.305755257,0.618102426,0.996275848,2615.594484
,,,gp_rbf,29.09787549,31798.26173,1.081310024,0.276328835,0.000225729,0.660654062,0.85609612,0.852610351,29291.86884,0.621410052,-0.01700329,0.292564327,0.582383513,0.99550942,2762.574234
,,,saits,19.04933339,37253.99753,1.193338159,0.31616511,6.98E-05,0.869527261,0.957257862,0.795404832,28563.90655,0.631657157,0.000182682,0.3070072,0.711338319,0.996190723,2821.52382
visiontspp,Finland_Traffic_15T,0,/,/,27674.41778,1.046431169,0.058621059,-0.004024631,0.836068294,0.958195789,0.811973537,27173.42727,0.559416991,0.002782867,0.267121259,0.680447617,0.99430648,3071.819681
,,0.1,均值,6.620169491,25317.95111,0.991380883,0.057476964,-0.003717709,0.753870783,0.947420922,0.862952011,27527.73516,0.58933024,0.008709632,0.292040738,0.656433205,0.9947848,2921.286749
,,0.1,前项,9.045182192,25147.17778,1.000792869,0.047336313,-0.003571652,0.652405706,0.943236331,0.903163496,27844.45949,0.508649331,0.005394553,0.248842253,0.646087426,0.99356372,3012.170259
,,0.1,后向,8.398400831,24729.24667,0.960716256,0.067770777,-0.003742709,0.703544493,0.94951983,0.887063187,27817.98459,0.585597847,-0.013365186,0.275929366,0.692237574,0.994853279,2852.705806
,,0.1,线性,5.375844842,26423.92889,1.011188856,0.079566126,-0.003672398,0.791382361,0.949109552,0.851511837,27139.03092,0.592768961,0.016826549,0.303118901,0.682159968,0.99442389,2976.801199
,,,kalman_struct,5.319719809,26602.67111,1.02035658,0.065894517,-0.003961337,0.817964321,0.951581049,0.839766276,27130.25054,0.559922503,0.009771331,0.266212758,0.658408746,0.994266894,3103.302511
,,,kalman_arima,6.241896737,25611.38667,0.996657835,0.0604404,-0.003699014,0.76695149,0.94958992,0.866024444,27234.09131,0.597157595,0.01089287,0.297712509,0.662575732,0.994867458,2905.064333
,,,gp_rbf,6.673173988,25516.14667,0.991617969,0.062757055,-0.003801543,0.751460058,0.94556488,0.862715349,27502.40248,0.607441105,0.01083842,0.304117977,0.677020323,0.994797887,2839.181608
,,,saits,3.820387077,26577.89111,1.018250192,0.077282059,-0.003431214,0.817963918,0.955275411,0.838437283,27160.27418,0.594995715,0.011858523,0.288088996,0.684444233,0.994633651,3010.506982
,,0.2,均值,14.88346777,20761.38222,0.915401183,0.079605906,-0.003293205,0.702316156,0.902501408,0.869196697,27733.58443,0.581871469,-0.014553241,0.286923671,0.593612442,0.995878403,2817.368926
,,0.2,前项,18.3430958,21142.58444,0.923243201,0.115819337,-0.004098019,0.554206726,0.884615998,0.911431385,28143.75519,0.568512465,-0.006469783,0.26809358,0.597375822,0.993524202,2742.822059
,,0.2,后向,19.20989788,22532.08222,0.940153042,0.096987045,-0.003580898,0.558606243,0.903942176,0.914296352,28126.40278,0.589309123,-0.024303241,0.261184508,0.66376485,0.994521296,2809.097121
,,0.2,线性,12.40480383,22508.29333,0.96094847,0.117002944,-0.004215532,0.719429285,0.938718884,0.888638608,27092.02021,0.568921263,-0.001029481,0.281589751,0.64306761,0.994465131,2828.442674
,,,kalman_struct,11.59004972,23111.55333,0.968184017,0.089282681,-0.004234733,0.760834729,0.942243359,0.868198127,27055.3245,0.539739379,-0.006610013,0.2606899,0.607114909,0.993387096,2963.777834
,,,kalman_arima,14.09070945,21095.29778,0.923232127,0.086316741,-0.003344438,0.72176362,0.915408626,0.880162729,27222.78294,0.62579211,-0.009115542,0.320038921,0.589122293,0.995778115,2792.323654
,,,gp_rbf,14.82996638,20785.15111,0.916440547,0.086965996,-0.003426316,0.695720412,0.906487074,0.876257822,27703.02716,0.599318286,-0.002145937,0.285847093,0.61287185,0.996138792,2741.179756
,,,saits,8.628706121,24112.31778,0.996811786,0.104136912,-0.003997505,0.801149396,0.950825955,0.847600142,27121.48128,0.587833841,0.001206067,0.279862698,0.60952455,0.994861283,2966.933861
,,0.3,均值,22.01065292,19947.85556,0.862492379,0.12412759,-0.002015287,0.635862129,0.862509156,0.894357491,27778.64209,0.575406533,-0.006455351,0.245653232,0.646690565,0.992161296,2505.490627
,,0.3,前项,27.59408741,21392.96444,0.897597007,0.126795583,-0.003001957,0.421178044,0.86117833,0.933575885,28287.85522,0.611554237,-0.017586806,0.271552091,0.656691683,0.995276771,2655.920056
,,0.3,后向,26.35901737,21208.50222,0.879063042,0.121001142,-0.002587458,0.446436695,0.867526406,0.927933754,28291.58196,0.581479597,-0.022197627,0.224897132,0.672086154,0.993733459,2887.659584
,,0.3,线性,18.53022413,23114.09556,0.907967735,0.169686324,-0.003173551,0.675400753,0.920097524,0.914365978,26846.40813,0.676207507,-0.005992716,0.335031962,0.732994996,0.996227023,2711.377213
,,,kalman_struct,16.72100048,25460.99111,0.965751707,0.118771083,-0.003038219,0.751312233,0.92936469,0.890070053,26807.42965,0.618820882,-0.005886964,0.285685535,0.661839154,0.994932713,2928.978996
,,,kalman_arima,20.81644177,20303.34667,0.870432012,0.131468397,-0.002124075,0.660431985,0.883741915,0.911722344,27048.86367,0.634031776,-0.003531064,0.296634642,0.647579158,0.991451762,2572.672834
,,,gp_rbf,21.86568208,19957.12889,0.854494531,0.131218495,-0.002400036,0.605273728,0.866326041,0.905119985,27756.59208,0.56238715,-0.006688038,0.236377805,0.629238779,0.992115942,2564.727869
,,,saits,13.6363327,24712.11333,0.988646296,0.11005406,-0.003601085,0.764088444,0.935473226,0.868536622,27023.34383,0.642862144,-0.007136004,0.298909078,0.739333573,0.996030519,2787.745426
visiontspp,NE_China_Wind_H,0,/,/,2.655854628,1.088719496,0.952761037,-0.000252312,0.137876982,0.592980137,0.94848855,3850.588353,0.96183584,-0.000487905,0.010047193,0.111404432,0.92279643,-372.6097757
,,0.1,均值,15.86086536,2.164931234,1.01079524,0.931959509,-0.000210173,0.080423132,0.560905521,0.922439842,5593.861266,0.959192028,-0.000670144,0.001424257,0.110552303,0.96313939,-386.393135
,,0.1,前项,6.891206503,2.545624627,1.079488048,0.945278546,-0.000247522,0.095679096,0.491492279,0.920242256,4993.293173,0.941429445,-0.0004378,0.014503115,0.084817101,0.924754752,-511.5654703
,,0.1,后向,6.890795201,2.904871623,1.110536373,0.927993895,-0.000269597,0.066405295,0.539003487,0.930103776,5003.576497,0.913200535,-0.000505499,0.098142387,0.123645287,0.900024223,-416.9017839
,,0.1,线性,4.847643241,2.744387478,1.091690571,0.953806435,-0.000257766,0.120641788,0.509814089,0.950877496,3790.801976,0.958623311,-0.000405462,0.024218445,0.098408084,0.919295721,-649.7442164
